risk	quoteSignal	attributionSignal	file	line	text
false	true	true	009.揭发黑幕以后.txt	13	法务部大官人（“监所司副司长”王济中）公开发表谈话，说作家李敖出狱写文章，引起社会大众注目，给了少年受刑人心理上的后盾，认为闹得愈大，愈能得到社会大众的支持与同情。所以，都是李敖惹出来的云云。
true	true	true	009.揭发黑幕以后.txt	17	最好玩的是国民党立委温士源（司法委员会召集委员），他在2月23日书面质询，反对对李敖做“迹近英雄式的报导”，“对青少年人来说，各报虽无奖励犯罪之意，亦恐有导引为不当行为之可虑”。这个头脑不清的浑委员倒颇有“第六感”，果然不久新竹少年监狱就暴动了！但是，他不知道，今天司法、法务问题的丛生，又岂是封锁新闻解决得了的？温士源主持司法委员会这么多年，他真做到了无补时艰的无所事事，他们多失职，他们自己都不自知也！
false	false	true	009.揭发黑幕以后.txt	29	在他首次出狱，再进台北看守所服刑以前，共计出了一本新书，结了一次婚，也离了一次婚，此外又打了一场官司，写了几首打油诗，上过无数次报纸，风头之健为全台湾区文人的冠军。
false	false	true	009.揭发黑幕以后.txt	31	不过这些风头不出也罢，说穿了都是连篇累牍的糗事，原本喜爱他的人都说他愈活愈回去，左看右看、前看后看，再也找不出文星时代的影子。
false	false	true	009.揭发黑幕以后.txt	35	不出大众所料，他的官司终于从胜部被淘汰，就像金庸武侠小说描写小东邪黄蓉当选丐帮帮主，接受帮众吐痰祝贺一般，他也在读者的口沫横飞、街谈巷议中，昂首走进牢房，再度当起铁窗英雄。
false	false	true	009.揭发黑幕以后.txt	37	嘿，进了牢房可大不相同，铁窗不仅治愈了他的疯病，也激发了他的创作灵感，六个月间居然出了六本书，另外写了一本狱中日记和一篇十万字的小说。
false	true	true	009.揭发黑幕以后.txt	47	——指说“文化太保”李敖已力不从心
true	true	true	009.揭发黑幕以后.txt	53	2月21日贵报第三版以极大篇幅刊载甫行出狱，就以“要人”的模样，举行记者会的李敖，发表所谓《狱中见闻及狱政措施的看法》，其结论是：“我准备第三次坐牢。”这个结论，也即是他所说今后的“新计划”，也就是政治路线！
false	true	true	009.揭发黑幕以后.txt	55	我一口气读完全文之后，觉得这个“文化太保”倒不失其童心，他首先招认：“这个牢把我关火了！”他要重做冯妇，写文章“搞鬼”。他继续说：“天下没有白坐的黑狱，关我，我就写。”他始终认为他被判刑六月，是件“冤狱”。
false	true	true	009.揭发黑幕以后.txt	57	有勇气承认写文章“搞鬼”，那是说：“搞鬼不搞鬼在我，信鬼不信鬼在你。”呜呼！李敖把他拥有的读者（包括我在内），都当成了“信鬼”的低级愚民。
false	true	true	009.揭发黑幕以后.txt	61	无可讳言：监狱中服刑的人犯，都是来自三山五岳的“好汉”，又都有闯虎穴、探龙潭的“雄心”，连号称“很守规矩，监所特别礼遇”的李敖都是文化太保的化身，这边才对所长说“多谢照顾”之情，那边就哗众取宠对记者揭发所谓监狱“黑幕”。这种双重的气质，正具体的表现了他的“双重人格”！
false	true	true	009.揭发黑幕以后.txt	65	李敖受到惩罚后，公然说，“我准备第三次坐牢”，倒是有自知之明的一句，夫子自道的“佳乃语”！
false	true	true	009.揭发黑幕以后.txt	67	李敖无法向明镜高悬的法曹报复，便采迂回方式，从《狱中见闻》着手，他的所谓见闻，除了朱光军所长、万宗池副所长，以及法务部施启扬政务次长等人做正面驳斥之外，请容我以坐牢的“老前辈”“现身说法”，以“就正”于李敖所谓“凌虐人犯的问题”。
false	true	true	009.揭发黑幕以后.txt	69	话说二十五年前，我也曾因案坐牢（可惜我不会喊冤）。一天夜半，狱中两个同伴忽然由相骂而至相打起来，拳来脚往，目貲欲裂，咬牙切齿之状，只有仇深似海，不共戴天，庶几可以形容。龙头干涉不了，管理员驾到，也无可如何之际，却有一位睡在他们旁边的难友说：“你们不要脸！闹同性恋爱，夜夜‘那个’不算，还要打情骂俏；打情骂俏不算，还要认真比武——弄得大家神鬼不安！”管理员追问“那个”是什么？原来是臭事一件“鸡奸”。结果，两人挨了顿揍，大家称快！你能说这是谁消遣谁？是谁凌虐谁呢？如此挨揍，告到阎王那里，恐怕也是白告。
false	false	true	009.揭发黑幕以后.txt	91	迩来李敖在报端举发台北看守所内幕一事，掀起了报界舆论的满城风云，引起了社会大众之关切。对此，本席在未了解其真相前不愿多加揣测，唯个人去年曾受选民所托，多次到各监狱或看守所，探望受刑人，就经常遭受到各监所警卫人员及管理人员的怠慢与刁难，实在感慨良多。由此可知，不可否认的，狱政上，确实仍存在着许多问题，有待大力的整顿与改革，但由于人犯的日益增多、管教人员的不足，以及经费设备的欠缺，狱政当局可能也有难言之处，我们在此不忍心再多所苛责，但对于狱政之革新，乃是刻不容缓之事。为此，本席不得不提出以下几点改善建议，作为改革狱政之参考，并请行政院督饬所属，彻底改善，借以消除社会舆论的疑虑，以确保受刑人的权益。
false	false	true	009.揭发黑幕以后.txt	127	士源认为消弭青少年犯罪，必须设置专责机构，根据政策之需要，网罗学者、专家、社团及有关机关之代表组成之，作全面的调查与研究，有计划的、地毯式的防堵。如发现有不利或影响青少年身心健康之事项发生，立即通知有关机构或个人，加以改善。例如本（2）月内有一位受刑人刑满出狱，各报曾大肆报导，图文并茂，并刊登其狱中日记及杂记，不论其新闻价值多大，对于一出狱人作过分的渲染，迹近英雄式的报导，究属不宜。对青少年人来说，各报虽无奖励犯罪之意，亦恐有导引为不当行为之可虑。似此情形，如有专责机构即可根据政策为事前的防止与事后之改善。由于青少年犯罪，牵涉面甚广，极易发生推托之恶习，为挽救国家之危难，及青少年正常之成长，设置专责机构，实已为刻不容缓的一件大事。爰提出质询向行政院孙院长及各部会首长请教。
true	false	true	009.揭发黑幕以后.txt	141	要求监狱讲究文明、礼貌，当然失之苛求。但是我们一直以为国内这几年进步飞快，步入已开发国家之列，跃为东南亚四个经济发展最快的小国之一，我们政府一向以倡守联合国人权标准自许，想来我们的监狱条件不说最好，至少也该过得去——尤其是首要之区台北，监狱管理应为表率才是。如果记忆没错，台北看守所曾是外宾参观过的地方。
false	true	true	009.揭发黑幕以后.txt	143	岂知不然。李敖透露说，看守所的管理员竟然得意洋洋地说：“法律规定我们不能打人，我们不用手打，用脚踢总可以吧！”
false	true	true	009.揭发黑幕以后.txt	149	李敖说：“天下没有白坐的黑狱。”
false	true	true	009.揭发黑幕以后.txt	157	再度服刑期满出狱的李敖老弟，发表第一篇狱中记事的文字，列举出许多狱中黑暗而残酷的事实，引起老爷界吃惊了——先是法务部李元簇大人下条子给狱政司查报；继之，台北“土城看守所”所长朱光军大人向报纸坚决否认李敖的投书所述是实，指称：“李敖是写文章的人，特别喜欢幻想，他所说的一切，都是想象出来的。”
true	true	true	009.揭发黑幕以后.txt	159	此乃中国几千年来一直存在的一个大问题也。①吾邦吾民及吾老爷们，功夫用在整人狠毒的手段上，必居世界冠军无疑，这有历史诸多文字可证，俄国老毛子的“古拉格群岛”和希特勒魔王的屠杀大手笔都差一截，仅第二、三名而已。但请别把罪责完全推给老爷界。老爷是从民间出来的，其恶念恶智、凶心凶手，莫不由居民间时打下的基础、扎的根，可知吾民吾邦灵感智慧之高、方法之毒，乃是首要条件，不可认系老爷“圣明”所致。社会人际之奸险毒辣，比之黑狱，尤有过之，不可不知耳。所谓“有斯民，乃有斯邦、斯政、斯爷”者是也。②坐牢受虐苦，有两派意见：一派说，犯罪之人已失自由，但尚有一点剩余的人权存在，狱吏不可凌虐至非人待遇，何况人道观念也不得不讲究一些，干什么凶如恶鬼对待被关坐牢之人呢？凡是文明、现代、民主、道德的国家，皆力改狱政，使罪人悔悟立志做个新人。不要那么凶狠残暴，表现野蛮、落后、极权、缺德嘛！但是另一派则说啦：他们犯罪坐牢之人，应该尝尝苦痛滋味，知所悔改，出狱后始知所警惕而不敢再随便犯罪，所以狱中待犯人，没有恶魔心肠和手段是不行的。这一派，大概就代表吾邦历代特务衙门狠整人身的狠毒主义。宋、明两朝的黑狱及酷刑花样，洋鬼子绝对没头脑发明得出来。
false	true	true	009.揭发黑幕以后.txt	161	敝叟一生，宁愿受尽种种凌辱折磨，也力避偶尔倒霉关进监牢。监牢中从不闹鬼，因鬼也怕见闻那许多惨象与悲号之声。李敖所举“土城”监牢盛况，有人认为必将使人联想到去年报载“北京秦城一号”。中国人啊！你们真太了不起，谁说21世纪不将是中国人的世纪呢？
false	true	true	009.揭发黑幕以后.txt	165	我很重视且欣赏看守所长朱光军大人的“断语”，他说写文章的人特别喜欢幻想，这话真是发人猛省。猛省什么？老爷每向受训学子强调曰：“你们要四肢发达，头脑简单。”不幸的是，知识分子恰恰相反，头脑发达，四肢较弱。写文章的人，多是耗心血、淌热汗，为增长国力而损耗自己的体力，付出智慧以求有助于社会人群的福祉，所以很多历史伟人（如孙逸仙博士）往往因写文章演讲甚多，寿未高就谢世了。我曾“幻想”过：将来有一天，文明的法律，将会明定知识分子，尤其是“写文章的人”可免入狱。他们已经够惨了，受折磨凌辱不计其数，就别抓别关他们坐牢了，这也是天公地道之理。朱大人不愧为明太祖朱元璋之后裔，想当年，太祖发明种种酷刑以整活人至死者，史书不能胜计；今天朱大人发此名言：“写文章的人特别喜欢幻想”，正好令人想到孙中山博士从少年到老年一直在不断的“幻想”，才“幻想”出一个民国来了，如果照朱皇帝的看法，依例皆应清除之。故毛泽东与历来中外魔君是同一想法、看法、作法：“专整知识分子。”（投奔自由的李根道证词）
false	true	true	009.揭发黑幕以后.txt	167	不过，敝叟却绝对不相信李敖的头脑有毛病，他没病没疯，怎么竟会凭空就“幻想”出来“土城二号”有那么多的“黑狱情景”？朱大人说李敖“幻想”，倒令人怀疑他朱大人可能是有点精神疾患，否则怎么一口咬定了“写文章的人都特别喜欢幻想”呢？他说这话的根据是什么？恐怕就是他“幻想”出来的吧。（《人间世》，1982年3月1日）
false	true	true	009.揭发黑幕以后.txt	175	遗憾的是却没有人就李敖所说的“黑牢”一事，提出来讨论，连法务部长也未有反应，各报也以凑热闹心情，没有人加以深究，其实这是此事最值得严肃检讨的问题。
false	true	true	009.揭发黑幕以后.txt	181	李敖在牢里受景美翁媳命案死刑犯张国杰之托，为他写了二万多字的呼冤书，想不到李敖一出来，张国杰也被奇迹式地判无罪。被判了八次死刑后再判无罪的张国杰，拜神谢佛之余，竟对《联合报》记者说，他在牢里虽然很辛苦，但无怨言，虽然有小地方该改进，但大致说来还不错等等，等于反身即给李敖一耳光，把李敖所讲的全推翻掉。张国杰曾拜托李敖帮他把命捡回来，却以此回报恩人，此种作风，正是李敖口诛笔伐之不暇的世态人心吧！
true	false	true	009.揭发黑幕以后.txt	203	看了以上各地的军法及司法的监狱及看守所，所花时间约有二周之久，可说已深入基层。我个人有几点感想：（一）无论新监、旧监的房舍，整齐清洁，花草树木参杂其间，景色宜人，可以陶冶人犯情操。（二）令人犯学习技艺，授予一技之长，出狱后可靠技术谋生。（三）人犯伙食良好，营养卫生兼顾，较大专学校学生伙食为优甚多。（四）各地监所秩序良好，人犯多数均能严守纪律。（五）行刑累进处遇及外役监制度，效果卓著，值得进一步推广。（六）少年辅育院及监狱与学校合作，对受感化教育青少年，给予正常教育，考试及格者，发给文凭，便利继续升学，实属仁慈德政，本席庆幸我国狱政较诸欧美国家，有过之而无不及，引以为慰。
false	true	true	009.揭发黑幕以后.txt	241	（十八）“每个房间都有自来水龙头，不能说不现代化，但龙头里不出水，这叫什么现代化呢？这只是摆样子的现代化，看守所自来水从不自来。”是否真实？要如何改善？
false	false	true	009.揭发黑幕以后.txt	245	以上诸点，都是引用李敖先生的原文，可以说包含了他指责的主要问题。这些问题是想象？是夸张？是误解？还是事实？到底真相如何？希望行政院能够明确答复。同时，也希望说明有无改革监所业务，使我国的狱政更臻完善的计划。
false	true	true	009.揭发黑幕以后.txt	259	就以昨日发生的新竹少年监狱人犯滋事来说，据了解内情的人士透露，新竹少年监狱今天之所以造成如此严重的后果，是因为该监所管理人员平时有“修理”人的习惯，动不动就出手打人，平日怨气积多了，一发而不可收拾。
false	true	true	010.论看看也好.txt	5	于右任八十几岁时候，要请三桌客，请的都是达官贵人，并且清一色都是男士，但他特别点名请了一位女士，就是当时大名鼎鼎的女明星焦鸿英。名单开出来，监察院秘书长对他说：“院长，请的都是政界人士，并且都是男士，中间请这么一位焦鸿英，恐怕不妥吧？”殊不知于右任掀髯大笑，说：“为什么不能请焦鸿英？我老了，但看看也好！”
true	true	true	010.论看看也好.txt	9	“看看也好”，是多么有趣味的境界！又是多么潇洒的境界、纯真的境界、婉而虐兮的境界！七十多岁的左舜生，有一次对我说他喜欢看美女，人虽老了，但“亦知美之为美”。此老为国民党跑了一辈子龙套，为我所批评，但他如此老而能“老不修”，倒颇令人觉得有趣。
true	true	true	010.论看看也好.txt	11	我在军法处做政治犯的时候，有一次同一个小偷住在一起，小偷长得奇黑，我用台湾话给他起外号叫“欧卡曾”（白话是“黑屁股”，文言是“黑臀”，古人真有人叫“黑臀”）。因我对他不错，他说很感谢我，他出狱后，一定找个脱衣舞女用摩托车载来，在我窗下大跳一次，在警卫赶到前，再用不熄火的摩托车载运逃走。他说：“龙头啊！不要太用功了！那时候该休息一下，看看脱衣舞，看看死脱瑞普，看看也好！”他一边说、一边扭动，学脱衣舞的模样，丑态可掬，使我笑得腰都弯了！
false	true	true	011.介绍《我爱李敖》.txt	5	最近美国、香港等地的刊物，流传一篇金延湘写的《我爱李敖》，首先说：
true	true	true	011.介绍《我爱李敖》.txt	9	接着指出事实好像又不如此单纯，李敖这六个月的牢狱之灾，乃“另有隐情”。李敖真正犯忌的，绝不是法律的或道德范畴里的问题，而是他的政治行为，因为政治的原因，他才遭到法律上的被整，他的所谓诈欺入狱，“事实上，据熟悉内情的人说，这不过是个〔国民党的〕幌子。”
false	true	true	011.介绍《我爱李敖》.txt	13	这篇《我爱李敖》最后说：
true	true	true	011.介绍《我爱李敖》.txt	15	李敖的“天下”是什么？从社会学的眼光看，李敖的“社会角色”，就是琼瑶式“少女眼泪梦”以外的这个世界的“意见领袖”。在美国，没有第二个拳手能像阿里那样，把大众传播媒介逗得团团转。在台湾，没有第二个文人像李敖那么深深摸透大众社会心理。李敖是台湾文化界的一颗“星”、一个“现象”、一个“奇观”。很难想象，这二十年的台湾文化圈，如果没有李敖，是个何等单调、寂寞的场面。当然，作为一个文人，造成这种“李敖现象”的，不是他的学问造诣、不是他的大胆见解，更不是他的人格风范，而毋宁是他的特立独行、奇峰突起的表演。正人君子们或以为这种表演术有失斯文，但是，让我们从另一个角度来看：在台湾，一个政治观大体由党团包办，价值观大体受商业摆布的急速全盘西化的社会，以“社会批评”作为专业的所谓“文人”，除了他的观察力、透视力，如何在这样一个冷漠的文化环境中尽量提高自己的功能？这是李敖出道以来首先得解决的问题。我们不能说李敖的路是唯一的路，但也不能否认，李敖的确走出了他自己的路。试问：李敖当年提出来的让保守派人士视若蛇蝎的那些观点，有哪一点不是在二十年的社会变迁中一一兑现的？
false	true	true	011.介绍《我爱李敖》.txt	21	这些话里头，有一点有点问题，就是说“造成这种‘李敖现象’的，不是他的学问造诣、不是他的大胆见解，更不是他的人格风范，而毋宁是他的特立独行、奇峰突起的表演”这段话，是倒果为因了。因为“特立独行、奇峰突起的表演”从何而来？来的不是别处，就正正是“学问造诣”“大胆见解”“人格风范”啊！没有这些做硬里子，所有的“表演”又何所依附呢？
false	true	true	011.介绍《我爱李敖》.txt	23	这篇文章又说：“李敖是台湾文化界的一颗‘星’、一个‘现象’、一个‘奇观’。很难想象，这二十年的台湾文化圈，如果没有李敖，是个何等单调、寂寞的场面。”我想，单调、寂寞不止于文化圈吧？想想看，这一段浮海偏安的小局面，在历史上将怎么写？我看历史上写起来，会像写一切浮海偏安的小局面一样，只不过是几行字而已。
false	true	true	011.介绍《我爱李敖》.txt	25	1964年5月，我写《介绍我的〈为中国思想趋向求答案〉》，我就说：
false	true	true	011.介绍《我爱李敖》.txt	27	十五年了，除了延续“中华民国”这一线香火以外，历史家会追问，我们还为后世留下些什么？我们不能回答说：我们为你们留下了《梁山伯与祝英台》、留下了武侠小说、留下了孔庙中的偶像、留下了一百三十六张麻将军。
false	false	true	011.介绍《我爱李敖》.txt	31	许多浅盘的人说李敖整天骂人，其实是冤枉我的，史通你看，今天我就不骂人——我只捧自己。哈哈哈。
true	true	true	012.寄林永丰论跟谁吃饭.txt	7	中央冷气系统中的牧羊人，在士农工商各行各业中，都牧了羊，成了“士羊”“农羊”“工羊”“商羊”。其中最不争气的就是“士羊”，就是知识分子这一阶层的羊。这一阶层，包括为人师表派、大众传播派、学者作家派、艺术工作者派和政治工作者派。不论哪一派，凡是如今有知名度的，有见报率的，有点头露点脸的，我敢说，除了李敖之流外，都是跟官方同一标准的，都是趋炎附势的，都是希旨承风的，都是扶同为恶的，都是曲学阿世的，都是众口一声的，都是与中央同一呼吸同一脉搏的。否则的话，他们休想混，休想占一席教席，休想做一名记者，休想做“座谈会专家”，休想做“文艺大会作家”，休想做达官贵人来捧场的画家，休想能做安全上垒的政治活动家。（此一地区的政治活动家，一开始，也多走正字标记的路线，所以多是先党员而后脱出而成党外，纯粹跟国民党毫不相干，而能安全上垒者，天下鲜矣！）
false	false	true	012.寄林永丰论跟谁吃饭.txt	13	不同他们吃饭并非不同你吃饭，也并非不同你认为我大可一见的党外人士吃饭，以后如有机会，我仍愿三人小组式的小吃一次或一百次，你说好不好？
false	true	true	013.为什么活一百岁？.txt	7	你记得我写的那篇《要清白，请长寿！》吗？（收在《李敖千秋评论丛书》第一期《千秋·冤狱·党》。）我说：“没有当时反击能力的人，他必须设法长寿，练得比他的‘敌人’活得更长久。”我认为“长寿”也是一种武器，想想马寅初，你就不能说不是了。
true	true	true	013.为什么活一百岁？.txt	9	马寅初5月10日死在大陆，活了101岁（1882-1982）。他是中国第一经济学家，因为说真话，批评了国民党的经济政策和贪污腐化，在1940年，被国民党逮捕，先关在贵州息烽，再转江西上饶集中营，后来罗斯福的特使威尔基来中国，因为跟他是同学，点名要见他，国民党不承认自己是“媚外”的，但却把马寅初放出来，见过威尔基后，改为软禁。1949年，马寅初看到他的敌人垮了，垮到台湾去，而他却做了浙江大学校长。1951年起，他又改任北京大学校长。又因为说真话，批评了共产党的经济政策和人口怪论（毛泽东主张“人多好办事”“绝不可以嫌人口多”），被共产党围剿，骂他是“中国的马尔萨斯”“资产阶级的代表人物”“反党反社会主义”，且由北京大学党委会书记陆平到马寅初的家，奉命动员学生贴大字报九千张，从教堂、校园一路贴起，直贴到燕南园六十三号门口，但是马寅初绝不屈服。他说他年近八十，可是每天洗冷水澡，他绝不怕别人浇凉水。他说虽然明知寡不敌众，可是也要单枪匹马，出来应战，直到战死为止，绝不向专以力压服不以理说服的那种批评者们投降！1960年，他被革去北京大学校长职务，又开始倒霉。直到十九年后，他被“彻底平反”“恢复名誉”，又做了北京大学名誉校长。这时他已经87了，他又看到他的敌人死的死了、垮的垮了。去年6月24日，他在病房里大吃长寿面，庆祝百岁诞辰，你说他多风光、多神气啊！
true	true	true	013.为什么活一百岁？.txt	11	今天早起，什么都先停下来，写这封信给你，表示一点对我们这些老政治犯的交谊。政治是天下最现实的，老政治犯在现实政治里，被国民党排挤，自在意中；被部分党外新贵或人士排挤，自也不必感到意外。台湾是一个小岛，小岛上的人有许多长处，也有许多短处。短处中“高速的忘恩负义”，可算一个特色。部分党外新贵或人士，对老政治犯的敬意，不但做得不够，在另一方面，反倒对国民党敬意不绝。康宁祥对当政者一再表现“最高敬意”（对孙运璿）和“更多的敬意”（对蒋经国），这种现实与势利，实在太不成体统了。党外如果给这种人带路下去，人人都要得软骨病了。这些日子，我实在看不过去，不得不站出来说几句、点破几句，希望树立一些党外的是非感，不知你和水泉、尹漠以为如何？祝
false	false	true	014.给周清玉的一封信.txt	7	你在信中说：
true	true	true	014.给周清玉的一封信.txt	19	第二，你们这次受官方迫害，不能成行。官方以离奇的手段，使康宁祥他们四人能去于先，使高育仁、纪政、沈君山他们三人能去于后，却单单把你们两位小女生留中不发，此中内幕，你们应该无保留的揭发出来。我始终怀疑，康宁祥擅自决定的名单，是事先与官方有所协商、默契或过目了的。这由他们临走前联袂拜访孙运璿等国民党大员可以看出端倪。7号你离我家后不久，黄玉娇和小魏、小文到我家，阿娇姐气呼呼的认为康宁祥等临走前拜访国民党大员的行为是失态的、失身份的，阿娇姐毕竟是纵横驰骋政海这么多年的高手，她的见解，自然是敏锐的、高明的。林世煜说康宁祥现在“面对着京华冠盖，努力学习‘朝仪’”，学“朝仪”学到这种失态、失身份的地步，可真太悲哀、太丢人了。你们两位小女生不能成行，显然符合康宁祥和官方对“美丽岛”的一致顾忌，显然是康宁祥和官方互相统一战线的结果，这一现象，你们实在该站出来点破它，不要使官方轻卸了他们所该承受的责任。你在“行政院的答询，也引起众多人的困惑和议论”上面，应该充分的加以抨击和说明。
true	true	true	014.给周清玉的一封信.txt	21	第三，你对沈君山的“肯定和感谢”，显然是太“与人为善”了，这当然是你做人过分善良有以致之。沈君山是国民党“四大公子”之一，是道地的国民党世家中的“文学侍从之臣”，是天字第一号的帮闲混子，是最喜欢出风头的学术交际花，是单线而又客串的国民党文化特务。别人不能旁听“美丽岛”大审，他可以入座；别人不能参与陈文成“验尸”，他可以审视；别人不能对政治犯探监，他可以拍照；别人不能同共产党比赛，他可以打桥牌；别人不能发违反“国策”的言论，他可以大放厥词；别人不能过问这个那个，他可以直接通天通“警总”通“中央党部”，样样都离不了他。清玉，请告诉我，这是一个什么身份的东西呢？这样明显的一个国民党的猫脚爪、知识界的伪君子，你居然还相信他的“诚意和热心”，还对他“敬重”，你未免太天真了吧？你说“沈君山教授曾多方努力，还是徒劳无功”，其实，你有没有想到：“沈君山教授”“多方努力”的目的，就是使你们去不成啊！使你们去不成，使他们自己去得成，这才符合官方和他一致的利益啊！唉，清玉，你居然还“肯定”他“感谢”他，你可真太天真了（虽然你在最后期待沈君山的一段话，有意在言外的讽示，可是好像不是一般人看得出来的。）
false	true	true	015.给梁肃戎先生的公开信.txt	11	据说当晚脸色非常难看，最后他终于开口，批评这条条文规定太宽。他说，林部长一再强调这两条条文引自日本《刑事诉讼法》，据他对日本《刑诉法》的了解，虽然他们警察有紧急逮捕、搜索的权力，但他们的检察官却配置在分局，警察把人紧急逮捕后，带回警察局就交给检察官接办，警察权力不致滥用。
false	false	true	015.给梁肃戎先生的公开信.txt	13	他并且表示，赵秘书长曾打电话给他，劝他当天不要说话，但他还是忍不住要说。
true	true	true	015.给梁肃戎先生的公开信.txt	19	第二、33年来，先生为建立侦查中选任辩护人而发言、为维护雷震的法律权利而发言、为维护彭明敏的法律权利而发言、为抨击司法行政部长郑彦棻玩法弄权而发言……种种声音，无一不使我这个同乡晚辈钦佩。十多年前，齐世英乡长的午餐席上，先生对我说：“我没有你李先生这种勇气，很多话我不敢讲。”我当时就表示先生也是很有勇气的人，只是不讲而已。以先生当时发表在齐世英乡长办的《时与潮》上《应贯彻保障人权的立法政策》一文为例，先生对1967年1月13日修正的《刑事诉讼法》，曾公开说：
false	false	true	015.给梁肃戎先生的公开信.txt	23	先生又说：
true	true	true	015.给梁肃戎先生的公开信.txt	27	可见十五年前，先生明明是尊重舆论与民意的。先生公开说，那时的《刑事诉讼法》，因为不准警察“径行拘提”，所以保障了人权，先生说：
true	true	true	015.给梁肃戎先生的公开信.txt	35	第三、先生加入国民党的时候，我们家乡已经沦陷在日本手里，先生任长春市党部书记长，追随石坚乡长，发展组织与学运，从事地下工作。1944年被捕后，先生和石坚乡长饱受刑求，先生夫人饱受日本宪兵凌辱，石坚夫人被日本宪兵用香烟烧奶头等等，先生对侵犯人身自由的肤尝身受，感情上自然认识最清；对侵犯人身自由的任何可能，感情上自然反应最烈；对侵犯人身自由的任何政党与政权，感情上自然憎恶最深。先生并没吃国民党奶水长大，先生加入国民党，是在敌人铁蹄之下加入的，当时前途有限，后患无穷，先生的入党，无宁是给国民党奶水，当时并没想到换个立法委员干，先生的用心，是一片纯洁的。但是，1945年家乡光复后，先生做了辽北省党部执行委员兼宣传处长，又兼四平市书记长，先生的纯洁显然就开始污染，这由1948年先生二十八岁就当选立法委员一事，可以证明。因为先生们的当选，并不是人民投票的，而是党部硬圈的，这些内幕，1948年从大陆来的，几乎无人不知。所以，先生们做立法委员的代表性，早就有了问题，根本就有了问题。按照《宪法》第65条，立法委员任期为三年，先生们即使做有问题的立法委员，也早在三十年前就已满期。但是，国民党却以大陆沦陷不能改选做借口，硬说先生们可以代表大陆同胞下去，先生也就代而表之不疑，揆诸大法，先生当然知道这是“内咎神明，外惭清议”的，先生的纯洁自然也就愈来愈成问题了！
true	false	true	015.给梁肃戎先生的公开信.txt	37	退一步说，先生代表陷在大陆的同胞，姑且成立，可是，请问先生：没陷在大陆的同胞，你们又怎么代表法？以东北同胞为例，像孟绝子（祥柯）、像李敖等等，他们不也是东北同胞吗？他们也长大了，有选举权和被选举权了，你们又凭什么从他们小时候，乃至没出生前，就代表他们，一代表就代表三十多年呢？
false	false	true	015.给梁肃戎先生的公开信.txt	39	再退一步说，要代表也可以，但总要做点代表的事啊！但请问你们：你们三十三年来，为东北同胞做了些什么？当孟绝子被治安人员非法逮捕的时候，先生们可曾说过一句话？当李敖被治安人员刑求逼供的时候，先生们可曾睁过一只眼睛？在台湾的东北同胞啊！
false	false	true	015.给梁肃戎先生的公开信.txt	41	如今，不说一句话也不睁一只眼睛的梁肃戎先生，竟然为治安人员说话，为治安人员睁眼，要合法通过侵犯人身自由的法律了！想到先生当年在异族狱中的饱受非刑，我真不明白先生为同种做的是什么？因此，在感情的对比上，我认为先生的内心应有一种呐喊，劝告先生不可以同流合污，做历史罪人。
true	false	true	015.给梁肃戎先生的公开信.txt	45	不幸，令人痛心的是，不论在理智的对比上、不论在言论的对比上、不论在感情的对比上，你梁肃戎先生显然已变得矛盾而丑陋，显然背弃了自己的理想、背弃了东北同胞的理想，也背弃了千千万万追求自由民主正义公道的中国同胞的理想，而甘心在污泥之中，同流合污，做历史的罪人了！当在立法院旁听的朋友们，描写那个东北籍的立委梁肃戎，如何在现场操纵通过这一恶法的时候；当国民党垄断的报纸电视，报导那个东北籍的立委梁肃戎，如何在现场游刃有余，大发议论的时候；当苏秋镇来到我家，述说那个东北籍的立委梁肃戎，如何在现场做尊重党意违反民意的现行犯的时候，肃戎先生，我真觉得先生已跟其他同乡立委（费希平除外），不但全无不同，甚至尤有过之了！因为他们只是作恶，先生却带头作恶；他们只是无知，先生却领导无知。先生使东北同胞丢人现眼，一至于此，我真为先生可惜，为东北同胞悲哀！
true	true	true	016.保证相互毁灭.txt	7	虽然我们的判决书中有你的大名，可是同你至今缘悭一面。不过有政治犯前科的人，一般说来，出狱后最该力行不来往，所以“相见争如不见”。这也正如你信中说的：“此刻在此地，欲拜访一个人，务必考虑许多问题。”一考虑之下，虽然“相濡以沫”，也要“相忘于江湖”了。当然不信邪的，自然想怎么还是就他妈的怎么，谁又管得了那么多呢？
true	true	true	016.保证相互毁灭.txt	9	你说：“您的‘千秋评论丛书’得以顺利发行至现在——十二期，实在令人惊异，是不是老K开始对您礼遇有加，抑或对您这‘文化流氓’——外界称呼——疲于对付？”我可以告诉你，其实《千秋评论》并没“得以顺利发行”，第一期《千秋·冤狱·党》被查禁；第十期《文星·围剿·卖》，其中《为老兵李师科喊话》一文，被撕掉才能继续发售；第十一期《放火·放水·逃》被查禁。这一期的查禁命令最详细，是由“台湾警备总司令陆军二级上将陈守山”发文的——
false	false	true	016.保证相互毁灭.txt	13	说明：
