risk	quoteSignal	attributionSignal	file	line	text
false	true	true	032.论婚变答汪中磊.txt	9	这次的所谓“婚变案”，“双方家长”都出面说了不少话，甚至说了太多的话，我看不论孰是孰非，“老一辈”出面总是不好的。因为这本是当事人和小两口自己的事，老一代们根本管不着。如今事情闹起来，双方老者皆慷慨陈辞，反倒令人不乏有双方家长介事其中的错觉，这一点，我站在老同学的立场，不客气的盼你尽力矫正。起码在你汪家那一方面，要尽量先避免才好。这是我们的时代，不是我们爷爷奶奶爸爸妈妈公公婆婆泰山泰水的时代，你说对不对？
false	true	true	033.中国电影，看剑！.txt	9	〔举例〕如你不见怪，我就举你的《剑》为例。你说“战国末年，时为周显王三十四年（公元前334年）”，这是《剑》本事一开始的两句话，其实都错了。周显王三十四年该是公元前335年，公元前334年该是周显王三十五年。战国时代通常的说法是公元前403到前222年，一共一百八十一年，公元前334年上距战国开始是六十九年，下距战国结束是一百一十二年，绝不能说是“战国末叶”，不但不是“末叶”，而且正是前期！
false	true	true	033.中国电影，看剑！.txt	13	〔举例〕再以《剑》为例。你既确定时间为公元前334年，却又说“他的祖父在越亡于楚时战死”，所以他“坚决不出”，而他当时正是“年轻英俊”的时候。今查史实，越被楚灭掉，正好是公元前334年，这年若做祖父的“战死”，而做孙子的却正是“年轻”的剑手，按诸常情，岂有可能？
false	true	true	033.中国电影，看剑！.txt	25	〔举例〕《剑》本事第一面言“游方的老道士”，与史实又不合，当时并无“道士”（若依周穆王传说，自当别论）。第二面言“仙长”“贫道”之类亦然，以后类推。
false	true	true	033.中国电影，看剑！.txt	29	〔举例〕《剑》本事第四面言“黑店”一节，似过分受了宋元小说的影响，古代旅行情形，可参看江绍源《中国古代旅行之研究》。
false	true	true	033.中国电影，看剑！.txt	37	〔举例〕《剑》本事第七面：“在那个时代里，情奔是男女结合的一种合理方式。”这种说法很武断，且于史实无据。
false	true	true	033.中国电影，看剑！.txt	39	以上随手所写一些“吹毛求疵”的意见，只是消极的单就《剑》本事选择其中一二而发，并没积极的提出全盘的对那一时代古装片的全套说明，因为若要全套的详细说明，据我估计，至少需要两万字以上的文字和图片，绝不是这封短信所能包括。如能有机会做一全套说明——内容包括时代背景、人文、风俗、典章、职官、服饰、器用、观念表现、言语范畴等等项目——则有关各节，当可囊括。电影剧本和导演时若依此全套说明为范围而推进，方不致闹一般古装片所闹的笑话。
false	false	true	033.中国电影，看剑！.txt	41	以上所谓全套说明，试举一例。
false	true	true	033.中国电影，看剑！.txt	45	《剑》本事第一面以及后言“春秋时代最著名的铸剑家欧冶子所铸”云云，就欠妥。理由是：
false	true	true	033.中国电影，看剑！.txt	47	欧冶子的时代太近了，且有楚王召风胡子而请欧冶子铸剑的说法，则欧冶子已是战国时人物。若以名剑论，最好能再往前推，在欧冶子铸剑以前，古代名剑已极多，如传说中的“轩辕剑”“画影剑”“夏禹剑”“照胆”“昆吾”等等，皆是例子。
false	true	true	033.中国电影，看剑！.txt	51	古代名剑故事也可作为辅助说明，参考书如《方言》的杂释部分，《释名》的释兵部分，《古今刀剑录》的全部，《绍兴古器评》《名剑记》《三才图绘》《武备志》，乃至《梦溪笔谈》《天工开物》等等，都是必要的。
false	true	true	033.中国电影，看剑！.txt	53	《剑》本事的基本旨趣，正如老兄所说
false	true	true	033.中国电影，看剑！.txt	59	这两段话，是《剑》本事的真精神，也是它的哲理意味的所在，当然也正是一般只尚武打的片子所不能企及的地方。老兄这种哲理味，在古代专书中，也可找到旁证，如《越绝书》中，记越王勾践与“相剑者名薛烛”的那段对话，薛烛在批评那有名的五剑——湛卢、纯钩、胜邪、鱼肠、巨阙——以后，最后说：“……此其小试于敌邦，未见其大用于天下也！”名剑要“大用于天下”，方算是得其所用。这种说法，岂不正可作为《剑》本事的辅助说明吗？我的意思，像这类史实，当设法掺入《剑》本事中，有所发挥，并且也正符合了时代意义（楚王赞美“夫剑铁耳，固能有精神若此乎？”的话，正是道出“剑道”精神的话，可一并运用）。
false	true	true	033.中国电影，看剑！.txt	61	庄子说：“夫有干（一作千）越之剑者，柙而藏之，不敢用也！”老兄这部《剑》本事，正反复说明了真正的“剑道”，就在它“柙而藏之，不敢用”。我建议老兄以此“剑道”，加之以梁启超所写的《中国之武士道》，融合为一新的武侠艺术，我相信老兄必有此能力和气魄。
false	true	true	033.中国电影，看剑！.txt	69	〔附记〕因赶着交卷给老兄，匆匆不尽所言，情节处讨论，如“老道士”拟改为当时“纵横家”鬼谷先生一派，加之以“阴阳家”驺子一派，最为恰当。鬼谷先生为苏秦老师，苏秦倡合纵说正好在公元前334年，正是《剑》本事开始之年。苏秦同窗有张仪等，当然更可有别人，如能假设一苏秦同窗为“老道人”云游四海，畅论剑道兼为《越绝书》中所说之“相剑者”，当更恰当。
false	false	true	033.中国电影，看剑！.txt	71	此类意见，匆匆不及一一奉陈，只好以后再说。跟戴良兄约好，再过四十分钟就要交卷，不写了。
false	true	true	034.旧信一集.txt	15	22号回信给《联合报》的校对曹先生（他寄来20号的《联合报》分类广告，内有某外国人征求李敖全部著作的广告），我谈到阿登纳，我说：
true	true	true	034.旧信一集.txt	51	我被“软禁”眼看就快一年了。上月我家发现被偷装的侦听器，我不动声色，把它转到联合国人权委员会。警总“抓”我去，逼我缴出销案，我说这个是要不回来了，等我找到第二个，一定给你们，弄得他们也没办法。当天我在“口供”中已明白表示我已无所顾惜，“政府”如想不把人丢到海外，就不要逼我。
true	true	true	034.旧信一集.txt	53	这次中国大陆问题研讨会，美国代表们由哥伦比亚大学的奥克森伯格（Michael Oksenberg）出面，请我吃饭，正是我被抓问后的第二天。当天晚上蒋经国请他们吃饭，奥克森伯格们曾以我的处境问蒋是否于人权构成迫害，蒋不否认，但说“Repressive”而已，他的英文可真不错！
false	true	true	034.旧信一集.txt	63	昨晚在烛光下，听你四次说到你很快乐，我却不觉得，我觉得你是一个虚度青春的老是想考一百分的问题儿童。你不停止这种“灯之歌”式的人生观，你的下场，一定很悲惨，悲惨得怎么把痣点掉都没用！不过不论怎么悲惨，你将永远冷艳动人，正如你昨晚一样。
false	false	true	034.旧信一集.txt	75	据失主陈金宝（二十八岁，住凤山市维新路二段十巷）昨天说明这件事的始末，他说，两个多月前他带着五万元现款，与林姓未婚妻相偕到高雄大统百货公司，准备买几件夏天的流行服装给未婚妻穿。
false	false	true	034.旧信一集.txt	93	可见我有先见之明：我说先约好，你说打电话再约，结果一阵风雨，心有灵犀，却无一线可通了，报上说台北电话坏了一万多台，其中万分之一是你家的，你说老天爷多气人！
false	true	true	034.旧信一集.txt	95	17号晚上同你说：“我的做人比我的讲话好，我的讲话比我的文章好。”我正好有一篇小文章写这一现象，特别送给你看。
false	false	true	034.旧信一集.txt	97	17号晚上回来后，一直飘飘欲仙，直到现在，还在云里。你真是可爱的、美丽的、迷人的。我真跟你相见恨晚。但是相见若早又怎么相见？那时候，你还没出生，而我那时候，却还年轻得好像男模特儿、好像男歌星、好像小表哥，那时候的我，实在不如现在呵！
false	false	true	034.旧信一集.txt	101	〔附记〕12点20再打电话，居然通了，但说你出去了。
false	true	true	035.资料贩子的两封信.txt	13	其实我最恨可怜巴巴，试看我今天外场如此之好，就充分表示我不愿露出巴巴的样儿，汽车、冷气、电话等等，都是李翰祥式的外场——我们东北人“海派”起来，比阿拉上海人还“海派”，你说是吗？
false	true	true	035.资料贩子的两封信.txt	15	我的外场，有一个好处，就是吓退了想收买我的那群混蛋，也气坏了那些想饿死我的王八蛋。“老子不吃你们的饭”，这是何等气派！为了维持这种气派，我虽然整天为衣食奔走，可是内心却还愉快，我比你上次看我多了六七公斤，你说我多养生有道！
false	true	true	035.资料贩子的两封信.txt	35	信转给洪先生，他回信给我（你姨夫是信差）说，那篇文在台湾倒也不是“海内孤本”，因前曾有人告诉他，在党史会有，如要，可代抄录或影印，但他以为此文已成明日黄花，一时不需，所以没托那友人。他说：“李君不肯被收买，强倔可佩，让他敲点小竹杠也是可以，但是他既漫天要价，我也只好就地还钱，量力受敲，送他九百元。”又谈到“私仇”，他说：“未免教人莫名其妙，我那广告原是捧他，反被曲解，有意耶？无意乎？”……等语。我想老头子并非富有之人，不贪，不污，苦苦笔耕也是他主要收入，这样的人，应当对折计才合理。不知你以为如何？影印好了（如果你肯的话），或寄洪公自己、或寄我两可。
false	true	true	035.资料贩子的两封信.txt	37	我这中间“跑合儿的”，也应当按照一般情形有佣金才对，这样好了，请给我找林徽音的照片、资料为交换条件，好不好？还有，我从没让你免费供应过，上次郁某照片，不是以《外套》交换的吗？你在台湾上哪儿找那本海内孤本《外套》？小女儿周记事，我技巧的问过她，她说从没写过，她说：“我写他干嘛？”她不会撒谎的。去年她的老师在课堂上谈你，她回来倒是得意说：“老师谈李敖，别人都不知道，只有我知道。”两事合并说明如上。
false	false	true	035.资料贩子的两封信.txt	39	听说你装了电话，请便中示知，再谈。祝安好。
false	true	true	035.资料贩子的两封信.txt	49	洪先生旧作，他说我“漫天要价”，实不公平。该文计十八面，每面一千二百多字，共两万两千字。我卖一千八百元，只是按每千字八十多元的价钱“物归原主”，洪先生以八十多元一千字给自己稿费，难道多乎哉？洪公大作，岂廉价品哉？洪先生文素畅销（且有加印之《小疯狗》类浮签助销），收回重售或重印，必可值回票价，奈何想不通如此哉？且我之出售品，非抄本可比，我可剪下此十八页原印本出售，如洪先生不愿大作自该书中分割，则我可将该册《教育杂志》全本一并出售，内包括洪文，共售两千元。以上定价，一千八或两千两种，任洪先生选择一种，不该再还价。对舞女、妓女都不能还价，何况对文人？洪先生达人，必可恍然了解而欣然出资也！此意仍烦吾贤阿姨续做中人，一手收钱，一手收货如何？
false	false	true	035.资料贩子的两封信.txt	53	府上小姐周记之说，乃是她的老师告诉黄雪邨的小儿子的大舅子的，我亦有所本，非敢乱说者也！
false	false	true	037.软禁中的通信.txt	11	寄来的一包书收到，其他书我把目录送了出去。因数字太大不是一家书店可吃下的，看他们研究后再说，我的开价是最少四折全部出清。
true	true	true	037.软禁中的通信.txt	13	再者就是你的前四书《大学日记》，台中书店里存书昨日被台中市政府新闻室查扣了。因此我这两天在生闷气，最后我想还是和你研究一下好。本来不想告诉你此事，但不告诉你家中的存书就无法出手了。这四书前原未禁，今天台中市忽然把书扣了。他们开有清单，书店已交给我。是台中市新闻室的人故意与我为难，还是警总会有新的禁令给他们？如警总没有新禁令，而此四书本未列入禁书，他们利用职权无故使人民财物受到损失，我们可否诉之于法，循法律途径解决？如你方便，可否托人向警总探询一下《大学日记》等四书有否查禁？本来想忍了这口气，因他们拿去书并不多。只是如果此事不弄明白，屋中的存书就无法脱手，因无人敢再要了！如何处之，希示知。如依法解决，详情我们当见面谈。希勿为此事烦恼，生于乱世，就得忍一些王八龟孙子的鸟气。另将前些时在台南书未成交有感作的一首打油诗寄你一笑。
false	false	true	037.软禁中的通信.txt	31	〔后记〕1970年6月中旬古都书展，敖之托卖四书版权，先已谈妥，并拟订约，后买方为官吏一句话，怕惹麻烦，而竟未成交。夜宿逆旅，天雨无眠，想文人生乱世处境若此，不胜怅触千万，爰以诗记之。
false	false	true	037.软禁中的通信.txt	57	信悉。你所顾虑的，我都想到了，所以收据才未寄你。书店账我收回查扣单时，款已还他们了，这点小事请勿挂心。书被查老太太已知。本不想告诉她，那天我在客厅中坐着闷闷不乐，时有常至我处的一位友人来问我为何不乐，我言为你书事，老太似乎听到了，后她问起我想不好瞒她，就告诉她了。如她近日去台北，你不要把此事在老太面前说得太夸张，全当小事或没这回事。我先告诉她拿走几本书，没有什么，她亦未深问。
false	true	true	037.软禁中的通信.txt	59	老太北上时，你可私自问下老太，我们住在一块有什么不便处否？然后告我，以便改正。或有什么不便老太不好明对我说。我月之中旬可能会去台北。市府“新闻室”查书者“邓钜辉”，四川人。扣单为“警总”徐建民所签名。还有保安队一陈姓者三人联合查扣。祝
false	false	true	037.软禁中的通信.txt	75	薛丫头有来信，说事情未给你办妥，她不敢见你，电话也不敢给你。要我去台北处理此事，她退两百元给你。另将前台中市府查书单寄回，俾去领回所查之书。因警总有公事下来，四书准予出售。
false	true	true	037.软禁中的通信.txt	85	来信说：“另将前台中市府查书单寄回，俾去领回所查之书。因警总有公事下来，四书准予出售”等情，这大概是警总保安处向“政战部”打招呼的结果。保安处知道这一件非法查扣的事，看我的人问我如何处理，我说我有我的处理方法。现在我照我的处理方法做了，他们又“知过能改”（也许是不愿再刺激我，以免看管上不便），可惜已经太迟了！
false	false	true	037.软禁中的通信.txt	87	你可托书商径写收据向台中市新闻室、警总、警局三单位查扣书小组领回被非法搜去的书，他们如果一定要原查扣单，就坦白告诉他们上述实情，并说李敖表示爱退不退，如果不退、如果想一误再误，那就随他们便。横行的权属他们，记录并散布他们横行的权属于我，他们如果不想过好日子，那就走着瞧吧！
false	true	true	037.软禁中的通信.txt	95	二、由于“知过能改”事件，不知上次欲买版权者尚有何话好说？这回总没有“调戏”人的理由了吧？
false	true	true	037.软禁中的通信.txt	125	你说“晓波锐气大挫”，并判定和女人有关，不无道理。目前台湾的青年人，大都从不定形的软弱转到定形的软弱，即从软弱的少年转到软弱的青年，再从软弱的青年转到软弱的中年。英气照人而斗志不衰者简直看不到，这也是死沉沉的环境与教育使然，不可苛责哪一个人。可叹的是，过去还有仲永可伤，如今连可伤之仲永恐怕都没了！
true	true	true	037.软禁中的通信.txt	129	1966年11月，我出版《李敖告别文坛十书》，在装订厂被治安人员抢去六种：《乌鸦又叫了》《两性问题及其他》《李敖写的信》《也有情书》《孙悟空和我》《不要叫吧》，并即时查禁；其他四种：《传统下的再白》《妈离不了你》《大学后期日记甲集》《大学后期日记乙集》，在切去封底后，同意不查禁。但是事实上，治安人员却照样捣蛋不误。上面七封信，主要就是谈这回事的。当时警总保安处“看我的人”在“跟监”之余，得知台中方面非法查扣我的书的事，他们有所反映，官方乃一度在台中方面将扣留的书发回，以示表态。同时透过传记文学社的刘绍唐来看我，说只消我找个东北籍的民意代表担保我肯“和解”，官方就愿把软禁取消。我说我跟国民党无和可解，他们要看住我，就看吧！刘绍唐说你这样做他们下不了台，我说那是他们的事，谁让他们跑来看住我呢？后来他们又爱面子又不要脸，终于动手抓人，我就慷慨入狱了。
false	true	true	038.讽韦政通.txt	25	2月初弟曾去看您，因未事先约好，故未进去。“文星丛刊”的本年写作计划业已期满，萧先生说原则上可以继续，但需和兄商量后，始再决定是否同意我的新写作计划（此计划已由文星社转奉）。此计划即去年9月最初给兄的一份，并经兄同意者。这个月只有二十八天，希望在这时间以前，能给弟一个回音，以便早日着手准备。
false	false	true	038.讽韦政通.txt	35	24日的来信，今天上午收到。吾兄岛气之说，我深有同感。兄能在这两年中得一进境，也是人生的一大收获，值得钦佩。十八九年来的磨练，我已能处任何环境而不动心。我可以永不停顿地工作，没有朋友，也毫无寂寞之感。殷先生对我这点精神，常感不解，其实毫无奥秘可言，还不是锻炼出来的。我虽注定要搞一辈子的思想，但从不认为这是最重要的工作，处此环境，只能做这点事罢了。在历史上，搞思想工作，很少不造孽的，不禁时时以此为戒。做学问如玩高尔夫球，要玩就要玩得精，所以近两年，我还在准备文字工具，真正的学问，还没有开始。我在这方面的野心是比较大的。
false	true	true	038.讽韦政通.txt	37	“收买”之说，老兄还耿耿于怀吗？我应当向你道歉，因我确曾一度听信流言。彼此也的确相知不深，我和你认识之时，正当你“红运当头”，见面只能“谈话”，而无从“谈心”。
false	false	true	039.致黄三、继梅.txt	5	今晚雷伯母来，说上月24号，狱吏诱雷震外出，回来一看，十年来所写的稿子全部不见了。气得雷震为之绝食，后经好歹相劝，恢复进餐，唯雷宣布不还他稿子，他就不出狱（9月4号出狱），并且什么出狱手续如宣誓、打指模等等，他一概不来。雷伯母很焦急，我劝她老半天，说出狱当无问题——狱吏从里推，我们从外拉，不怕他不出来。十年了，雷先生七十四岁了，我们不该再看他在牢里受罪，他应该出来了。
false	false	true	039.致黄三、继梅.txt	23	Amnesty International的Secretary General英国人Martin Ennals来看我一次，魏廷朝、谢聪敏在座，附近治安人员云集，约有十一人之多（Martin Ennals——四人一车、我——三人一车、魏——二人及摩托车、谢——二人及摩托车），楼下足可开个警察局或特工局了。
false	true	true	039.致黄三、继梅.txt	27	Martin Ennals说他走遍世界，从来没看到像台湾特工这样明目张胆、并且技巧拙劣地跟人的（包括最野蛮的非洲在内）。Martin Ermals旁听“于长城案”，他从不离手的手提袋也带了进去，官方要他不能带进法庭，他不肯，官方也就算了——他毕竟是洋大亨呵，应付这些场面，他倒是专家。
false	true	true	040.致李善培.txt	5	今天看到昨天美联社的电讯，美国犹太人协会主席莱利维尔德（Rabbi Arthur J. Lelyveld of Cleveland, Ohio, president of American Jewish Congress）强调犹太人有权离开俄境，他说：“现在停止抗议是严重的错误。只要住在苏俄的犹太人仍像俘虏，只要他们离开苏俄的权利仍被否认，只要他们仍不能像一般犹太人一样的生活，我们都必须不停的抗议。” （It would be a grave error to helt our protests now. We must continue so long as the Jews of the Soviet Union remain a captive people，so long as they are denied the right to leave and the right to live as Jews.）这一电讯，带给我一点感慨。
false	true	true	040.致李善培.txt	7	自从彭明敏偷渡，“祸延”我被看管以来，再过二十多天，就是一年了。看管是由警备总司令部出面，专车一辆，每组四人，二十四小时全天候侦视并跟踪。外加在我家书架顶上偷装侦听器、夜晚上阳台，以及跟踪我的朋友等花样。我忍不住想，像我这种半囚居的状态，实则是包括“无权”离境的，可是这一现象，可有中国产的“犹太人”仗义说几句话？
false	false	true	040.致李善培.txt	11	朋友太老了，交情太久了，有时倒也没话说，以后心血来潮时或你缴钱后再写吧！
false	true	true	041.致梁容若.txt	15	前说《古今图书集成》事，每套拟售二万九千元。又有《中华古籍丛刊》每套拟售四千八百元。先生如有机会，便中乞惠为留意。此请
false	true	true	041.致梁容若.txt	23	徐高阮见了胡适，胡先啐他一口说：“青年把我看做神，你为什么把我涂抹成魔鬼！”徐说：“我只想牺牲个把孩子，迎合权威，换个一官半职，想不到没人理踩，罪过罪过，现在特别提早谒见先生，请宽恕我年幼无知！”胡再啐他一口说：“五十多岁还算年幼，脸厚心黑，无可救药，滚到十八层地狱去吧！”
false	true	true	042.回CY的信.txt	5	先别怪我在足足接到你的信后一个月，才写这封回信。我一定有一大堆的自解的理由，可是不能说，打句禅语，这叫做——“一说就俗”!
false	true	true	042.回CY的信.txt	9	何况，你称呼“李敖同学”，还大有女学生对付追她的油头粉面的男学生的嫌疑，以“同学”相称，这是“假如我是女人”后的惯技，老手李敖一看便知。这也是我常常说的：“中国女孩子不脱小家子气！”为什么人称呼人，不能指名而叫？为什么一定要附加限制身份的许多不必要或不恰当的名词？你呀，CY，你也未能免俗！
false	true	true	042.回CY的信.txt	11	你在信中暗示我不了解“女性心理学”，说我对女人有“偏见”，并且挖苦式的括号——“（偏见大抵因创痕而起）”，这真是你的浅学！不客气的告诉你罢，我对女人，比女人还了解女人。我每天天快亮才睡，通宵的时间独自思考，敢说思考任何问题的时间比任何人都要多得多。何况我正如你所说，有“超人的才华”，所以对我所关心的任何问题，都会思考出最接近准确的答案。女人的问题我当然最拿手，不但思考方面拿手，并且还有实体感——知道李敖的人都知道他对女人不是“唯灵主义者”，所以“天快亮才睡”的李敖，有时候不是一个人上床！
false	true	true	042.回CY的信.txt	13	谁敢说我不了解女人？问问那“了解”我的女人看！问问她们，我的身上，有多少创痕？
false	true	true	042.回CY的信.txt	15	你对琼瑶的批评，完全正确，可是你不提我那篇《没有窗，哪有<窗外>？》的大手笔文章，未免是一项疏忽，并且有数典忘李敖之嫌。你说“她将害了许多青年朋友”这句话，等于是我整篇《没有窗，哪有<窗外>？》的结论。可是，这个结论，决不是琼瑶的本意，这完全是她料想以外的恶果，她至少到目前为止，还没明白（至少还没公开证明她明白）。你可能没见过琼瑶，不认识琼瑶，她实在是一个好女孩。见过她的人，除非像我李敖这样狠心肠，绝对舍不得去骂她，这就如同你不会去骂一个不明白为什么闯下大祸和不明白闯下什么样的大祸的小孩一样。琼瑶真可怜，并且照目前被瞎捧的趋势看，她还要可怜下去，“苍白”下去。并且，琼瑶的例子，又会使“文坛养母”们食指大动，群认“女作家”还是可以大捧特捧的。捧“女作家”，不但“高雅”“有灵性”，并且照样“摇钱”，此中山北路何秀子所万万不及者也！
false	true	true	042.回CY的信.txt	17	从历史角度看，这也是一项莫可奈何的分野，一种“灵”“肉”的大分野。在古代，可供人“灵”“肉”双重满足的旧艺综合体是窑姐儿。古代的娼妓，大多能饮酒赋诗小红低唱，在诗酒之余，才轮到事后“质问”：“此时还恨薄情无？”降至今天，则当然世风日下，人心不古，人身亦不古，并且身心不再合一。女人身上“灵”的一部份，已经上升到“女作家”的钢笔尖上和女皇冠上，至于“肉”的一部分呢？则当然下落到宝斗里的“卡紧卡紧”派，并已无可更下。我总觉得哲学家们谈什么“心物二元论”或什么“心物合一”，应该就此分野来知所警悟，否则的话，他们一辈子也不会明白“心理”和“物理”，一辈子也搞不清形而上下之学！
false	true	true	042.回CY的信.txt	21	所以我说，今日中国女人的共同命运，是悲剧的，是外表聪明实际愚笨的。社会的剧变，意识的保守，使她们永远无法跟真正的男人搭上线：——真正的男人，早已“创痕”地跑到碧潭钓鱼去了，她们碰到的，最后接受的，只是等在女生宿舍门口的有耐心的男奴而已。按说这也很“好”，很“公平”，因为那些男奴，也都是不“灵”不“肉”的家伙，当然从某些角度看，他们还“灵”得多（比如说，从“三轮车夫”的角度），但在“肉”的方面，他们一定就立刻失之东隅（又比如说，从“三轮车夫”的角度）。所以这些男士们，一定在一方面不如“三轮车夫”——就如同女士们一定在一方面不如何秀子的姑娘一样！
false	true	true	042.回CY的信.txt	23	（写到这里，是差十分四月十八号清早六点了，可是对我来说，我宁愿说是四月十七号深深深深夜五时五十分！够啦！一大堆《传统下的独白》独白完啦！不写啦！）
false	false	true	042.回CY的信.txt	45	我宁肯承认自己的孤陋寡闻，也绝不愿意随便没经过过目，没经过大脑思索，就顺笔的、违心的、有所目的的评人好坏、善恶，因此，我要说第一次正正式式听人长篇谈起你，那是去年二月的事（那时我正在台北），以后我常常听朋友谈及你，于是我发觉欣赏你的朋友多半是大学生而男学生尤其多。
false	true	true	042.回CY的信.txt	51	看了《由一丝不挂说起》，我支持那位留学生的意见，他的信写得很沉痛（语气多少有点儿身居国外的激动），但也很能鼓舞一些人，是不？不过，我仍旧愿意对“那么多老腐败的道学尸影”持保留的态度，我相信这是存在的事实，尤其我们接触的范围不若你广，我们当然应该相信你亲自体验的老腐败的道学尸影，尊重你因之所惹起的痛苦，所以我并不反对你写这些字眼这些内容，但是，是否可以对“现代化”的某一部份不再过份鼓吹？是不是可以使“现代化”的内容是真正的“现代化”？诚如那位“特号老顽固”的“我们需要向人学习，向人吸取的那些使他们强大，使他们富裕的东西，而不是由他们的强盛、富裕的结果所造成的使他们趋向颓废的生活方式”。别忘了别人不是你，人们不会对你文章的真义了解得如你自己那般深刻，更不会人人付出恁多细心去咀嚼它们，而你一定比我更知道，你的文章是很影响一些人的，这就如琼瑶小姐老写那些恋爱八股，一味的缠绵哀怨，虚无飘渺，丝毫不能在思想上领导这一代青年，启示这一代青年们的迷惘和苦涩，却反而使得他们对爱情更充满了不实在的罗曼蒂克，增加了他们心灵上情感上的担子和一份和事实有距离的恋爱苦恼。我并不反对她保有自己对爱情寄以幻想和渴望的王国，但是她应该明了目前的她对青年朋友们在爱情观念和企盼上的影响之大，她将害了许多青年朋友的。
false	true	true	042.回CY的信.txt	55	《假如我是女人》幸好我知道你是先生而非小姐，因此难免未透彻了解“女性心理学”而对她们有了误解和偏见（偏见大抵因创痕而起），我奇怪那些女读者竟没有想及这一点，而对您来个“姑且原谅他非小姐，即使过激的言论，刻薄的描述也不过是事实以外你的偏——见罢了”！何至于生气？又何至于口出恶言；即使她们的感情曾经受过比起您笔下创造的“假如的女人”的“养鱼政策”更糟的男孩子的当，你说对不对？
false	true	true	042.回CY的信.txt	57	我今生怕没福气“变男变女”一番，但想了解男孩的心理未减，您说该怎办？最好莫过于请您大笔一挥写篇“假如我是男人什么的”那一类的文章，如何？反正五二、八、十六已过去，你仍返你“先生之身”对否？我愿睁目以待。
false	true	true	043.回LHH和CP的信.txt	5	你们四月二十三号给我的信收到，谢谢。你们说：“……大概是你太会骂人了，当然有些人是该骂，琼瑶真骂得好。”可见你们不是中学的小毛丫头里的“琼瑶派”，可喜可贺，——你们少了个自杀的机会。你们说现在正念初二，中学还有四年。未来四年中，自然可省下不少眼泪。我总担心琼瑶会使每一个女中泛滥成灾，为了安全起见，我看你们二位还是趁早准备好一条“诺亚的方舟”（Noah’s ark），以备有朝一日，逃生泪海。来信问我最近有无新书出版，我的答覆是：“在有债可借之日，不拟出版新书。不过债缘已越来越少，所以出新书的机会也就越来越多，你们准备好钱，等看预约罢！”至于你们要签名照，我现在没有，我的原则是，谁要要我的照片，请他自己带照相机来照就是。我有一个小朋友，是成舍我独裁下的世界新闻专科学校的开除生，曾给我照了不少照片，可是他竟连底版都管制，一张都不洗给我，我也无法。好在自己就是这么一付德行，再被镁光闪几下，也不会漂亮到哪儿去，所以“立此不存照”，亦一佳事也！中华民国五十五年五月十五日深夜五时，十七年前也念初二的李敖写。
false	true	true	044.回WJJ的信.txt	7	你说你的同学们说我“疯疯癫癫的”，如果她们真的这么说，她们都该被打屁股，——因为，她们不知道什么是“天才”，什么是“疯癫”。有这种看法的人，她们当然既非“天才”，也非“疯癫”，而是道道地地的白痴。这年头儿，白痴不该被打屁股，谁该被打屁股？
false	true	true	044.回WJJ的信.txt	9	关于我的情史，你不要听那些长舌男女乱说。他们之中，可分两派，一派说我是“情圣”，一派说我是“情棍”，其实我非圣非棍，而是一个在爱情上极洒脱的寻乐主义者。我不否认“年轻时候”有过“为情所困”的烦恼经验（如你信中所提到的“罗小姐”之类），可是我年纪越大，越觉得因爱情而痛苦的没有意义。正因为我有过这种没有意义的经验，所以我才写文章“布道”，劝那些“高三”上下的小毛头们，尽早放弃他妈的“痛苦呀！月亮呀！”放弃琼瑶的穷摇，而去努力追求唯一的快乐。我要他们知道：在爱情上，除了快乐以外，实在没有别的，也不该有别的。痛苦是心胸狭小的表示，是一个被自虐狂者夸张了的经验，有人以痛苦自豪，甚至用来表示纯真与神圣，真是不通之至，每见到这种先拿针扎自己然后又喊疼的蠢东西，我就忍不住笑他：“真狗屁呀！真狗屁！”
false	false	true	044.回WJJ的信.txt	19	我是个普通的中学生，在高中（台东）求学，尤其像我们女中，很少人会喜欢讽刺言情的作品，我不知道你是否会相信，在全高三，只有我和另一同学喜欢你的作品。同学们说你疯疯癫癫的（恕我直言），而我及另一同学常为你及你的作品而和同学们大吵一场，你猜结果是谁赢呢？
false	false	true	044.回WJJ的信.txt	21	前次台湾日报中登的陈景平先生伟大而轰轰烈烈的恋爱故事，据说你和他的差不多？
false	false	true	044.回WJJ的信.txt	25	我写这封信前，曾和同学们打赌，同学们说你一定不会回信，我说会，我想你该会回信吧！不会让我在同学们面前下不了台吧？
false	true	true	044.回WJJ的信.txt	39	你说：“你觉得因爱情而痛苦是没有意义”，当初你和罗小姐恋爱时，有没有如此感觉？如果这样，你当初又何必每天一封情书报到呢！你信上说的“真狗屁呀！真狗屁”，你那时失恋时非常痛苦，那不是你自己的反照吗？
false	false	true	044.回WJJ的信.txt	41	再过二十几天，我们毕业后如果头发烫了，穿起一切社会服装打扮时，那时你看见时，你会说我们是高三小毛头吗？
false	true	true	045.读《窗外》的一条笔记.txt	9	《唐诗宋词选》（页四三）
false	true	true	045.读《窗外》的一条笔记.txt	15	《唐诗三百首》（页七四、七五）
false	true	true	045.读《窗外》的一条笔记.txt	25	《白香词谱》（页二五二）
