id	source_file	line	quote_text	category	source_or_origin	reasons	context
LAFCR-162	024.台大人的耻辱.txt	9-9	先天不足	成语	题辞	political-context;short-common-phrase;low-source-specificity	因此，台湾的民俗，是先天不足，先天就民德归薄、俗不可耐。所以，今天的我们，关心台湾、爱护台湾，一定要爱之以道、导之以正谊。身为台湾第一流大学的大学生，应该以先知先导为职志，提升草民的水准——各方面的水准，当然包括艺术、审美、戏剧等等，使台湾走向现代化、使台湾高级一点，不要老是陶醉在什么本土性与草根性上，这才是高等知识分子该做的事。但是，从曹韵怡的报导里，我们却看到台大学生不务正业、不做正经事，却提供“场地大”的台大校门口、提供机会与金钱，做推广迷信与下等表演的活动。这是高等学府的耻辱、也是台大人的耻辱。这些大学生头脑不清，太混蛋了，和他们的校长孙震一样混蛋。我们必须写文挞伐、留此存证，教人知道这些混蛋在胡闹些什么、教人知道我们以他们为耻。——大学生不做建立新文化的事，却抱残守缺、提倡迷信，太不成体统了！全世界都没有这种开倒车的大学生，他们太混蛋了！
LAFCR-163	024.台大人的耻辱.txt	9-9	俗不可耐	成语	题辞	political-context;short-common-phrase;low-source-specificity	因此，台湾的民俗，是先天不足，先天就民德归薄、俗不可耐。所以，今天的我们，关心台湾、爱护台湾，一定要爱之以道、导之以正谊。身为台湾第一流大学的大学生，应该以先知先导为职志，提升草民的水准——各方面的水准，当然包括艺术、审美、戏剧等等，使台湾走向现代化、使台湾高级一点，不要老是陶醉在什么本土性与草根性上，这才是高等知识分子该做的事。但是，从曹韵怡的报导里，我们却看到台大学生不务正业、不做正经事，却提供“场地大”的台大校门口、提供机会与金钱，做推广迷信与下等表演的活动。这是高等学府的耻辱、也是台大人的耻辱。这些大学生头脑不清，太混蛋了，和他们的校长孙震一样混蛋。我们必须写文挞伐、留此存证，教人知道这些混蛋在胡闹些什么、教人知道我们以他们为耻。——大学生不做建立新文化的事，却抱残守缺、提倡迷信，太不成体统了！全世界都没有这种开倒车的大学生，他们太混蛋了！
LAFCR-164	024.台大人的耻辱.txt	9-9	爱之以道、导之以正谊	格言	题辞	political-context	因此，台湾的民俗，是先天不足，先天就民德归薄、俗不可耐。所以，今天的我们，关心台湾、爱护台湾，一定要爱之以道、导之以正谊。身为台湾第一流大学的大学生，应该以先知先导为职志，提升草民的水准——各方面的水准，当然包括艺术、审美、戏剧等等，使台湾走向现代化、使台湾高级一点，不要老是陶醉在什么本土性与草根性上，这才是高等知识分子该做的事。但是，从曹韵怡的报导里，我们却看到台大学生不务正业、不做正经事，却提供“场地大”的台大校门口、提供机会与金钱，做推广迷信与下等表演的活动。这是高等学府的耻辱、也是台大人的耻辱。这些大学生头脑不清，太混蛋了，和他们的校长孙震一样混蛋。我们必须写文挞伐、留此存证，教人知道这些混蛋在胡闹些什么、教人知道我们以他们为耻。——大学生不做建立新文化的事，却抱残守缺、提倡迷信，太不成体统了！全世界都没有这种开倒车的大学生，他们太混蛋了！
LAFCR-165	024.台大人的耻辱.txt	9-9	不务正业	成语	题辞	political-context;short-common-phrase;low-source-specificity	因此，台湾的民俗，是先天不足，先天就民德归薄、俗不可耐。所以，今天的我们，关心台湾、爱护台湾，一定要爱之以道、导之以正谊。身为台湾第一流大学的大学生，应该以先知先导为职志，提升草民的水准——各方面的水准，当然包括艺术、审美、戏剧等等，使台湾走向现代化、使台湾高级一点，不要老是陶醉在什么本土性与草根性上，这才是高等知识分子该做的事。但是，从曹韵怡的报导里，我们却看到台大学生不务正业、不做正经事，却提供“场地大”的台大校门口、提供机会与金钱，做推广迷信与下等表演的活动。这是高等学府的耻辱、也是台大人的耻辱。这些大学生头脑不清，太混蛋了，和他们的校长孙震一样混蛋。我们必须写文挞伐、留此存证，教人知道这些混蛋在胡闹些什么、教人知道我们以他们为耻。——大学生不做建立新文化的事，却抱残守缺、提倡迷信，太不成体统了！全世界都没有这种开倒车的大学生，他们太混蛋了！
LAFCR-166	024.台大人的耻辱.txt	9-9	抱残守缺	成语	题辞	political-context;short-common-phrase;low-source-specificity	因此，台湾的民俗，是先天不足，先天就民德归薄、俗不可耐。所以，今天的我们，关心台湾、爱护台湾，一定要爱之以道、导之以正谊。身为台湾第一流大学的大学生，应该以先知先导为职志，提升草民的水准——各方面的水准，当然包括艺术、审美、戏剧等等，使台湾走向现代化、使台湾高级一点，不要老是陶醉在什么本土性与草根性上，这才是高等知识分子该做的事。但是，从曹韵怡的报导里，我们却看到台大学生不务正业、不做正经事，却提供“场地大”的台大校门口、提供机会与金钱，做推广迷信与下等表演的活动。这是高等学府的耻辱、也是台大人的耻辱。这些大学生头脑不清，太混蛋了，和他们的校长孙震一样混蛋。我们必须写文挞伐、留此存证，教人知道这些混蛋在胡闹些什么、教人知道我们以他们为耻。——大学生不做建立新文化的事，却抱残守缺、提倡迷信，太不成体统了！全世界都没有这种开倒车的大学生，他们太混蛋了！
LAFCR-167	024.台大人的耻辱.txt	9-9	不成体统	成语	题辞	political-context;short-common-phrase;low-source-specificity	因此，台湾的民俗，是先天不足，先天就民德归薄、俗不可耐。所以，今天的我们，关心台湾、爱护台湾，一定要爱之以道、导之以正谊。身为台湾第一流大学的大学生，应该以先知先导为职志，提升草民的水准——各方面的水准，当然包括艺术、审美、戏剧等等，使台湾走向现代化、使台湾高级一点，不要老是陶醉在什么本土性与草根性上，这才是高等知识分子该做的事。但是，从曹韵怡的报导里，我们却看到台大学生不务正业、不做正经事，却提供“场地大”的台大校门口、提供机会与金钱，做推广迷信与下等表演的活动。这是高等学府的耻辱、也是台大人的耻辱。这些大学生头脑不清，太混蛋了，和他们的校长孙震一样混蛋。我们必须写文挞伐、留此存证，教人知道这些混蛋在胡闹些什么、教人知道我们以他们为耻。——大学生不做建立新文化的事，却抱残守缺、提倡迷信，太不成体统了！全世界都没有这种开倒车的大学生，他们太混蛋了！
LAFCR-168	025.看报记学潮.txt	59-59	生龙活虎	成语	题辞	short-common-phrase;low-source-specificity	教授们既然“大都是‘二流货’和不入流的”，自然他们教出来的学生，就是小羔羊了。小羔羊久了，可悲不在他们不能生龙活虎，而在他们竟以为小羔羊的行径是生龙活虎，——他们根本不知道真正生龙活虎是什么样子了，人间的大可悲，岂不正在这里吗？
LAFCR-171	026.终于胜了一场.txt	5-5	不伦不类	成语	题辞	short-common-phrase;low-source-specificity	所谓“西餐叉子吃人肉”，它的思想型模，是半吊子接受外来文化的一个类型。它把现代文化跟自己的文化接龙，但却做成一个非牛非马的不伦不类的配合。其结果，外似“融汇中西”，内实狗屁狗屁，变成笑剧。
LAFCR-172	026.终于胜了一场.txt	5-5	非牛非马	成语	题辞	short-common-phrase;low-source-specificity	所谓“西餐叉子吃人肉”，它的思想型模，是半吊子接受外来文化的一个类型。它把现代文化跟自己的文化接龙，但却做成一个非牛非马的不伦不类的配合。其结果，外似“融汇中西”，内实狗屁狗屁，变成笑剧。
LAFCR-173	026.终于胜了一场.txt	9-9	周而复始	成语	题辞	political-context;short-common-phrase;low-source-specificity	1965年8月23日《台湾日报》刊载，台北西门町闹区流行一种“电子算命机”。 这种机器“远远望去，同公用电话差不多。”“投下两元辅币,按动男女性别电钮，然后拨动一下你的出生年月，拿起听筒，即刻便有一位小姐在听筒中,告诉你一些你心里所幻想的事。这些事不外功名利禄，以及婚姻大事。”1982年9月12日《联合报》刊载，新竹有周姓人家，母亲死了，子女在外，工作太忙，赶不回来奔丧，只好将自己的哭声录音，然后将录音带寄回，在母亲灵前播放，并且周而复始，哭声加上乘法，只哭一回，实放多次。这些妙事，试问哪一项不是“西餐叉子吃人肉”？
LAFCR-174	026.终于胜了一场.txt	11-11	哭笑不得	成语	题辞	short-common-phrase;low-source-specificity	日新月异的是，几年下来，“电子算命机”已经落伍了，宣扬迷信算命的道具已进步到“电脑算命”、 “紫微斗数电脑算命”、“电气签箱”了。迷信家求神问卜，只要朝电动玩具式的吃角子老虎丢进钱去，连八字推演、上香掷筊的功夫都免了，这种“西餐叉子吃人肉”，是何等令人哭笑不得？另一方面，录音带哭丧也已经落伍了，弘扬迷信孝道的道具已进步到佛经录音带，从《金刚经》到《金刚宝忏》，无一不全，并且还标明“台语诵经”，以为直达，这种“西餐叉子吃人肉”，又何等令人哭笑不得？
LAFCR-175	026.终于胜了一场.txt	15-15	一日千里	成语	题辞	short-common-phrase;low-source-specificity	其实，比起其他的教派来，佛教徒的利用录音机化缘，还算威力小焉者也。道教的张天师，早就利用广播电台，导引胎息了，比起旧式的登坛作法、捉鬼拿妖，广播的效果自然一日千里得多了！
LAFCR-176	026.终于胜了一场.txt	17-17	更胜一筹	成语	题辞	short-common-phrase;low-source-specificity	其实，比起其他妖僧来，张天师利用广播电台捉鬼拿妖，也算威力小焉者也。妖僧林云，早就利用电视，自称为国祈福了。他在电视上，以橘皮四片，朝东西南北各丢一片，算做法术，电视效果画面传真，自然比广播更胜一筹矣！
LAFCR-177	026.终于胜了一场.txt	19-19	乌烟瘴气	成语	题辞	political-context;short-common-phrase;low-source-specificity	整个台湾孤岛“西餐叉子吃人肉”的结果，一切的妖妄，都假现代化的道具以行，流风所及，现代化的印刷机，竟用来制造冥纸锡箔；现代化的“帝王切开术”，竞用来配合选定的好时辰来剖腹生产，乌烟瘴气之下，处处是一片迷信与妖妄！
LAFCR-182	027.为失败而笑.txt	11-11	借酒浇愁	成语	题辞	short-common-phrase;low-source-specificity	学会利用失败要分两种层次：第一层次是先从失败里检查残余，看看失败以后还剩下了什么？而绝不花一分钟时间去开追悼会、去唉声叹气、去借酒浇愁。如果根本就知道没有残余可剩，就干脆“堕甑不顾”。第二层次是更进一步，不但能正视失败，还能笑视失败。第一层次是做到不因失败而哭，这一层次却要做到反为失败而笑。笑视是笑着看失败。失败有什么好笑？失败就是有，就看你看不看得出来。笑不是取笑，是快乐，是真的因为不成功而快乐。
LAFCR-183	027.为失败而笑.txt	15-15	一败涂地	成语	题辞	short-common-phrase;low-source-specificity	一般人只会庆祝成功，我固然也庆祝成功，但也庆祝失败。像我这样肯把失败当成功一样庆祝的人，全世界恐怕决无仅有。我能从失败中看到它的好处，并且愿意这样看。结果，我从失败中看到成功的一面，从不幸中看到幸福的一面。一般人很少能够看到失败的好处，不会欣赏失败、享受失败，不会在一败涂地的时候，躺在地上，细闻泥土和草根的清香。很少人知道，在有比赛的情形下，比赛下来，胜利者往往有两个，就是胜利者和躺在地上吹口哨的失败者。在没有比赛的情形下，一个快乐的失败者，本人就是另一个胜利者。（A cheerful loser is winner.）人间的许多情景，洵可如是观。
LAFCR-190	029.记胡适给周作人的一封信.txt	9-9	朋友凋丧	成语	题辞	short-common-phrase;low-source-specificity	“朋友凋丧”，只使我更感觉任重而道远：“青年无理解”，只使我更感觉我不应该抛弃他们。即如12月31日下午的谈话会，颇有十来个青年人显出无理解的行为，但我丝毫不怪他们，我只觉得我们教学二十年，实在不曾尽力，实在对不起青年人，他们的错误都应该我们负责。
LAFCR-195	029.记胡适给周作人的一封信.txt	25-25	收成是很多的，可惜工作的人太少了！	宗教语录	新约	political-context	吾兄劝我“汔可小休”，我岂不知感谢？但私心总觉得我们休假之时太多，紧张之时太少。少年时初次读《新约》，见耶稣在山上看见人多，叹息道：“收成是很多的，可惜工作的人太少了！”我读此语，不觉泪流满面。至今时时不能忘此一段经验。三年多以来，每星期一晚编撰《独立评论》，往往到早晨三四点钟，妻子每每见怪，我总对她说：“一星期之中，只有这一天是我为公家做工，不为吃饭，不为名誉，只是完全做公家的事，所以我心里最舒服，做完之后，一上床就熟睡，你可曾看见我星期一晚上睡不着的吗？”她后来看习惯了，也就不怪我了。
LAFCR-197	029.记胡适给周作人的一封信.txt	35-35	交友以自大其身	现代格言	胡适	political-context	胡适有次跟我谈到五四以后各路人马抓青年的现象，除了政党外，连梁启超都热心于抓青年，言外之意，他胡适不屑出此。在我看来，胡适“不肯学时髦，不能说假话”等是大体做到了，但他在积极方面向青年传达真理、说真话的努力，却显然不足。他在中年晚年，时力多消耗在“交友以自大其身”里、写作多集中在“乾嘉余孽”的考证之学里，在开道与导向上，做得太少了，这是他的大浪费。温源宁说胡适应酬太多，以致不能竟其所著、“善做上卷书，”但是问题不在上卷下卷，而在他写的内容是什么。一个思想家，一生写作虽多，思想比例独少，这是错误的。
LAFCR-198	029.记胡适给周作人的一封信.txt	35-35	善做上卷书	格言	题辞	political-context	胡适有次跟我谈到五四以后各路人马抓青年的现象，除了政党外，连梁启超都热心于抓青年，言外之意，他胡适不屑出此。在我看来，胡适“不肯学时髦，不能说假话”等是大体做到了，但他在积极方面向青年传达真理、说真话的努力，却显然不足。他在中年晚年，时力多消耗在“交友以自大其身”里、写作多集中在“乾嘉余孽”的考证之学里，在开道与导向上，做得太少了，这是他的大浪费。温源宁说胡适应酬太多，以致不能竟其所著、“善做上卷书，”但是问题不在上卷下卷，而在他写的内容是什么。一个思想家，一生写作虽多，思想比例独少，这是错误的。
LAFCR-199	030.论“自毁主义”.txt	9-9	虽欲噬脐，亦无及矣！	古文成句	左传	political-context	这信里提到麝，多产在中亚，中国的西藏、云南、青海都有。麝很早便见于古书，《尔雅》中称它“麝父”，是一种鹿类小动物，叫musk deer’它的学名是 Moschus moschiferus’，没有角，有长耳朵，看起来倒像个大号野兔子，重的有二十五磅，比鹿还小。雄性的麝的腹部上，长有一盎司的“腺”（gland），弄干加工就是所谓“麝香”（musk），是最好的香料，也做为药材。《本草纲目》说：“其香有三等：第一生香，名遗香，乃麝自剔出者，然极难得，价同明珠，其香聚处，远近草木不生，或焦黄也；其次脐香，乃捕得杀取之；其三心结香，乃麝见大兽捕逐，惊异失心，狂走坠死，人有得之，破心见血流出脾上作干血块者，不堪入药。”照传统说法，麝在被猎人追逐时，会自己把脐咬破，使“腺”报废，自毁之下，猎人也就对它没兴趣了。但这种自毁，一定得在被捉到以前为之，若关到笼子里，“虽欲噬脐，亦无及矣！”成语中“噬脐莫及”，就是这么来的。
LAFCR-200	030.论“自毁主义”.txt	9-9	噬脐莫及	成语	左传	political-context;short-common-phrase	这信里提到麝，多产在中亚，中国的西藏、云南、青海都有。麝很早便见于古书，《尔雅》中称它“麝父”，是一种鹿类小动物，叫musk deer’它的学名是 Moschus moschiferus’，没有角，有长耳朵，看起来倒像个大号野兔子，重的有二十五磅，比鹿还小。雄性的麝的腹部上，长有一盎司的“腺”（gland），弄干加工就是所谓“麝香”（musk），是最好的香料，也做为药材。《本草纲目》说：“其香有三等：第一生香，名遗香，乃麝自剔出者，然极难得，价同明珠，其香聚处，远近草木不生，或焦黄也；其次脐香，乃捕得杀取之；其三心结香，乃麝见大兽捕逐，惊异失心，狂走坠死，人有得之，破心见血流出脾上作干血块者，不堪入药。”照传统说法，麝在被猎人追逐时，会自己把脐咬破，使“腺”报废，自毁之下，猎人也就对它没兴趣了。但这种自毁，一定得在被捉到以前为之，若关到笼子里，“虽欲噬脐，亦无及矣！”成语中“噬脐莫及”，就是这么来的。
LAFCR-213	034.女人的理由和男人的理由.txt	31-31	欲加之罪，其无辞乎？	古文成句	左传	political-context	《左传》记晋国大夫里克的名言：“欲加之罪，其无辞乎？”这话演变成“欲加之罪，何患无辞”的中国谚语。在西方，同样的谚语是“给狗一条罪名，就可吊死它”（Give a dog a bad name and hang him），这是从凯利（James Kelly）采集的苏格兰谚语里演变出来的。在这以前，法国的“大夫”黎塞留（Richelieu），就说过“给我六行贵人之言，我就能找到理由吊死他”的豪语，可见不分古今、不分中外，想要用罪名整人的，绝对不愁没罪名。
LAFCR-214	034.女人的理由和男人的理由.txt	31-31	欲加之罪，何患无辞	成语	左传	political-context	《左传》记晋国大夫里克的名言：“欲加之罪，其无辞乎？”这话演变成“欲加之罪，何患无辞”的中国谚语。在西方，同样的谚语是“给狗一条罪名，就可吊死它”（Give a dog a bad name and hang him），这是从凯利（James Kelly）采集的苏格兰谚语里演变出来的。在这以前，法国的“大夫”黎塞留（Richelieu），就说过“给我六行贵人之言，我就能找到理由吊死他”的豪语，可见不分古今、不分中外，想要用罪名整人的，绝对不愁没罪名。
LAFCR-215	034.女人的理由和男人的理由.txt	31-31	给狗一条罪名，就可吊死它	外国格言	题辞	political-context	《左传》记晋国大夫里克的名言：“欲加之罪，其无辞乎？”这话演变成“欲加之罪，何患无辞”的中国谚语。在西方，同样的谚语是“给狗一条罪名，就可吊死它”（Give a dog a bad name and hang him），这是从凯利（James Kelly）采集的苏格兰谚语里演变出来的。在这以前，法国的“大夫”黎塞留（Richelieu），就说过“给我六行贵人之言，我就能找到理由吊死他”的豪语，可见不分古今、不分中外，想要用罪名整人的，绝对不愁没罪名。
LAFCR-216	034.女人的理由和男人的理由.txt	31-31	给我六行贵人之言，我就能找到理由吊死他	外国格言	题辞	political-context	《左传》记晋国大夫里克的名言：“欲加之罪，其无辞乎？”这话演变成“欲加之罪，何患无辞”的中国谚语。在西方，同样的谚语是“给狗一条罪名，就可吊死它”（Give a dog a bad name and hang him），这是从凯利（James Kelly）采集的苏格兰谚语里演变出来的。在这以前，法国的“大夫”黎塞留（Richelieu），就说过“给我六行贵人之言，我就能找到理由吊死他”的豪语，可见不分古今、不分中外，想要用罪名整人的，绝对不愁没罪名。
LAFCR-218	034.女人的理由和男人的理由.txt	33-33	一面之词	成语	题辞	short-common-phrase;low-source-specificity	秦桧整岳飞，罪名是：“莫须有”，是有，只是没告诉你韩世忠。岳飞最后冤死，罪名有一大堆，包括对皇上大不敬、拥兵坐观胜负逗留不进等等，花样奇多，秦桧一点也不发愁。岳飞案在我眼中，重点不是这些，而是岳飞的反应。岳飞被抓头一天晚上，有消息说要出事了，岳飞说：如果上天有眼睛，不会让忠臣蒙冤狱；万一蒙到了，想躲也躲不掉。第二天，抓他的人来了，他笑着说：皇天后土，可以表明我的心。从此一直到死，我们看不到他说话的纪录。他的罪名，都是靠别人的一面之词成立的。
LAFCR-219	034.女人的理由和男人的理由.txt	35-35	不值一驳	成语	题辞	political-context;short-common-phrase;low-source-specificity	岳飞死后二十二年，它的冤狱平反了，证明了当年所有的罪名都是可笑的、不值一驳的。这一平反，说明了岳飞毕竟是高人、是大将，他早已看清秦桧在把“政治问题，法律解决”。辩什么法律呢？什么罪名还不是一样！岳飞不愿说什么，他真高！
LAFCR-220	034.女人的理由和男人的理由.txt	37-37	若合符节	成语	题辞	political-context;short-common-phrase;low-source-specificity	谈法律，就得谈两个问题：第一要问有没有罪。第二要问判的罪是不是他的罪？但如不谈法律，而谈政治的话，这两个问题就全成儿戏。有没有罪？没有也有；是不是他的罪？不是也是。这样一来，跟他们谈法律，就是废话。耶稣被抓的时候，最早的罪名是说他要“拆毁上帝的殿”、“拆毁这人手所造的殿”；后来又加上“说僭妄的话”、“诱惑国民”、“禁止纳税给凯撒”、“并说自己是王”。说自己是王，就构成了叛乱罪。这一大堆罪名，跟耶稣所作所为，并不“若合符节”，但耶稣没有辩，最后同两个强盗一起处死。耶稣不愿说什么，他真高！
LAFCR-223	038.记欧亨利冤狱.txt	19-19	语焉不详	成语	题辞	political-context;short-common-phrase;low-source-specificity	欧亨利被捕的原因，福尔曼说得语焉不详，真相是，当他在洪都拉斯听到他太太快死了，他就不顾一切，赶回到他太太的病床旁边，宁愿被捕，也要同太太死别。这是1897年年初的事。
LAFCR-224	038.记欧亨利冤狱.txt	23-23	侠骨柔情	成语	题辞	political-context;short-common-phrase;low-source-specificity	欧亨利入狱时候不到三十六岁，由于行为良好，不到四十岁就给放了出来。从出狱的1901年，到死时的1910年，他的声誉日隆。每年收入高达美金好几万，但他疏财仗义，大都给了穷苦大众，他对金钱的洒脱，十足证明了他被判“侵占罪”是一件冤狱；他的侠骨柔情，更十足证明了他不是背负这种下等罪名的人。
LAFCR-225	040.戴布兹的千古名言.txt	49-49	有谁软弱，我不软弱呢？有谁跌倒，我不焦急呢？	宗教语录	新约	political-context	“自由的不自由”的特色是民胞物与，是把受苦受难的人当兄弟，又使自己有责任感。夏禹感觉天下有淹在水里的人，就好像自己把他们淹在水里一样；后稷感觉天下有没饭吃的人，就好像自己使他们挨饿一样，有这种抱负的人，后天下之乐而乐，众生不成佛的时候，他自己不要成佛。《新约》哥林多后书第十一章里，为这种心境做了动人的总结：“有谁软弱，我不软弱呢？有谁跌倒，我不焦急呢？”有这种心境的人，他自己坚强，却感受兄弟的软弱；他自己站起，却焦急兄弟的跌倒；他自己自由，却念念不忘兄弟的不自由。
LAFCR-226	042.真教育家的评判.txt	9-9	如果你不该打，他打你，他是妄人，你不必和妄人计较；如果你该打，他打你，你自己评判吧！	人物语录	蔡元培	political-context	湖北人陈述完毕，湖南人也陈述完毕，看热闹的围成一团，看这革命党出身的老校长怎么处理。老校长既不和稀泥，也不动用训导规章，更不乡愿，他对湖北人说：“如果你不该打，他打你，他是妄人，你不必和妄人计较；如果你该打，他打你，你自己评判吧！”
LAFCR-237	046.论全要过好.txt	7-7	有益于狮子的健康	外国笑话妙语	报刊笑话	political-context	还有，他在非洲，还同野兽作战。在他去非洲以前，他的敌人们满怀希望，希望“有益于狮子的健康”（health to the lions）；结果呢，倒霉的是非洲动物——被斩获二九六头，内有狮子九只。
LAFCR-238	047.论全都有利.txt	3-3	我花了四十三年才熬上通用公司董事长，如今只花四十三秒，就离开了。	外国商业人物语录	Charles Wilson	political-context	1942年，罗斯福总统征召党外人士威尔森（Charles E. Wilson）做站时生产局副局长，威尔森同意，他说：“我花了四十三年才熬上通用公司董事长，如今只花四十三秒，就离开了。”
LAFCR-240	049.由礼遇文人到礼遇政敌.txt	3-3	毫不相干	成语	题辞	short-common-phrase;low-source-specificity	古今统治者对待特立独行的文人，有几种态度：有的打击、有的利用、有的“倡优畜之”、 有的认为毫不相干、有的漠视、有的重视了半天，却重视个三流货色。
LAFCR-241	049.由礼遇文人到礼遇政敌.txt	7-7	权力使人腐化，诗使人净化	外国文学妙语	Kennedy	political-context	肯尼迪做总统时候，他把大诗人弗罗斯特礼遇到白宫，公开颂扬、公开宣称：权力使人腐化，诗使人净化，大家要向文人看齐。
