file	line	terms	context
044.关于李远哲忘恩负义的讨论.txt	3	忘恩负义	关于李远哲对他的恩师王企祥博士忘恩负义的事，我在《求是报》中，迭有讨论，王企祥博士也亲笔举证，在美国的李远哲的老同学潘毓刚教授也来信关切。真相曝光后，李远哲的朋友、在日本的林明璋教授来信质疑。我还没来得及答他，《求是报》就结束了。现在我连同林明璋的来信、我的答书，以及全部有关李远哲忘恩负义的文字，按照时序，一并收在下面。
044.关于李远哲忘恩负义的讨论.txt	11	孺子可教 | 王门立雨	1960年春天，王企祥一度在台大兼课，李远哲即跟他做学生。后来王企祥气喘病离职，李远哲找到青年会王企祥住处，不断请教，王门立雨，备加恭敬。王企祥见李远哲“孺子可教”，乃予大力指导。1961年1月，就在清华大学研究所收容李远哲做徒弟，直到1962年夏天，前后一年半之久。当时财务困难，王企祥从梅贻琦那边请得庚款基金，帮助李远哲。此中情义，学府罕见。
044.关于李远哲忘恩负义的讨论.txt	15	当仁不让	由于王企祥个性耿直，当仁不让，并且声色俱厉，得罪各方神圣太多，到了1979年，终于被迫离开清华。迫害他的主角是毛高文、沈君山、徐贤修、刘兆玄等人。
044.关于李远哲忘恩负义的讨论.txt	19	忘恩负义 | 知过能改 | 乡愿	李远哲当然不是抹杀他老师成就的人，但他怕公开肯定王企祥就会得罪别的人，这种心态，未免失之乡愿、失之见义无勇。真正伟大的科学家，是不该如此的。何况王企祥不是一般人，是他的恩师，他有今日的成就，得力于王企祥者尤多，忘恩负义是不应该的。我们盼望李远哲知过能改，公开向恩师认错。
044.关于李远哲忘恩负义的讨论.txt	51	众口铄金	中国最优秀的化学教授王企祥博士（指导李远哲做研究的老师），十二年前，突被清华大学神秘解聘。当时众口铄金、人言籍籍，除了我公开写文章报不平外，没人敢说公道话。十二年来，真相逐渐明朗，六十二岁的王企祥，在妻（徐露）离家散之后，也打破沉默，写下文字，交我发表。
044.关于李远哲忘恩负义的讨论.txt	79	不学有术 | 希旨承风	从以上王企祥的文字中，我们恍然于国民党统治下学界的黑暗，竟已如此严重！据我调查，王企祥拒绝蒋彦士要他说“两位蒋总统是世界级的伟人”，是本案的重要关键。而王企祥的学术成就与正直性格遭到不学有术的刘兆玄、沈君山等人的嫉忌，以至希旨承风，去之而后快，也是本案发生的根本原因。
044.关于李远哲忘恩负义的讨论.txt	97	天外有天	弟一直同情王博士的处境，许多跟他做过研究的学生们、同事们，也常觉得当年清华大学解聘王博士，也许做得有些过分，弟于1962年出国留学后很少跟王博士联系，也不清楚后来他被解聘的原因。从很多方面看来，也许他不是一位最理想的教授，但在清华原子科学研究所设立的早期，他确是有些贡献的。我于1961年到1962年整整一年的时间与几位同学跟他做结晶构造的研究工作，也就是我们念完硕士学位，服役预备军官的一年。那时在台湾，很少在美国一流大学得博士学位的人，我们常常经过王博士对他在加州理工学院的见闻，看到学术上更高的一层，也了解到科学上“天外有天”的一回事。他是台湾第一个从事X光绕射结晶构造的人，算是这方面工作的先驱者，也训练了不少这方面的人才。
044.关于李远哲忘恩负义的讨论.txt	117	忘恩负义	五 李远哲忘恩负义经查属实（李敖）
044.关于李远哲忘恩负义的讨论.txt	123	忘恩负义 | 饮水思源	经求是报“扒粪”结果，认为真正的原因在李远哲为人不肯饮水思源，而对恩师王企祥教授忘恩负义的缘故。
044.关于李远哲忘恩负义的讨论.txt	125	忘恩负义	求是报3月24日独家揭发此一内幕后，引起海内外各界重视，继杨振宁后担任过全美华人协会总会主席的旅美化学家潘毓刚教授且来函查证。全部内情，复经李敖与王企祥对证无误，李远哲忘恩负义，已得进一步证实。
044.关于李远哲忘恩负义的讨论.txt	131	忘恩负义	六 李远哲忘恩负义，王企祥细说从头（李敖）
044.关于李远哲忘恩负义的讨论.txt	135	诛奸谀于既死，发潜德之幽光 | 发潜德之幽光 | 白纸黑字	我虽是学史学的，但比你们科学家还科学。我承认自己有时在感情上有好恶，但好恶之起，乃根据事实而来，在事实方面，尊重证据、雅好求证。我这种态度，由我对蒋介石就可以看出。在感情上，我痛恨蒋介石；但这种痛恨，发为白纸黑字，却是尊重证据、雅好求证的。虽然在感情上，我是要鞭尸的伍子胥；但在行文上，我却有历史家的谨严，全凭证据来“诛奸谀于既死，发潜德之幽光”，——我是沙尔非米尼（Gaetano Salvemini）。沙尔非米尼是意大利历史家，他因反对大独裁者墨索里尼（Benito Mussolini）的法西斯政权入狱，但他日后下笔写墨索里尼，却凭证据来说话，叫人心服口服。我写《蒋介石研究》一至六集、编著《清算蒋介石》、编印《拆穿蒋介石》、《蒋介石
044.关于李远哲忘恩负义的讨论.txt	137	忘恩负义	你们化学家同行王企祥这两三年来，常到我处聊天、谈问题。其中谈到他的学生李远哲对他忘恩负义的事。其中重点是：
044.关于李远哲忘恩负义的讨论.txt	139	孺子可教 | 王门立雨	1960年春天，王企祥一度在台大兼课，李远哲跟他做学生。后来王企祥气喘病离职，李远哲找到青年会王企祥住处，不断请教，王门立雨，备加恭敬。王企祥见李远哲“孺子可教”，乃予大力指导。1961年1月，就在清华大学研究所收容李远哲做徒弟，直到1962年夏天，前后一年半之久。当时财务困难，王企祥从梅贻琦那边请得庚款基金，帮助李远哲。此中情义，学府罕见。
044.关于李远哲忘恩负义的讨论.txt	143	当仁不让	由于王企祥个性耿直，当仁不让，并且声色俱厉，得罪各方神圣太多，到了1979年，终于被迫离开清华。迫害他的主角是毛高文、沈君山、徐贤修、刘兆玄等人。
044.关于李远哲忘恩负义的讨论.txt	149	忘恩负义 | 知过能改 | 乡愿	李远哲当然不是抹杀他老师成就的人，但他怕公开肯定王企祥就会得罪别的人，这种心态，未免失之乡愿、失之见义无勇。真正伟大的科学家，是不该如此的。何况王企祥不是一般人，是他的恩师，他有今日的成就，得力于王企祥者尤多，忘恩负义是不应该的。我们盼望李远哲知过能改，公开向恩师认错。
044.关于李远哲忘恩负义的讨论.txt	153	实事求是	3月24日见报后，我为了进一步追查王企祥被恶势力迫害的内幕，又陆续取得并公布以下文件：4月22日公布吴大猷给郝柏村的信、5月28日公布王企祥亲笔秘件、6月16日公布李远哲致清华大学校长刘兆玄、中央研究院原子分子科学研究所主任张昭鼎的信，一切实事求是，并无预设成见。
044.关于李远哲忘恩负义的讨论.txt	155	忘恩负义	6月20日收到你的信，说：“最近有人跟我说你指责李远哲忘恩负义是不公平的！他说李远哲曾提议中央研究院原子分子研究所雇用王企祥，只是被其他人否决了他的提议。不知王企祥知不知道这件事？”其实王企祥当然知道这件事，并且我公布的李远哲这封“提议”的信，还是从他那儿挖出来的。——绝不隐瞒任何关键史料，是干我这一行的信条，就如同你们不隐瞒化学元素一样。所以，“有人”说我的“指责”“不公平”，这是“有人”胡说的。正相反的，我不但“公平”，并且连李远哲的一手好字，都给制版公布了呢！
044.关于李远哲忘恩负义的讨论.txt	163	忘恩负义	顷接化学教授李远哲台大同学潘毓刚来信，提到他在美国看到求是报登李远哲忘恩负义的事，他说：
044.关于李远哲忘恩负义的讨论.txt	165	忘恩负义 | 言不由衷	最近有人跟我说你指责李远哲忘恩负义是不公平的！他说李远哲曾提议中央研究院原子分子研究所雇用王企祥，只是被其他人否决了他的提议。不知王企祥知不知道这件事？可惜我也不很清楚李远哲在中央研究院，出多大的力推荐王企祥，如果只像吴大猷一样写封言不由衷的推荐信，那王企祥当然不必领他的情。也许你知道内幕更多，才有那么重的指责，如能告之一、二，我才可为你那篇文章（报导）辩护。
044.关于李远哲忘恩负义的讨论.txt	167	忘恩负义	按李远哲对你忘恩负义的事，本得自你，你是肤尝身受的当事人。当然，这事得以被揭发，乃由于我办求是报“扒粪”扒出来的，由于我劝你不可姑息不义之人，才蒙你提供资料，写出始末与内情。现在李远哲那边暗中有异议，我想你我都该进一步求证一下。
044.关于李远哲忘恩负义的讨论.txt	175	若无其事 | 石沉大海 | 言笑晏晏	第二、一般写八行书的规矩，受信人或答应信中要求，或婉为拒绝，都要有回音与回信。但此事却“石沉大海”，这是很可疑的，令人怀疑他们根本是“套招”。——刘兆玄以清华大学校长身份、张昭鼎以中央研究院原子分子科学研究所主任身份，岂会对李远哲如此不礼貌，连信都不回？而李远哲看到“石沉大海”，如真心为恩师谋职，又岂能若无其事，照样事后与他们“言笑晏晏”？这通吗？何况1989年八行书告吹后，他为什么不再另外替恩师想想办法、另谋出路？而任你流落至今？
044.关于李远哲忘恩负义的讨论.txt	177	公事公办	第三、吴稚晖死后，曾流传出这样一个故事：一天，蒋经国收到吴稚晖的一封信，说：我的一个朋友有事要我写信向你关说，如我不写，他就没完没了，故只好写了那封信。但那封信是“假”的，你不要信，请你还是公事公办好了。看到李远哲、刘兆玄、张昭鼎他们的作风，我竟忍不住老是想到这个故事。
044.关于李远哲忘恩负义的讨论.txt	179	忘恩负义	我生平所见忘恩负义之人已多，毫不稀奇。稀奇的是忘恩负义后还想巧辩，结果遭到别人进一步的揭发，这种人岂止忘恩负义，还兼蠢蛋也！
044.关于李远哲忘恩负义的讨论.txt	191	大庭广众	（一）我很久之后才知道，他竟在大庭广众之下说他没有从我学到任何东西，我开始不太相信，因为一个人说谎也要有点分寸，后来看到他的自传（在1989年）才知道他的确如此说了。这也是他同美国人这样说的，当然他推荐我进中研院原分所时也是如此声明，无异说：“这个人我同他做过一年，可是没有学到任何东西，他要用这个关系进原分所，大家意见如何？”答案是可想像的了。可惜求是报在1991年3月24日上的两张李在我实验室由我带他做实验的照片，刺破他的谎言，我在1991年3月26日在美国加州理工见我老师修梅克尔（V. Schomaker）时，他说他已见到我带李远哲做实验的照片。（I have seen the picture that showed Lee w
044.关于李远哲忘恩负义的讨论.txt	203	忘恩负义	我识王企祥在三十年前的文星时代，那时他还在清华做教授，他是我的老朋友，但不算好朋友。原因是他是百分之百不通人情的书呆，人情世故，极不圆融，做他的朋友，很吃力。但他有一大长处，就是坦白待人、为人诚实、绝不说谎话。一切有话直说、有脾气就发，绝不客气。他教书认真，虽然热心帮助学生，但是脾气甚坏，可以想象做他的学生，比做朋友恐怕更吃力，我想李远哲吃了不少他的苦头。但在严师之下吃苦头，并不就是对恩师忘恩负义的借口，李远哲若有此一自解心理，就未免太小气、太无情了。
044.关于李远哲忘恩负义的讨论.txt	207	忘恩负义	结论是，李远哲对恩师忘恩负义，应属事实。他可以不忘恩负义，尤其在他大到成为历史人物之后，有太多太多能力与机会去补救这一点，但他却不肯补救，反而使错误加深，这是他的不智、不仁、不勇。
044.关于李远哲忘恩负义的讨论.txt	209	美中不足	在化学上，他是巨人；但在春风化雨之学上，他是侏儒，我真为他的美中不足可惜。希望你劝劝他，去做个大丈夫，不要这样藏头缩尾的。
044.关于李远哲忘恩负义的讨论.txt	221	比比皆是 | 信口开河	我们正在芬兰的Helsinki，芬兰女多男少且多金发女郎，本想寻一张美女图给你，可惜找不到，只好以景物代人物。你为王企祥打抱不平是很好的，本来沈君山、吴大猷之流都该骂，但你说王企祥是“中国最优秀的化学家，是李远哲的老师”，并不是得诺贝尔奖的人的老师就最优秀，老师不如徒弟的比比皆是，否则人类何来进步？措辞过分夸张反而失去说服力，其实王在台湾可能还算一流化学家，但在大陆就只能算二、三流了。说得严谨一点以免给人“外行人说内行话”，信口开河的不良印象，不知以为然否？
044.关于李远哲忘恩负义的讨论.txt	235	忘恩负义	我读了当然大吃一惊，因为你指责“李远哲忘恩负义”的根据是不合常规的，我不知道在台湾（这个习俗败坏的社会）写推荐信准则如何，在美国和其他国家，学生是不能替老师写推荐信的，理由很简单，如果一个学生替某老师写推荐信，有一天这个学生要晋升或迁职，需要该老师的推荐，不是马上会有狼狈为奸的可能？
044.关于李远哲忘恩负义的讨论.txt	241	强词夺理	李先生你自称“比科学家还科学”，此上的简单道理你应该懂的，也不必去巧辩、强词夺理。二十几年来，我常听到朋友赞美李敖的胆识和义气，但是我这次初次读到你的文章，我失望至极。你这次“扒粪”实在搞得自己满脸是屎。
044.关于李远哲忘恩负义的讨论.txt	253	忘恩负义	在《求是报》读了几篇关于李远哲忘恩负义的报导，使我想起在台湾时听到的一则传闻：
044.关于李远哲忘恩负义的讨论.txt	255	忘恩负义	李远哲见蒋经国时每次提到大陆的官员都加一个“匪”的称号，但后来他到大陆见方毅（那时中共的副总理）每次提到台湾的官员都加一个“伪”字，例如“伪教育部长”……。到了德国又听到一位从大陆福州来的留学生说，五、六年前王企祥通过中共一个人才引进的机关，再次被做为人才引进大陆，当时福州物质结构研究所的所长卢嘉锡也答应接受王企祥，但李远哲知道后叫卢嘉锡不要用王企祥，结果卢嘉锡改变主意，把王企祥拒于大陆门外。这位福州来的留学生，还说他听北京的同学提到过李远哲有一次在北京大学演讲，说他本来学晶体结构的，因导师不好，后来到美国才改行学化学动力学，看来李远哲在北大骂的导师可能就是王企祥，我本着发掘“伪君子”、打击忘恩负义的“道德侏儒”立场，特别把这几则传
044.关于李远哲忘恩负义的讨论.txt	261	忘恩负义	我在《求是报》陆续发表有关李远哲忘恩负义的文字后，外界颇有反应，其中有日本东京大学的林明璋教授来的“读者投书”，我现在答复如下：
044.关于李远哲忘恩负义的讨论.txt	265	忘恩负义	你指责“李远哲忘恩负义”的根据是不合常规的，我不知道在台湾（这个习俗败坏的社会）写推荐信准则如何，在美国和其他国家，学生是不能替老师写推荐信的，理由很简单，如果一个学生替某老师写推荐信，有一天这个学生要晋升或迁职，需要该老师的推荐，不是马上会有狼狈为奸的可能？
044.关于李远哲忘恩负义的讨论.txt	267	此地不留爷，自有留爷处 | 爱之适足以害之 | 用心如日月 | 白纸黑字 | 口口声声 | 哭笑不得 | 雪中送炭	林明璋这些话，都显示了他虽然变成了美国人，脱身了他看不起的“习俗败坏的社会”，但他自己，却无知得并不了解美国社会。在美国社会中，学生替老师写推荐信的，大有人在，不但没败坏习俗，并且更显出做学生的内举不避的伟大怀抱与雪中送炭的感恩深情。例不必远求，李远哲的太老师，得过两次诺贝尔奖的鲍林（Linus Carl Pauling）就典型在焉。鲍林1954年得诺贝尔化学奖，后来致力禁止核子试爆运动，于1962年再得诺贝尔和平奖，但加州理工学院当局怪他外务太多，逼他走路，不过“此地不留爷，自有留爷处”，他的学生“推荐”他，进加州圣巴巴拉民主学院研究中心、进圣地亚哥分校、进斯坦福大学，都不乏学生大力援之以手。照林明璋“在美国和其他国家，学生是不能
044.关于李远哲忘恩负义的讨论.txt	269	公事公办 | 若无其事 | 石沉大海 | 言笑晏晏	林明璋不知道：整个问题的关键不在写推荐信、也不在学生替老师写推荐信，而在李远哲以他的“高尚人格”，写了一封“低级行径”的信，一封没有诚意、只是敷衍他恩师的信。正如我分析的：一般人写八行书的规矩，受信人或答应信中要求，或婉为拒绝，都要有回音与回信。但此事却“石沉大海”，这是很可疑的，令人怀疑他们根本是“套招”。——刘兆玄以清华校长身份、张昭鼎以中研院原分所主任身份，岂会对李远哲如此不礼貌，连信都不回？而李远哲看到“石沉大海”，如真心为恩师谋职，又岂能若无其事，照样事后与他们“言笑晏晏”？这通吗？何况1989年八行书告吹后，他为什么不再另外替恩师想想办法，另谋出路？而任恩师流落至今？我又分析：吴稚晖死后，曾流传出这样一个故事：一天，蒋经
044.关于李远哲忘恩负义的讨论.txt	271	大庭广众	而恩师王企祥自己，虽然在人际关系上笨拙得不知人心难测，最后也大彻大悟。他指责他的学生李远哲：“我很久之后才知道，他竟在大庭广众之下说他没有从我学到任何东西，我开始不太相信，因为一个人说谎也要有点分寸，后来看到他的自传（在一九八九年）才知道他的确如此说了。这也是他同美国人这样说的，当然他推荐我进中研院原分所时也是如此声明，无异说：‘这个人我同他做过一年，可是没有学到任何东西，他要用这个关系进原分所，大家意见如何？’答案是可想像的了。”王企祥这些话，也告诉了我们；李远哲写推荐信，诚意是可疑的。
044.关于李远哲忘恩负义的讨论.txt	283	做贼心虚	林明璋这些话，全是血口喷人。第一，《求是报》园地开放，从不“完全出自一面之说”，只是他一面的人自恃大牌或做贼心虚，不敢前来展示他的另一面之说而已。第二，王企祥被迫离职，既非教学或研究差，也非人格或行为坏，远因乃是政治迫害，和学阀们的勾结迫害。
044.关于李远哲忘恩负义的讨论.txt	285	一针见血	林明璋问：“你为什么不去找清华刘校长或沈院长查明是非？大多的读者，不是笨蛋的。你也有责任向读者交代清楚。”其实，当年我是唯一一个在报上揭发这一迫害的人，我在1979年8月25日的《中国时报》上发表《王企祥该打！》一文，就指出“王企祥案的真正关键，大家都没看出来。真正关键是‘学术自由的被侵犯’”。一针见血，早就“向读者交代清楚”。十二年后我办《求是报》，亦进一步查明，这由《求是报》5月28日登出《刘兆玄、沈君山、蒋彦士等涉嫌学术迫害》一文可证。文中发表王企祥亲写的，明白揭发：
044.关于李远哲忘恩负义的讨论.txt	291	视而不见	把甚至李远哲与迫害者卑鄙的“有了交易”的暗盘，都“向读者交代清楚”了，林明璋为何视而不见？我还补充道：
044.关于李远哲忘恩负义的讨论.txt	293	不学有术 | 希旨承风	从以上王企祥的文字中，我们恍然于国民党统治下学界的黑暗，竟已如此严重！据我调查，王企祥拒绝蒋彦士要他说“两位蒋总统是世界级的伟人”，是本案的重要关键。而王企祥的学术成就与正直性格遭到不学有术的刘兆玄、沈君山等人的嫉忌，以至希旨承风，去之而后快，也是本案发生的根本原因。
044.关于李远哲忘恩负义的讨论.txt	295	视而不见	我“交代”的，还不“清楚”吗？林明璋为何视而不见？
044.关于李远哲忘恩负义的讨论.txt	299	口口声声 | 忘恩负义	更奇怪的是，林明璋口口声声要“交代清楚”，他为什么不要求李远哲以下的诸公呢？他们被李敖举证拆穿，无一不是忘恩负义的伪君子，他们为什么不向社会“交代清楚”呢？反倒有劳林明璋这位不明真相的“美国政府‘特级’公务员”来仗“不义”执言呢？
044.关于李远哲忘恩负义的讨论.txt	303	强词夺理	李先生你自称“比科学家还科学”，此上的简单道理你应该懂的，也不必去巧辩、强词夺理。二十几年来，我常听到朋友赞美李敖的胆识和义气，但是我这次初次读到你的文章，我失望至极。你这次“扒粪”实在搞得自己满脸是屎。
044.关于李远哲忘恩负义的讨论.txt	305	细人之爱人也，以姑息 | 君子之爱人也，以德 | 爱之适足以害之 | 水肥不落外人田 | 占着茅坑不拉屎 | 君子之爱 | 细人之爱 | 志士仁人	我最后也正告林明璋先生：“扒粪”扒到自己满脸是屎，足证所扒为粪属实，不但是粪，并且还是稀屎，臭不可闻。关于台湾学术界黑暗，我早在近三十年前即予揭发，我骂老一代学阀“占着茅坑不拉屎”，文献俱在。如今新一代学阀屎落茅坑，却水肥不落外人田，其为屎也，无益农作，只生白蛆而已。志士仁人看不过去，扒而出之，虽无益世道，但端正人心，使人人皆知谁是大便、原是大便，也算功德之一。何况“君子之爱人也，以德；细人之爱人也，以姑息”，揭发李远哲以下诸公的真面目，也算是一种逐臭之爱。而林明璋先生貌似“查明是非”，事实上只是姑息护短，爱之适足以害之，非君子之大道。特此奉答期勉，愿林明璋先生反省焉。
