priority	source	score	tag	file	line	text	same_line_export_ids	context
4	review	4	likely-exclude	026.我的殷海光.txt	55	水泥不多		我一九五九年在台大毕业，当了一年半预备军官，于一九六一年二月六日退伍。十一月一日，我在《文星》发表《老年人和棒子》（现收入《李敖全集》第三册），轰动一时，殷海光在台大文学院碰到我——这时候我们已经两年多没见了，叫住我，说：“你在《老年人和棒子》里，提到的江亢虎是谁啊？”他不知道江亢虎是谁，我并不奇怪，这是“水泥不多”的毛病，于是我告诉了他。他很高兴，约我到他...
4	review	4	likely-exclude	026.我的殷海光.txt	75	西化派中殷的学生李敖、许登源、洪成完攻击胡秋原，引起胡秋原的误会，以为西化派是殷在背后策动		在《老年人和棒子》发表后，不久就发生了“中西文化论战”。文德（陈宏正）在《殷海光教授年谱简编》中说：“在文化论战中，李敖独得盛名，但殷却背着黑锅。”因为“西化派中殷的学生李敖、许登源、洪成完攻击胡秋原，引起胡秋原的误会，以为西化派是殷在背后策动”。以致殷海光“以后被胡秋原、徐高阮连续不停的施以人身攻击，对其后迫害殷不能在台大授课，形成一大压力与不利环境”。这...
4	review	4	likely-exclude	026.我的殷海光.txt	75	以后被胡秋原、徐高阮连续不停的施以人身攻击，对其后迫害殷不能在台大授课，形成一大压力与不利环境		在《老年人和棒子》发表后，不久就发生了“中西文化论战”。文德（陈宏正）在《殷海光教授年谱简编》中说：“在文化论战中，李敖独得盛名，但殷却背着黑锅。”因为“西化派中殷的学生李敖、许登源、洪成完攻击胡秋原，引起胡秋原的误会，以为西化派是殷在背后策动”。以致殷海光“以后被胡秋原、徐高阮连续不停的施以人身攻击，对其后迫害殷不能在台大授课，形成一大压力与不利环境”。这...
4	review	4	likely-exclude	026.我的殷海光.txt	75	在文化论战中，李敖独得盛名，但殷却背着黑锅。		在《老年人和棒子》发表后，不久就发生了“中西文化论战”。文德（陈宏正）在《殷海光教授年谱简编》中说：“在文化论战中，李敖独得盛名，但殷却背着黑锅。”因为“西化派中殷的学生李敖、许登源、洪成完攻击胡秋原，引起胡秋原的误会，以为西化派是殷在背后策动”。以致殷海光“以后被胡秋原、徐高阮连续不停的施以人身攻击，对其后迫害殷不能在台大授课，形成一大压力与不利环境”。这...
4	review	4	likely-exclude	026.我的殷海光.txt	79	幻想的迫害者		先说胡秋原。胡秋原早年参加共产党CY，又参加闽变叛国，抗战时加入国民党做中央委员并办党报，大陆丢掉时“打算做共党百姓”，不肯出来，后来才到台湾。有一次被派出去，竟“在英国与共党有过接触”，而遭国民党党纪处分。他是一个反复多变的人，由于反复多变，政治上，自然也就不能被一再信任。因而在心理上，他有了一种幻想的被迫害症，他的自高自大自我膨胀，过分重视自己，使他老觉...
4	review	4	likely-exclude	026.我的殷海光.txt	85	演说的自由		因此我劝他不要发表这篇文章了。七天以后，台大法学院请李声庭讲演《民主与自由》，讲演后听众鼓掌要殷海光和我插播几句话，因为那时候，殷海光和我的“演说的自由”都被国民党剥夺了。
4	review	4	manual-check	026.我的殷海光.txt	115	……不要因为当政的人在做，就说它是对的。		“……不要因为当政的人在做，就说它是对的。”
4	review	4	likely-exclude	026.我的殷海光.txt	117	学问的使命，就在批评实行家的实践情况，不是追随政府的政策扮演小丑。		“学问的使命，就在批评实行家的实践情况，不是追随政府的政策扮演小丑。”
4	review	4	likely-exclude	026.我的殷海光.txt	119	我最担心的是我离开后，大学会被法西斯化。……大学若随着政治走，则学问就完了。		“我最担心的是我离开后，大学会被法西斯化。……大学若随着政治走，则学问就完了。”
4	review	4	manual-check	026.我的殷海光.txt	125	老殷的为人我实在要骂他，他拿了费正清的研究费，却对我们不吭气，害得我们还拼命替他设法，这算什么！		至于殷海光的生活收入，所遭到的困难尚不太严重。在《自由中国》时代，雷震给他蛮好的待遇；《自由中国》以后，我自文星给他大力的支援。，我帮他印了《思想与方法》、《到奴役之路》、《中国文化的展望》。为了给他较高的稿费，我曾在文星肯出的稿费之上，暗中自己贴了不少钱。费正清到台湾的时候，约我陪他去看殷海光，后来在南港请殷海光同我吃饭。因为殷海光曾向我表示希望美国有学术...
4	review	4	likely-exclude	026.我的殷海光.txt	157	皮肉生涯		今天在台湾的年轻人，他们再也看不到像胡适那样的大儒了。今天他们看到的，都是言语无味、面目可僧、官架十足、党性油然的讨厌鬼，这真是他们的大损失。至于我本人，不必谦虚的说，我的确是第一流的自由民主政治家材料，可惜我生不逢时，又不逢地，所以我的“卖相”与“卖幅”，被我有意给毁了。胡适和殷海光虽是两代的人，但他们出道都在大陆，在大陆的时间与空间里，他们都赶上群众尊敬...
4	review	4	likely-exclude	026.我的殷海光.txt	177	不与同中国		不幸的是，殷海光一直到死，都没被准许离开这个岛。为了他出境的事，有一次我对他说：“国民党口口声声复兴中华文化，中华文化里有一种‘流刑’，他们倒真该复兴。如果复兴了这种放逐之刑，你和我就都可走了。”他听了苦笑。我想，他后来希望死后面对太平洋水葬，与于右任死后面对大陆土葬，正好是一个对比。古人放逐别人，要宣布“不与同中国”，殷海光想面对太平洋水葬，除了表示他心胸...
4	review	4	manual-check	026.我的殷海光.txt	191	我佩服殷先生，也佩服你李先生，李先生郑重托我，我自然尽力。		就这样的，在1967年4月20日，我把殷海光推到台湾最有名的胃科大夫李承泌面前。李大夫对我说：“我佩服殷先生，也佩服你李先生，李先生郑重托我，我自然尽力。”他为殷海光做了彻底的检查，检查期间有说有笑。然后对我使了一个眼色，就走出去了。我跟殷海光聊了一阵，借故出来，李大夫拉我到一边，满脸严肃的说：“百分之百的胃癌！百分之百的胃癌！怎么拖到现在才来看医生？”我问...
4	review	4	manual-check	026.我的殷海光.txt	191	这次若不来看病，几个月里就没救了。		就这样的，在1967年4月20日，我把殷海光推到台湾最有名的胃科大夫李承泌面前。李大夫对我说：“我佩服殷先生，也佩服你李先生，李先生郑重托我，我自然尽力。”他为殷海光做了彻底的检查，检查期间有说有笑。然后对我使了一个眼色，就走出去了。我跟殷海光聊了一阵，借故出来，李大夫拉我到一边，满脸严肃的说：“百分之百的胃癌！百分之百的胃癌！怎么拖到现在才来看医生？”我问...
4	review	4	likely-exclude	026.我的殷海光.txt	249	不再去殷家了。有什么事，我都叫黄三、孟绝子、王晓波去办，当然我还是关心他的。		前面说我“不再去殷家了。有什么事，我都叫黄三、孟绝子、王晓波去办，当然我还是关心他的。”一九六九年，我知道殷海光的病情，我还想做一次挽救。我告诉黄三三点意见，如能这样做，我还愿试一下，可是没有结果。9月12日，殷海光病情恶化，送入台大医院，那时黄三已离台，由王晓波通知我。14日，我把一封信托王晓波交殷师母，里面说：
4	review	4	manual-check	026.我的殷海光.txt	263	殷先生生前说李敖是最够义气的人。我知道，殷先生能拖到今天才死，都是你义气的结果。		殷海光死在9月16日下午，王晓波通知我，我立刻赶去，碰到齐世英。齐世英对我说：“殷先生生前说李敖是最够义气的人。我知道，殷先生能拖到今天才死，都是你义气的结果。”我听了，没有说话。公道死在活人心中，公道活在死人心里。
4	review	4	manual-check	031.孙悟空和我.txt	121	人见人怕		可是李先生似还无意于此，试看他的大作《胡适评传》下笔是如何轻狂，在另一篇《于梨华和他的小说》一文中名为介绍于女士的小说《也是秋天》。实际对于女士冷嘲热讽大肆挖苦了一顿以后，流弹所及又连打了梅贻琦、黄季陆、蒋廷黻、于右任、沈刚伯五员老将。同时他还创造了一句他以为“人见人怕”的口号“送他上《文星》！”
4	review	4	manual-check	032.长城还在动呵！.txt	21	东逐东夷		就刘恕《通鉴外纪》根据皇甫谧《帝王世纪》的说法，我们推算出来的黄帝时代是公元前2694年，也就是距离今天四千六百七十五年，也就是号称的中华五千年。我们回溯这五千年的历史，回溯到五千年前，回溯来回溯去，若是回溯的范围只限于河南、山西等地方，而置其他“中原以外”的地方于不问，或一律以蛮夷羌貉视之，这种做法，不是看小中国和中国民族，又是什么呢？当时住在河南、山西等...
4	review	4	manual-check	032.长城还在动呵！.txt	21	西伐匈奴		就刘恕《通鉴外纪》根据皇甫谧《帝王世纪》的说法，我们推算出来的黄帝时代是公元前2694年，也就是距离今天四千六百七十五年，也就是号称的中华五千年。我们回溯这五千年的历史，回溯到五千年前，回溯来回溯去，若是回溯的范围只限于河南、山西等地方，而置其他“中原以外”的地方于不问，或一律以蛮夷羌貉视之，这种做法，不是看小中国和中国民族，又是什么呢？当时住在河南、山西等...
4	review	4	manual-check	032.长城还在动呵！.txt	21	中原地区		就刘恕《通鉴外纪》根据皇甫谧《帝王世纪》的说法，我们推算出来的黄帝时代是公元前2694年，也就是距离今天四千六百七十五年，也就是号称的中华五千年。我们回溯这五千年的历史，回溯到五千年前，回溯来回溯去，若是回溯的范围只限于河南、山西等地方，而置其他“中原以外”的地方于不问，或一律以蛮夷羌貉视之，这种做法，不是看小中国和中国民族，又是什么呢？当时住在河南、山西等...
4	review	4	likely-exclude	032.长城还在动呵！.txt	45	严夷夏之防		所以，在中国的历史上，除了汉朝的娄敬（刘敬）以外，大都对所谓“夷狄”，都误用了“民族”方面驱逐、“文化”方面招降的方法，结果总是没有起色。但是不管有没有起色，中国人反正人人都会说“严夷夏之防”。“防”的结果，甚至清朝晚期派出去的留学生，都明令不准与“洋婆子”通婚——这就是我所说的“种族”驱逐、“文化”招降主义！
4	review	4	likely-exclude	032.长城还在动呵！.txt	63	完全已达		正因为孙中山最为了解帮会主义的限度，所以他在1915年（民国四年）的《通告洪门改组为中华革命党支部函》里，以“文忝属洪门一分子”的资格，明白的宣布：“辛亥一役，满虏政权遂覆。种族目的，完全已达！”这话无异是说，十年前《中国同盟会军政府宣言》中所谓的“驱逐鞑虏”的使命，如今我们“完全已达”了，我们不该再强调“种族”这一点了。
4	review	4	likely-exclude	032.长城还在动呵！.txt	63	文忝属洪门一分子		正因为孙中山最为了解帮会主义的限度，所以他在1915年（民国四年）的《通告洪门改组为中华革命党支部函》里，以“文忝属洪门一分子”的资格，明白的宣布：“辛亥一役，满虏政权遂覆。种族目的，完全已达！”这话无异是说，十年前《中国同盟会军政府宣言》中所谓的“驱逐鞑虏”的使命，如今我们“完全已达”了，我们不该再强调“种族”这一点了。
4	review	4	likely-exclude	032.长城还在动呵！.txt	69	完全已达		但是，所谓“种族目的，完全已达”，并不意味着“真正的民族主义”的“完全已达”。可惜这一点重要的分际，当时（包括今天）的极大多数中国人，并不了解。孙中山在民国八年（1919）手写本《三民主义》中，曾对这一现象深为叹气，他说：
4	review	4	likely-exclude	032.长城还在动呵！.txt	69	真正的民族主义		但是，所谓“种族目的，完全已达”，并不意味着“真正的民族主义”的“完全已达”。可惜这一点重要的分际，当时（包括今天）的极大多数中国人，并不了解。孙中山在民国八年（1919）手写本《三民主义》中，曾对这一现象深为叹气，他说：
4	review	4	likely-exclude	032.长城还在动呵！.txt	85	民族主义		这种真正的“民族主义”的观念，完完全全是西方的观念，换句话说，“民族主义”根本是西化的产品，与中国传统观念完全是两码事。关于这方面的解释，居浩然说得最明白。
4	review	4	likely-exclude	032.长城还在动呵！.txt	97	中华民族者，世界最古之民族，世界最大之民族，亦世界最文明而最大同化力之民族也！然此庞然一大民族则有之，而民族主义则向所未有也！		“中华民族者，世界最古之民族，世界最大之民族，亦世界最文明而最大同化力之民族也！然此庞然一大民族则有之，而民族主义则向所未有也！”
4	review	4	likely-exclude	032.长城还在动呵！.txt	103	民族主义"，也没留下有关“民族主义		一、中国传统上根本没有“民族主义"，也没留下有关“民族主义”的理论。
4	review	4	likely-exclude	033.新物与旧物.txt	133	定要取法于人		“义和团思想”本是一种“仇外症”（Xenophobia）的产物，它的行动表现是彻底的“排外”。孙中山反对这种“排外”的思想，已经说过很多。远在民国元年元旦，他发表《临时大总统就职宣言》，就要求“排外之心理，务一洗而去之”；同年9月，他写《告美国人民书》，发表在纽约的《太阳报》（New York Sun, Sept. 24 1912），也宣布保证新中国不排外；...
4	review	4	likely-exclude	033.新物与旧物.txt	133	义和团思想		“义和团思想”本是一种“仇外症”（Xenophobia）的产物，它的行动表现是彻底的“排外”。孙中山反对这种“排外”的思想，已经说过很多。远在民国元年元旦，他发表《临时大总统就职宣言》，就要求“排外之心理，务一洗而去之”；同年9月，他写《告美国人民书》，发表在纽约的《太阳报》（New York Sun, Sept. 24 1912），也宣布保证新中国不排外；...
4	review	4	manual-check	033.新物与旧物.txt	143	孙（中山）取泰西之学，康（有为）发汉土之微		孙中山六十年的生命中，他有足足三十年的生命，是在国外度过。在这三十年中，他多次环游世界各地，可说是既行了万里路，又读了万卷书。以这样的经历和时间，来亲身认识西方，与西方人士交游，看西方民情政风，所得到的最后果实的丰盛，是可以想象的。我们只要细看孙中山的全部著作，和探讨他的交游状况，我们便可发现：他的见地，得力于西方人士的启迪或借鉴，真是随处可见，举不胜举。为...
4	review	4	manual-check	033.新物与旧物.txt	455	非中国人		林语堂这些运用惊世骇俗的语句，来颂赞孙中山、描写孙中山的说法，最足以表现他那幽默中的严肃。所谓“孙中山非中国人”，当然不是说国籍上“非中国人”，而是指孙中山没有中国人的坏毛病，“若惰性、若奴气、若敷衍、若安命、若中庸、若识时务、若无理想、若无热狂”。孙中山本人，不但没有“老大帝国国民癖气”，相反的，他是一个深受西化欧化的最卓越的现代外国人般的中国人。
4	review	4	manual-check	033.新物与旧物.txt	455	老大帝国国民癖气		林语堂这些运用惊世骇俗的语句，来颂赞孙中山、描写孙中山的说法，最足以表现他那幽默中的严肃。所谓“孙中山非中国人”，当然不是说国籍上“非中国人”，而是指孙中山没有中国人的坏毛病，“若惰性、若奴气、若敷衍、若安命、若中庸、若识时务、若无理想、若无热狂”。孙中山本人，不但没有“老大帝国国民癖气”，相反的，他是一个深受西化欧化的最卓越的现代外国人般的中国人。
4	review	4	manual-check	033.新物与旧物.txt	455	孙中山非中国人		林语堂这些运用惊世骇俗的语句，来颂赞孙中山、描写孙中山的说法，最足以表现他那幽默中的严肃。所谓“孙中山非中国人”，当然不是说国籍上“非中国人”，而是指孙中山没有中国人的坏毛病，“若惰性、若奴气、若敷衍、若安命、若中庸、若识时务、若无理想、若无热狂”。孙中山本人，不但没有“老大帝国国民癖气”，相反的，他是一个深受西化欧化的最卓越的现代外国人般的中国人。
4	review	4	likely-exclude	034.被歪曲的革命家.txt	17	于法律上、经济上、教育上、社会上确认男女平等之原则，助进女权之发展。		“中国人”最不尊重妇女；“西方人”最尊重妇女。孙中山最尊重妇女。他在跟宋庆龄结婚后，公然宣布“我爱我国，我爱我妻”。女性地位的重要，情见乎辞。孙中山一生中，提倡女权的文献极多。早在同盟会政纲中，就有“男女平权”的规定；1925年国民党改组，孙中山也提出：“于法律上、经济上、教育上、社会上确认男女平等之原则，助进女权之发展。”此外在他《提倡女子教育》（民国元年...
4	review	4	manual-check	034.被歪曲的革命家.txt	41	一人蒙垢辱及子孙		“天赋人权胥属平等，自专制者设为种种无理之法制以凌轹斯民而自张其毒焰；于是人民之阶级以生。前清沿数千年专制之秕政，变本加厉，抑又甚焉。若闽粤之蜑户、浙之惰民、豫之丐户，及所谓发功臣暨披甲家为奴，即俗所称义民者，又若薙发者并优倡隶卒等均有特别限制，使不得与民齿。一人蒙垢辱及子孙，蹂躏人权，莫此为甚。当兹共和告成，人道彰明之际，岂容此等苛令久存于民国耶？为此特令...
4	review	4	likely-exclude	034.被歪曲的革命家.txt	65	律之于人人		前面“辞受勋位”的例子，是孙中山高一层次的自处标准，他并没有“律之于人人”。相反的，他对一般人，反倒很考究“权利”与“义务”的相对关系。这由民国三年给吴稚晖的《论草定元勋公民意义书》里可以看出来：“……意以为今度之革命，由政治问题而起，政治问题大抵以权利为基础。言政治而不言权利，不可通之说也，故薄权利而不言者，亦当兼废言政治……然则今日救中国不能不言政治，既...
4	review	4	likely-exclude	034.被歪曲的革命家.txt	65	中国数千年伪善		前面“辞受勋位”的例子，是孙中山高一层次的自处标准，他并没有“律之于人人”。相反的，他对一般人，反倒很考究“权利”与“义务”的相对关系。这由民国三年给吴稚晖的《论草定元勋公民意义书》里可以看出来：“……意以为今度之革命，由政治问题而起，政治问题大抵以权利为基础。言政治而不言权利，不可通之说也，故薄权利而不言者，亦当兼废言政治……然则今日救中国不能不言政治，既...
4	review	4	likely-exclude	034.被歪曲的革命家.txt	77	爱自由若命		曲解“总理遗教”的人，他们最爱引申三民主义中中国人自由太多的意思，而作为压迫自由的借口。殊不知这完全是曲解孙中山的原意。孙中山明明演说过：“我国自有历史以来，人民屈服于专制政府之下，我祖我宗，以至于我之一身，皆为专制之奴隶，受君主之压制，一切不能自由。”（《群策群力尽心国事》）也明明演说过：“我国革命以前，专制严酷，人无自由之权。”（《求建设之学问为全国人民...
4	review	4	likely-exclude	034.被歪曲的革命家.txt	77	爱自由若命者		曲解“总理遗教”的人，他们最爱引申三民主义中中国人自由太多的意思，而作为压迫自由的借口。殊不知这完全是曲解孙中山的原意。孙中山明明演说过：“我国自有历史以来，人民屈服于专制政府之下，我祖我宗，以至于我之一身，皆为专制之奴隶，受君主之压制，一切不能自由。”（《群策群力尽心国事》）也明明演说过：“我国革命以前，专制严酷，人无自由之权。”（《求建设之学问为全国人民...
4	review	4	likely-exclude	034.被歪曲的革命家.txt	81	救亡之策，鼎以为非组织暗杀团体不可。		热爱自由的人了解自由的人，必然同时是尊重别人自由的人。一个人的最后自由是人身的自由、存在的自由，这一点尤其该被起码的尊重。在革命时代，革命党人为了达到革命的目的，曾有暗杀之举，这本是一时的权宜。民国成立以后，当革命党人再提出暗杀的办法来的时候，孙中山立刻表示反对。他在1919年7月1日，曾有答王鼎的信。当时王鼎认为：“救亡之策，鼎以为非组织暗杀团体不可。”可...
4	review	4	likely-exclude	034.被歪曲的革命家.txt	85	少年之辈		传统的“中国人”对付异己的方法，总是孔夫子仗势“诛少正卯”的方法；或是打小报告，告御状，挑得龙颜震怒，借刀杀人。饱受西方容忍异己训练的孙中山，对思想与他不合的人——尤其是“少年之辈”，不主张“用他种手段”，而主张“对付之法，最好与他辩论明白”。他在批某君的信中说：“无政府主义之说，乃发生于最黑暗之专制国；在欧洲往日之俄国、以国（敖按：指意大利）、西班牙等，其...
4	review	4	likely-exclude	034.被歪曲的革命家.txt	85	诛少正卯		传统的“中国人”对付异己的方法，总是孔夫子仗势“诛少正卯”的方法；或是打小报告，告御状，挑得龙颜震怒，借刀杀人。饱受西方容忍异己训练的孙中山，对思想与他不合的人——尤其是“少年之辈”，不主张“用他种手段”，而主张“对付之法，最好与他辩论明白”。他在批某君的信中说：“无政府主义之说，乃发生于最黑暗之专制国；在欧洲往日之俄国、以国（敖按：指意大利）、西班牙等，其...
4	review	4	manual-check	034.被歪曲的革命家.txt	117	爱德乐佛		中国的要人名人们，尤其是一二所谓工于书法的“党国元老”们，最喜欢给人题字署检，附骥者也求之若骛。殊不知这种风气，不是西方的，也是孙中山最反对的。当林正煊等十四个人，写信给孙中山，要求为他们的朋友何慨之著《全国兵工总厂调查改革》一书品题的时候，孙中山却叫秘书爽快的答道：“代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为...
4	review	4	manual-check	034.被歪曲的革命家.txt	117	党国元老		中国的要人名人们，尤其是一二所谓工于书法的“党国元老”们，最喜欢给人题字署检，附骥者也求之若骛。殊不知这种风气，不是西方的，也是孙中山最反对的。当林正煊等十四个人，写信给孙中山，要求为他们的朋友何慨之著《全国兵工总厂调查改革》一书品题的时候，孙中山却叫秘书爽快的答道：“代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为...
4	review	4	manual-check	034.被歪曲的革命家.txt	139	嫡系信徒		我这里写“中国人”对不起孙中山，心中实在不好过，可是不得不说。我是学历史的人，我仔细研究孙中山一生的历史，竟忍不住感到他是一个“孤独”的人。所谓“孤独”，并不是说缺乏人拥护他，缺乏“信徒”和“同志”，或缺乏盲目崇拜他的人。相反的，在“中国人”中，这些人极多极多，甚至全国皆是。我所谓的“孤独”，乃是孙中山的全部的伟大面和深刻面，不能为一般人所全部了解。他们了解...
4	review	4	manual-check	034.被歪曲的革命家.txt	151	今之朱子		五、右派孔子派——这一派的代表者，大都是只会读读四书五经线装书的村夫子，根本不晓得近代西方思潮是怎么回事，硬从本位主义国粹主义上拉孙中山。这一派的手法，跟前一派不同的是：前一派在把孙中山朝上推，直推到“孙中山先生与孔子同坐”；这一派则是把孙中山从下提，直提到“孙中山先生与孔子同坐”，故其结果，则殊途同归。此派若推今日之代表人，请看“今之朱子”钱穆便是。
4	review	4	likely-exclude	034.被歪曲的革命家.txt	153	万国道德会		六、右派释迦派——这是更荒谬的一派。这派的做法是把孙中山“神化”。胡汉民在《三民主义的心物观》里说：“因为见了班禅，更把孙中山先生去比附到释迦一路去，这种因袭的、崇拜偶像的、不革命的心理，实在是要不得。”他又说：“这几年来，运动的方向似乎已有了转变。转变到认识孙中山与马克思之不同，但同一的厄运，变了孙中山先生的孔子化与释迦化。……同时，‘时轮金刚法会’‘西天...
4	review	4	manual-check	034.被歪曲的革命家.txt	169	孙文主义		正因为需要得到“新思想鼓荡之功”，所以对一切旧思想，我们不得不予以排斥。今天谈“孙文主义”的人，他们多半受了戴传贤的影响，故意强调孙中山论及固有文化的一部分，这是很不了解孙中山的，很不了解“孙文主义”中的重要面——西化面的。孙中山一生中，对固有文化的论及，当然有一些，不过大部分是用来举举例，如孔明阿斗之类，伯夷、叔齐、叔孙通之类，并没有用来建立他的现代化建国...
4	review	4	manual-check	034.被歪曲的革命家.txt	169	新思想鼓荡之功		正因为需要得到“新思想鼓荡之功”，所以对一切旧思想，我们不得不予以排斥。今天谈“孙文主义”的人，他们多半受了戴传贤的影响，故意强调孙中山论及固有文化的一部分，这是很不了解孙中山的，很不了解“孙文主义”中的重要面——西化面的。孙中山一生中，对固有文化的论及，当然有一些，不过大部分是用来举举例，如孔明阿斗之类，伯夷、叔齐、叔孙通之类，并没有用来建立他的现代化建国...
4	review	4	manual-check	034.被歪曲的革命家.txt	179	忠孝仁爱信义和平		可是他一会儿又回过去颂扬固有的旧道德了。本来有保守性的读者只记得中山先生颂扬旧道德的话，却不会细想他所颂扬的旧道德都只是几个人类共有的理想，并不是我们这个民族实行最力的道德。例如他说的“忠孝仁爱信义和平”，哪一件不是东西哲人共同提倡的理想？除了割股治病、卧冰求鲤一类不近人情的行动之外，哪一件不是世界文明人类公有的理想？孙中山先生也曾说过：
4	review	4	manual-check	034.被歪曲的革命家.txt	183	要学外国		在这短短一段话里，我们可以看出中山先生未尝不明白在仁爱的“实行”上，我们实在远不如人。所谓“仁爱还是中国的旧道德”者，只是那个道德的名称罢了，中山先生很明白的教人：修身应该学外国人的新文化，仁爱也“要学外国”。但这些话中的话都是一般人不注意的。
2	plausible	0	likely-exclude	001.《李敖全集》自序.txt	43	难以见容与政府	LACW-005|LACW-006|LACW-007	可是李敖没有第二，就好像没有第二个英雄——一边“难以见容与政府”，一边“他的看法仍然和我们有出入”——一样。做为一个来自白山黑水的人、做为一个五叶神驰于人类忧患的人、做为一个思想才情独迈千古的人，我实在“生不逢时”。严格的说，我根本不属于这个时代，就好像耶稣不属于那个时代一样。我本该是五十年后才降世的人，因为我的境界，在这个岛上，至少超出五十年。我同许多敌友，不是“相见恨晚”，而是“相见恨早”。今天的窘局，只是他们妈妈小产和我妈妈早生的误差。这一误差，凑合了许多根本不该碰面的人碰在一起。也许，只有从这个谑画的角度来看我难以见容于这个岛，大家才舒服一点、开展一点，而做为“人民公敌”的我，也能苟活一点。
2	plausible	0	likely-exclude	001.《李敖全集》自序.txt	43	人民公敌	LACW-005|LACW-006|LACW-007	可是李敖没有第二，就好像没有第二个英雄——一边“难以见容与政府”，一边“他的看法仍然和我们有出入”——一样。做为一个来自白山黑水的人、做为一个五叶神驰于人类忧患的人、做为一个思想才情独迈千古的人，我实在“生不逢时”。严格的说，我根本不属于这个时代，就好像耶稣不属于那个时代一样。我本该是五十年后才降世的人，因为我的境界，在这个岛上，至少超出五十年。我同许多敌友，不是“相见恨晚”，而是“相见恨早”。今天的窘局，只是他们妈妈小产和我妈妈早生的误差。这一误差，凑合了许多根本不该碰面的人碰在一起。也许，只有从这个谑画的角度来看我难以见容于这个岛，大家才舒服一点、开展一点，而做为“人民公敌”的我，也能苟活一点。
2	plausible	0	likely-exclude	001.《李敖全集》自序.txt	43	他的看法仍然和我们有出入	LACW-005|LACW-006|LACW-007	可是李敖没有第二，就好像没有第二个英雄——一边“难以见容与政府”，一边“他的看法仍然和我们有出入”——一样。做为一个来自白山黑水的人、做为一个五叶神驰于人类忧患的人、做为一个思想才情独迈千古的人，我实在“生不逢时”。严格的说，我根本不属于这个时代，就好像耶稣不属于那个时代一样。我本该是五十年后才降世的人，因为我的境界，在这个岛上，至少超出五十年。我同许多敌友，不是“相见恨晚”，而是“相见恨早”。今天的窘局，只是他们妈妈小产和我妈妈早生的误差。这一误差，凑合了许多根本不该碰面的人碰在一起。也许，只有从这个谑画的角度来看我难以见容于这个岛，大家才舒服一点、开展一点，而做为“人民公敌”的我，也能苟活一点。
2	plausible	0	manual-check	018.避祸学大纲.txt	59	避祸学	LACW-070	以上一十有五法，为扶余李氏“避祸学”大纲。凡今之英雄英雌狗雄狗雌，想乱世苟免见祸必辞者，必须任选一种或两种躬自行之，运用之妙，存乎一心。如运用不妙，露出马脚，则活该倒霉，罚读佛经去讫。与“避祸学”的祖师爷——买空卖空的李敖哥哥——固无涉也！
2	plausible	0	manual-check	023.“非法出精”的讨论.txt	21	不犯罪	LACW-080|LACW-081|LACW-082	有人专门喜欢她们这种吱吱喳喳的骚劲儿，我非神父，当然也未能免俗，只是年来看破红尘，颇萌出世之想，出世未成，遁世倒做到了：独个儿迁居碧潭，与埤腹慎思堂遥遥相对，令人油然而起仰止之忱，且自思神父可独身，为什么我不能？Quo Vadis中那个不信教的名士向那个基督徒说：“我们也有我们的死法”，套他的话，我也可以说：“我们（异端）也有我们的独身方法”。我反对娼妓制度；反对“不愧衾”式的理学家禁欲法；反对中国这种“一与之齐，终身不改”式的浆糊式的婚姻，但我同时又找不到开化的爱情至上的女人来做爱；找不到逼真的橡皮女人来性交，只好仍旧过着“李敖式的自淫生活”，这就是人生，我忽然想到动物园中那只自遣而手淫的黑猩猩，人与它们有什么不同？Hemingway在他的“God Rest you Merry,Gentleman”中记那个小
2	plausible	0	manual-check	023.“非法出精”的讨论.txt	21	非法出精	LACW-080|LACW-081|LACW-082	有人专门喜欢她们这种吱吱喳喳的骚劲儿，我非神父，当然也未能免俗，只是年来看破红尘，颇萌出世之想，出世未成，遁世倒做到了：独个儿迁居碧潭，与埤腹慎思堂遥遥相对，令人油然而起仰止之忱，且自思神父可独身，为什么我不能？Quo Vadis中那个不信教的名士向那个基督徒说：“我们也有我们的死法”，套他的话，我也可以说：“我们（异端）也有我们的独身方法”。我反对娼妓制度；反对“不愧衾”式的理学家禁欲法；反对中国这种“一与之齐，终身不改”式的浆糊式的婚姻，但我同时又找不到开化的爱情至上的女人来做爱；找不到逼真的橡皮女人来性交，只好仍旧过着“李敖式的自淫生活”，这就是人生，我忽然想到动物园中那只自遣而手淫的黑猩猩，人与它们有什么不同？Hemingway在他的“God Rest you Merry,Gentleman”中记那个小
