score	file	line	text	same_line_export_ids	context
4	012.女性——牌坊要大，金莲要小.txt	113	以身殉母		孝子牌坊大都是给“殉母”的孝子立的。《二十年目睹之怪现状》小说里，就记有这种孝子，原来不是什么“以身殉母”，而是因纵欲过度死在妓院里的“火山孝子”。这小说中的孝子，确有其人，名叫岑德固，是请求西太后让他“做一看家恶犬”的大官岑春煊的儿子。他被旌表成孝子，是官官相护的大官张之洞、端方等联名请求的，旌表以后，他的事迹宣付国史馆，当然不包括命丧青楼在内。
4	012.女性——牌坊要大，金莲要小.txt	113	做一看家恶犬		孝子牌坊大都是给“殉母”的孝子立的。《二十年目睹之怪现状》小说里，就记有这种孝子，原来不是什么“以身殉母”，而是因纵欲过度死在妓院里的“火山孝子”。这小说中的孝子，确有其人，名叫岑德固，是请求西太后让他“做一看家恶犬”的大官岑春煊的儿子。他被旌表成孝子，是官官相护的大官张之洞、端方等联名请求的，旌表以后，他的事迹宣付国史馆，当然不包括命丧青楼在内。
4	015.欢喜佛.txt	43	多人与兽合		正写出“观音之化身”是表现在“象头人身”的造型上。前面引的文献中，所谓“与一巨牛交”、所谓“数人伏于牛身”、所谓“多人与兽合”、所谓“作人兽交媾状”、所谓“有男与雌兽交者”、所谓“有女与雄兽交者”，都是对“兽交”的一种拟神化。
4	015.欢喜佛.txt	43	观音之化身		正写出“观音之化身”是表现在“象头人身”的造型上。前面引的文献中，所谓“与一巨牛交”、所谓“数人伏于牛身”、所谓“多人与兽合”、所谓“作人兽交媾状”、所谓“有男与雌兽交者”、所谓“有女与雄兽交者”，都是对“兽交”的一种拟神化。
4	015.欢喜佛.txt	43	数人伏于牛身		正写出“观音之化身”是表现在“象头人身”的造型上。前面引的文献中，所谓“与一巨牛交”、所谓“数人伏于牛身”、所谓“多人与兽合”、所谓“作人兽交媾状”、所谓“有男与雌兽交者”、所谓“有女与雄兽交者”，都是对“兽交”的一种拟神化。
4	015.欢喜佛.txt	43	有男与雌兽交者		正写出“观音之化身”是表现在“象头人身”的造型上。前面引的文献中，所谓“与一巨牛交”、所谓“数人伏于牛身”、所谓“多人与兽合”、所谓“作人兽交媾状”、所谓“有男与雌兽交者”、所谓“有女与雄兽交者”，都是对“兽交”的一种拟神化。
4	015.欢喜佛.txt	43	有女与雄兽交者		正写出“观音之化身”是表现在“象头人身”的造型上。前面引的文献中，所谓“与一巨牛交”、所谓“数人伏于牛身”、所谓“多人与兽合”、所谓“作人兽交媾状”、所谓“有男与雌兽交者”、所谓“有女与雄兽交者”，都是对“兽交”的一种拟神化。
4	015.欢喜佛.txt	43	作人兽交媾状		正写出“观音之化身”是表现在“象头人身”的造型上。前面引的文献中，所谓“与一巨牛交”、所谓“数人伏于牛身”、所谓“多人与兽合”、所谓“作人兽交媾状”、所谓“有男与雌兽交者”、所谓“有女与雄兽交者”，都是对“兽交”的一种拟神化。
4	016.中国民族“性”.txt	7	帝王家谱		中国历史家的专家作品很可怜，他们穷毕生之力，写的东西，竟大都是“相斫书”、是“帝王家谱”、是“统治者起居注”，却不是民族的活动史。换句话说，这种专家的毛病，横批八字可尽——眼有牛角，目无全牛。
4	016.中国民族“性”.txt	7	统治者起居注		中国历史家的专家作品很可怜，他们穷毕生之力，写的东西，竟大都是“相斫书”、是“帝王家谱”、是“统治者起居注”，却不是民族的活动史。换句话说，这种专家的毛病，横批八字可尽——眼有牛角，目无全牛。
4	016.中国民族“性”.txt	107	女子男饰	LADXT-133,LADXT-134	在现代方法的妙用下，历史万象虽多，其实不乏理路可寻。例如真的专家，一眼就可以看出《易经》中的“咸卦”等卦是描写性交姿势的；《诗经》中《褰裳》里说的“且”字是男人生殖器；《周礼》中《地官》里“令会男女”、“奔者不禁”的话是一种“交配季”（mating season）、一种“节期杂交”（feast promiscuity）；《老子》中的“元牡”是女人生殖器；《论...
4	016.中国民族“性”.txt	113	国情不同		所谓“礼仪之邦”的“国情不同”，以及所谓“有伤风化”的管制法令等等，都不足作为上述这些“性空气不清洁”的护符，一切的护符，都更会增助我们耻辱的标记——那跟西方文明社会比起来，“性水准低落”的耻辱标记。
4	016.中国民族“性”.txt	113	礼仪之邦		所谓“礼仪之邦”的“国情不同”，以及所谓“有伤风化”的管制法令等等，都不足作为上述这些“性空气不清洁”的护符，一切的护符，都更会增助我们耻辱的标记——那跟西方文明社会比起来，“性水准低落”的耻辱标记。
4	016.中国民族“性”.txt	113	性水准低落		所谓“礼仪之邦”的“国情不同”，以及所谓“有伤风化”的管制法令等等，都不足作为上述这些“性空气不清洁”的护符，一切的护符，都更会增助我们耻辱的标记——那跟西方文明社会比起来，“性水准低落”的耻辱标记。
4	016.中国民族“性”.txt	113	有伤风化		所谓“礼仪之邦”的“国情不同”，以及所谓“有伤风化”的管制法令等等，都不足作为上述这些“性空气不清洁”的护符，一切的护符，都更会增助我们耻辱的标记——那跟西方文明社会比起来，“性水准低落”的耻辱标记。
4	017.人能感动蝙蝠论.txt	5	人事感天	LADXT-058,LADXT-059,LADXT-060	中国人怎样想什么，七想八想，其中妙的很多。最妙的一则是，中国人相信“人事感天”，相信自然现象有时是受了人的感动而生，感动到火候十足的时候，可以“惊天地、泣鬼神”，可以“天雨粟、乌白头”，可以“天地含悲、风云动色”。
4	017.人能感动蝙蝠论.txt	13	人事感人		其实不怪顾炎武，顾炎武只不过师承前代那些大儒和大理论。前代那些大儒和大理论认为“人事感人”，所谓“天”，从广义解释，上自老天爷，下至一条猪，都无一不可以感动、无一不受人的“掌风”。
4	017.人能感动蝙蝠论.txt	33	丑类实繁，无虑千百，岁月滋久，势不可驱。		柳应聘在《先师庙驱蝠记》大作里说，一座孔庙里，因为有容乃大，结果容来了许多蝙蝠，“丑类实繁，无虑千百，岁月滋久，势不可驱。”大家“咸为积愤，而无如之何也”！于是有“学政詹先生”来，十天斋戒，“又遣投蝠以食，而誓之一似昌黎（韩愈）谕鳄之旨。”于是，蝙蝠飞走了。还有个“学正黄先生”，也在这类庙中学韩愈方法，“以文谕之”，蝙蝠看了他的文章，也统统飞走了。
4	017.人能感动蝙蝠论.txt	33	又遣投蝠以食，而誓之一似昌黎（韩愈）谕鳄之旨。		柳应聘在《先师庙驱蝠记》大作里说，一座孔庙里，因为有容乃大，结果容来了许多蝙蝠，“丑类实繁，无虑千百，岁月滋久，势不可驱。”大家“咸为积愤，而无如之何也”！于是有“学政詹先生”来，十天斋戒，“又遣投蝠以食，而誓之一似昌黎（韩愈）谕鳄之旨。”于是，蝙蝠飞走了。还有个“学正黄先生”，也在这类庙中学韩愈方法，“以文谕之”，蝙蝠看了他的文章，也统统飞走了。
4	017.人能感动蝙蝠论.txt	45	我们县里虎狼是出境了。这头老虎，一定是别的县里过路的！	LADXT-136	在韩愈小的时候，一个“人能感动动物论”的先进冯希乐，一天，去拜访县太爷。县太爷请他吃饭，酒席上，冯希乐拍县太爷马屁，说你太伟大了，你“仁风所感，虎狼出境”！县太爷听了，很高兴。正在这时候，有小的跑来报告，说不得了了，昨天晚上有老虎吃了人了！县太爷一急，转过头来质问冯希乐：“你不说‘仁风所感，虎狼出境’了吗？”冯希乐不慌不忙，回县太爷的 话，他说：“我们县里虎...
4	018.人能感动老虎论.txt	35	先是郡多猛兽为暴，谦至，绝迹。		三、《南史·孙谦传》：“先是郡多猛兽为暴，谦至，绝迹。”
4	018.人能感动老虎论.txt	37	郡多猛兽，常设陷阱，昭命去陷阱，猛兽竟不为害。		四、《南史·傅昭传》：“郡多猛兽，常设陷阱，昭命去陷阱，猛兽竟不为害。”
4	018.人能感动老虎论.txt	39	旧多猛兽为暴。晔为政六年，此暴遂息。		五、《南史·萧晔传》：“旧多猛兽为暴。晔为政六年，此暴遂息。”
4	018.人能感动老虎论.txt	41	旧多猛兽为暴，及象任州日，四猛兽死于郭外，自是宁息。		六、《南史·萧象传》：“旧多猛兽为暴，及象任州日，四猛兽死于郭外，自是宁息。”
4	018.人能感动老虎论.txt	43	霍山多虎，撷茶者病之。治机阱，发民迹射，不能止。绅至，尽去之，虎不为暴。		七、《唐书·李绅传》：“霍山多虎，撷茶者病之。治机阱，发民迹射，不能止。绅至，尽去之，虎不为暴。”
4	018.人能感动老虎论.txt	45	县有虎伤人，俨斋沐告于神，虎遁去。		八、《明史·胡俨传》：“县有虎伤人，俨斋沐告于神，虎遁去。”
4	018.人能感动老虎论.txt	49	郡有虎患，岁又旱蝗。祷于神，大雨二日，蝗尽死，虎亦遁去。		十、《明史·谢子襄传》：“郡有虎患，岁又旱蝗。祷于神，大雨二日，蝗尽死，虎亦遁去。”
4	019.鼓声咚咚的中国之音.txt	5	鼓以救之	LADXT-073,LADXT-074	中国的鼓，远在有文字以前就出现了①。随着文化的进步，鼓的演变，也愈来愈复杂。开始有管鼓、教打鼓的官，叫“鼓人”②，以八面③“雷鼓”祀天神，以六面“灵鼓”助社祭，以四面“路鼓”享宗庙，以及打仗有“鼖鼓”④，做工有“鼛鼓”⑤，前者声音又大又快，可助军威；后者声音又小又慢，有工慢慢做，因为“用民之力，宜缓不宜急”。所以这种鼓，是种磨洋工的鼓。在日食月食的时候，要用...
4	019.鼓声咚咚的中国之音.txt	7	置鼓下，将斩之。		鼓对当权者而言，既然这么密不可分，它就成为一种权威的象征。汉光武皇帝抓起韩歆，“置鼓下，将斩之。”⑨要杀人为什么放在鼓下面？鼓声响起和人头落地，是此起彼落的关系啊！
4	019.鼓声咚咚的中国之音.txt	45	禹……立谏幡，陈建鼓。		《路史》：“禹……立谏幡，陈建鼓。”
4	019.鼓声咚咚的中国之音.txt	53	太兴元年六月戊戌，初置谏鼓谤木。		《晋书·元帝本纪》：“太兴元年六月戊戌，初置谏鼓谤木。”
4	019.鼓声咚咚的中国之音.txt	87	显庆五年八月，有人赍鼓于庙堂。诉上，令东都置登闻鼓，西京亦然		《唐会要》里记高宗“显庆五年八月，有人赍鼓于庙堂。诉上，令东都置登闻鼓，西京亦然”。这是7世纪660年的事，明明指出由于“有人赍鼓于庙堂”，才有登闻鼓的设立。反证以前的登闻鼓制度，早已中绝。
4	019.鼓声咚咚的中国之音.txt	95	黄袍加身		到了10世纪，五代后周世宗时候，有“抱屈人”带着鼓到皇宫敲鼓喊冤，皇帝知道了，“遂令东西都各置登闻鼓”。周世宗是五代最开明的皇帝，但是很短命，第二年，他三十九岁就死了。一死就被赵匡胤“黄袍加身”，创立了宋朝，赵匡胤变成了宋太祖；宋太祖又被弟弟赵匡义“烛影斧声”，抢去老大一支的继承权，成了宋太宗。他把“理检司”这衙门改成“登闻院”。“又置鼓于禁门外，以达下情，...
4	019.鼓声咚咚的中国之音.txt	97	景德四年五月，改登闻鼓院于阙门之前。		11世纪，宋太宗的儿子宋真宗，改“鼓司”为“登闻鼓院”。《玉海》记载：“景德四年五月，改登闻鼓院于阙门之前。”再据宋朝人写的《燕翼贻谋录》：
4	019.鼓声咚咚的中国之音.txt	185	谨按易称鼓之雷霆，圣人则之，不知谁所作也。		①应劭《风俗通》说：“谨按易称鼓之雷霆，圣人则之，不知谁所作也。”《黄帝内传》说黄帝伐蚩尤，元女做鼓八十面，当然不可信。
4	019.鼓声咚咚的中国之音.txt	215	设登闻鼓于都察院门首，每日轮流御史一员监值。		(16)金朝海陵王正隆二年（1157）置登闻鼓院；元朝世祖至元十二年（1257）立登闻鼓；明朝十三道御史轮值登闻鼓；《大清会典》卷三十七说：“状内事情必关军国重务大贪大恶奇冤异惨，方许击鼓”；又说：“设登闻鼓于都察院门首，每日轮流御史一员监值。”
4	020.一种失传了的言论道具.txt	31	太兴元年六月戊戌，初置谏鼓谤木。		《晋书·元帝本纪》：“太兴元年六月戊戌，初置谏鼓谤木。”
4	020.一种失传了的言论道具.txt	61	大路交衢悉施焉。……以表识衡路。		“华”就是“花”，“状如华”就是“状如花”。桔槔是一直一横，很像十字架，也像十字路口的路牌，所以说：“大路交衢悉施焉。……以表识衡路。”这种路牌式的指向作用，是从“诽谤之木”变出来的。“诽谤之木”本来可能只是落地的一块大木，后来升高了，放在柱子上，变成“以横木交柱头”，高到可望而不可即，高到只有容纳忠言的象征，却不允许你进忠言了。更进一步，为了粉饰、为了壮观...
4	020.一种失传了的言论道具.txt	85	善类于是尽矣	LADXT-090,LADXT-091	这里记录的皇帝的话，所谓“言之当者，朕有厚赏；言之不当，朕不加罪”，是中国传统上设立“诽谤之木”的一番美意。只有“言之不当，朕不加罪”的大前提能保障，才有真话可言，这就是汉朝路温舒说的“诽谤之罪不诛，而后良言进”。否则大鸣大放一阵，结果却“善类于是尽矣”！这种“不加罪”，是无条件的，不能先立下“要相忍为安”、“要动机纯正”、“要善意批评”、“要有建设性意见”...
4	020.一种失传了的言论道具.txt	85	要善意批评	LADXT-090,LADXT-091	这里记录的皇帝的话，所谓“言之当者，朕有厚赏；言之不当，朕不加罪”，是中国传统上设立“诽谤之木”的一番美意。只有“言之不当，朕不加罪”的大前提能保障，才有真话可言，这就是汉朝路温舒说的“诽谤之罪不诛，而后良言进”。否则大鸣大放一阵，结果却“善类于是尽矣”！这种“不加罪”，是无条件的，不能先立下“要相忍为安”、“要动机纯正”、“要善意批评”、“要有建设性意见”...
4	021.记一个不合作主义者.txt	9	倘相忆，顾此〔牙〕如见汝夫。	LADXT-092	李二曲的父亲叫李可从，身体很好，慷慨有大志，外号叫“李壮士”。李自成打到河南，一个叫孙兆禄的小官，约他一起去打李自成，他告诉了太太彭孺人，太太听了，说：“吾向虑君无由为人出死力、建奇功、立名当代，不意其有今日。急行，毋以妻子恋！”李可从拔了一颗牙，给太太做纪念，说：“倘相忆，顾此〔牙〕如见汝夫。”就骑马走了。不久，在襄城出战李自成，孙兆禄被打死在地上，李可从...
4	021.记一个不合作主义者.txt	17	不守孟子家法	LADXT-095	这时候，已是清朝康熙九年（1670）的冬天了，明朝崇祯皇帝已殉国26年了，也就是说，清朝已经统治二十六年了。对这个他所不赞成的政权，李二曲始终不肯合作。当道的大官人礼贤下士，到他家里拜访他，他拒绝不掉，勉强见了一面，可是他不肯回拜，他说，他是老百姓，“庶人不可入公府也！”大官人再去拜访他，他不肯见了。送他的“馈遗”，送了十次他也不收。有人问他是不是太无礼、太...
