source_file	line	context
024.一本不了解原著的译作（孙国栋）.txt	25	或者有人会说：“柏杨指司马光维护既得利益阶层的奴性，是就其思想意识而言，不是就其行事而言。”好，在我未指出柏杨译文的错误之前，先在此简单地一述司马光的思想，看他是否为维护某既得利益阶层，并顺便说明《通鉴》一书的主导精神。因限于篇幅，只能扼要一说。
024.一本不了解原著的译作（孙国栋）.txt	27	司马光不是思想家，他是参与实际行政的政治家与史学家，他并无杰出的政治理论，其思想非常平实；但他是个极有原则性的人，对政治抱一贯的主张。他虽无自述政治思想的专著，但从二百九十四卷《资治通鉴》中，分析他对史料的取舍安排，观察他叙事的详略轻重，再配合他的议论及参照他的其他著作，亦不难找出他政治思想的系统。
024.一本不了解原著的译作（孙国栋）.txt	29	司马光认为社会人群之能结合、发属，乃依赖一常道。此常道是古今不变的。他的理论非常直截了当。他说：“古之天地，有以异于今乎？天地不易也，日月无变也，万物自若也，性情如故也，道何为而独变哉？”（《司马文正公传家集》卷七十四迂书辨庸）
024.一本不了解原著的译作（孙国栋）.txt	31	此道既是古今人群结合不变的常道，然则此道的性质如何？司马光于批评萧何建未央宫欲以壮丽重威时说：“王者以仁义为丽，道德为威，未闻其以宫室镇服天下也。”（《通鉴》卷十一，汉高帝七年）可见司马光所指的“道”，是以仁义为体之“道”。
024.一本不了解原著的译作（孙国栋）.txt	35	“礼”何以具此效能？因为礼制透过名与器以分别社会成员身份的贵贱、尊卑、亲疏、上下，而使各人各尽其位分所当为，然后得上下相维、内外相制、如纲之有纲，丝之有纪（见《文正集》卷六上体要疏）。这个自上而下，由尊达卑的行政系统，称曰纪纲。司马光极重视纪纲，以为纪纲一乱，大乱即随之。所以《通鉴》托始于周威烈王二十三年，此年周天子命晋大夫魏斯、赵籍、韩虔为诸侯。三大夫剖分晋国，暴蔑其君，天子不但不能诛伐，凡宠秩之使列为诸侯，是周天子自坏其纪纲。纪纲既乱，天下以智力相雄长，战国之乱，实始于此。
024.一本不了解原著的译作（孙国栋）.txt	37	然则纪纲如何可以维持？司马光虽无明言，但统观《通鉴》叙事之取舍轻重，大约可归纳为几点：
024.一本不了解原著的译作（孙国栋）.txt	39	一、重教化以培养社会的根基。因为礼制的维持赖社会大众的观念，观念因风俗而强固，而善良风俗的培成在教化。所以教化是维持礼制的基础，所谓“基广则难倾、根深则难拔、理节则不乱、胶结则不迁。”（《通鉴》卷八十九，晋愍帝建兴四年）
024.一本不了解原著的译作（孙国栋）.txt	41	二、推诚信。《通鉴》中凡以诚信处事的史实必详叙，如齐桓公不背曹沫之盟、晋文公不贪伐原之利、魏文侯不弃虞人之期、秦孝公不废徙木之赏。司马光力加赞许并加详述；凡以权谋而获利于一时的，《通鉴》必力斥而特详述其祸害于后。
024.一本不了解原著的译作（孙国栋）.txt	43	三、循名责实。司马光说：“夫要道之本，正己而已矣，平直真实者正之主也。故德必核其真然后授其位，能必核其真然后授其事，功必核其真然后授其赏，罪必核其实然后授其刑，行必核其实然后贵之，言必核其实然后信之，物必核其真然后用之，事必核其真然后修之。故众正积于上，万事实于下，先王之道，如斯而已矣。”（《通鉴》卷二十九，汉元帝建昭二年）
024.一本不了解原著的译作（孙国栋）.txt	45	四、信赏必罚、不姑息、不因循。既贵循名责实，于是主张信赏必罚自为必然的推论。所以司马光最重刑赏。他说：“夫有功不赏、有罪不罚，虽尧舜不能为治，况他人乎。”（《通鉴》卷一零四，晋孝武帝太元五年）故《通鉴》凡于刑赏失当之处，无不着论以非之。刑赏失当，偷取一时之安谓之姑息，司马光最恨姑息（见《通鉴》卷二二零，唐肃宗乾元元年论以侯希逸为平卢军使事）。
024.一本不了解原著的译作（孙国栋）.txt	49	六、法制在简要而不烦苛。因为纪纲之立，在上者执其大纲，如果法制太烦，就易限于丛脞，至上下职分不明，统驭失序。所以《通鉴》引叔向之言曰：“国将亡，必多制。”（《通鉴》卷五十七，汉灵帝熹平四年）司马光反对安石新法，这点观念是原因之一。
024.一本不了解原著的译作（孙国栋）.txt	51	七、重大理而轻小仁。司马光所信服的常道是以仁义为体，而结构社会则赖礼制，礼制的执行为纪纲，仁心诉于感情，纪纲的维持诉于理性，当私情小仁与大理相背时，《通鉴》必贬私情而尊大理。
024.一本不了解原著的译作（孙国栋）.txt	53	以上几端是司马光认为维持纪纲之道。
024.一本不了解原著的译作（孙国栋）.txt	55	纪纲的执行，在司马光的观念中既是由上而下的，愈在上位的人，权利愈大，责任亦愈重，所以君主的责任最重。司马光说：“人君者，视天下一事不治以为己过，有一民失所以为己忧。”（《温公文集》卷四十六，奉养上殿札子）晚唐时朋党相争，唐文宗叹息说：“去河北贼易，去朝廷朋党难。”《通鉴》责文宗说：“夫木腐而蠹生，醯酸而蚋集。故朝廷有朋党，则人主当自咎而不当以咎群臣。”（《通鉴》卷二四五，太和八年）他认为人君既居最崇之位，掌最大之权，负最重之责，故亦应具最高之德。
024.一本不了解原著的译作（孙国栋）.txt	57	他标举出人君之三大德：仁、明、武。仁、明二德易懂，武德较难懂，司马光特别解释说：“武者非强亢暴戾之谓也，惟道所在，断之不疑，奸不能惑，佞不能移，此人君之武也。”（《司马文正集》卷二《陈三德上殿札子》）
024.一本不了解原著的译作（孙国栋）.txt	59	他又特别指出，人君能武，则易流于专断，专断则不恤人言，不恤人言则上下不交，上下不交则政事必败坏。所以《通鉴》中凡君主纳谏必加赞许，于群臣的谏章，采录最详，他认为君臣之间，应“和”而不“同”，而人君每喜人之同于己，错认“同”为“和”，此毫厘之差，关系至大，司马光于此特别分辨。（《温公文集》卷七应昭言朝政阙失状）
024.一本不了解原著的译作（孙国栋）.txt	61	统观二百九十四卷《通鉴》，实贯穿着一个鲜明的政治观念，用司马光的话说是：“守道自强”（拙作《资治通鉴所表现的政治观念》一文对司马光的政治思想所述较详细，载中央研究院《国际汉学会议论文集》，可供参考）。
024.一本不了解原著的译作（孙国栋）.txt	63	司马光的政治思想大体如此。我以为它的缺点有四：一是尊君太过；二是由上而下的纪纲观念太严；三是对大理的要求太苛而体谅人情不足；四是视社会的结构太单调。
024.一本不了解原著的译作（孙国栋）.txt	65	他的思想近荀卿而远孟子，所以他有《疑孟》之作。用现代人的观点，他是缺乏民主情调。此可能因为北宋承唐末五代藩镇之乱、纪纲废弛之后，所以司马光特别尊崇中央，重视纪纲。这正是时代的反映。但他一切以生民为重。他爱国家、爱生民之心则是极真诚肫挚，不容诬蔑的。柏杨先生说司马光只有强烈的维护既得利益阶层的奴性，这是对司马光一无所知而又勇于做谎言之故。
024.一本不了解原著的译作（孙国栋）.txt	69	既稍述明司马光的政治思想，现在来看看柏杨先生的译文。
024.一本不了解原著的译作（孙国栋）.txt	71	《通鉴》叙事开始于周威烈王二十三年。司马光于“初命晋大夫魏斯、赵籍、韩虔为诸侯”十四字之后立即附加一段议论。这是《通鉴》第一条议论。柏杨先生下笔译《通鉴》便译此段，理应是最用心、最谨慎的。不料错误之多，使人不能相信，现将《通鉴》原文和柏杨先生的译文逐段抄出，两者对照，加以讨论。
024.一本不了解原著的译作（孙国栋）.txt	75	《资治通鉴》原文：“臣闻天子之职，莫大于礼，礼莫大于分，分莫大于名。何谓礼？纪纲也；何谓分？君臣是也；何谓名？公、侯、卿、大夫是也。”
024.一本不了解原著的译作（孙国栋）.txt	81	一、第二句“礼莫大于分”。柏杨先生把“分”译作“官位”，这是错误。“分”不是“官位”，“分”含有“分际”、“位分”、“身分”、“名分”等含义。“分”读去声。通常说“父子之分”“夫妻之分”或“分属父子”“分属夫妻”与此处的“分”同义。因为礼必须分别亲疏、上下、尊卑、贵贱，进而确定各人不同的位分，然后礼制才可以建立，如果各人的位分全无分别，如何能构成礼制呢？所以说“礼莫大于分”。意思是说“礼制最重要的是分别各人不同的位分”。柏杨先生不明此意，译“分”为“官位”，于是下面凡有与“分”字连带的句子，便全部不知所云。
024.一本不了解原著的译作（孙国栋）.txt	91	司马光这段话把通常所用的“名分”一词分为“分”与“名”两层次，意义比较深些，柏杨先生竟不懂，以致句句译错！
024.一本不了解原著的译作（孙国栋）.txt	99	柏杨先生这段译文的大毛病在于精神与原文完全不相契会。原文“贵以临贱”的“贵”字不应译为“权贵”。因“权贵”一词在史学上通常指专横不守法度的王公贵人；所谓“贱”，是指在下位，亦非“贫贱”之意。司马光绝不会主张一些专横不守法度的权贵骑在人民头上的，我们看上面所述的司马光的政治思想可知，如果司马光果然主张专横不守法的权贵骑在人民头上，则这部《通鉴》不成为“资治”的通鉴。“层层控制”一词，亦与原文意思不合。所以译书必须与原作者的思想精神有所契会，不然绝不能传达出原作者的真意。
024.一本不了解原著的译作（孙国栋）.txt	103	《通鉴》原文：“……《春秋》抑诸侯，尊王室，王人虽微；序于诸侯之上，以是见圣人于君臣之际，未尝不惓惓也。非有桀纣之暴，汤武之仁，人归之，天命之，君臣之分，当守节伏死而已。……诚以礼之大节不可乱也。故曰礼莫大于分也。”
024.一本不了解原著的译作（孙国栋）.txt	109	一、原文“王人虽微，序于诸侯之上。”所谓“王人”在周代是指周天子的卿士。秦汉以后，史书上引用是指中央政府的官员，都不是指“皇亲国戚”。“微”是指官位“低微”，而不是指“不成才”。这两句话于史书常用，表示尊重中央的意思。柏杨先生竟译为“凡是皇亲国戚，即令再不成才，也要把他摆在封国国君上面。”司马光即使再愚昧，也不至于此，这是译者的无知。
024.一本不了解原著的译作（孙国栋）.txt	111	二、原文“君臣之分，当守节伏死而已。”柏杨译为：“否则君王、官员、人民之间的名分当永远保持，并且不惜为保持这种名分，牺牲自己的生命！”柏杨把“君王”、“官员”和“人民”三者永远分开，这不是司马光的意思。司马光只说“君与臣”，并无说及“人民”之意。因为在司马光的观念中，君与臣之间是存有一道不可逾越的界线，除非君主极不仁，不然连革命都不该。但官员与人民之间却无此界线。我国自战国以后，布衣卿相的局面已成，大部分官员都从平民而来，尤其到了宋代，社会门第已消融，科举已盛行，政府官员十之八九都由平民出身。（拙著《唐宋之际社会门第之消融》一文有评论，并有统计数字，可供参考。见拙著《唐宋史论丛》。）司马光本人即由进士出身，他怎么会说君王、官员、人民之间的名分当永远保持呢？柏杨先生随意加上“人民”两字，便泄露出他对中国历史认识的浅薄与对司马光思想全无了解。
024.一本不了解原著的译作（孙国栋）.txt	113	三、此段最后一句，原文“故曰：礼莫大于分也。”柏杨先生上面已错译“分”为“官位”，此处更进一步错译为“所以礼教中最重要的是官位不变”。这一句真译得荒唐之至。自秦汉以后，官员迁调升降无常，官位随时变迁，柏杨先生能在秦汉以后找出一位官员永不变迁的官员吗？司马光就由奉礼郎签苏州判官的小官，经多少次迁转然后当尚书左仆射兼门下侍郎（即宰相），他会说“礼教中最重要的是官位不变”吗？他这句话只是重复上文所说的“礼制最重要的是分别各人不同的位分”呀！
024.一本不了解原著的译作（孙国栋）.txt	123	一、原文“非名不著，非器不形，名以命之，器以别之”四句的意思是：“礼”是抽象的，它必须透过名号和实物才能具体的表现出来，没有名号和实物做为标志，就无从表现礼制。譬如“诸侯”和“大夫”名号不同，他们的服饰标志亦不同，此所谓“名以命之，器以别之”。
024.一本不了解原著的译作（孙国栋）.txt	131	《通鉴》原文：“……夫事未有不生于微而成于著，圣人之虑远，故能谨其微而治之；众人之识近，故必待其著而后救之……易曰：‘履霜坚冰至’，书曰：‘一日二日万几’谓此类也。……”
024.一本不了解原著的译作（孙国栋）.txt	135	司马光这段话是要人“防微杜渐”，他说任何事物开始甚微，渐渐成长而显著，所以救患要于开始微小时着手，不要待祸患已形成再来补救，所以他引《易经》“履霜坚冰至”（当你踏到霜的时候就应该警惕冰雪会来）；又引《书经》“一日二日万几”（几是几微之意，要时时戒惧万事开端几微之处）。全段说话并没有柏杨先生所译的“任何事物没有不从小地方做起而能建立伟大的勋业”的意思。当然，柏杨先生这句话，如果不是译文则未有错，其奈与原文的文义不相称何！而且这句话与全段的意思亦不相衔接。所以与下面“履霜坚冰至”和“一日二日万几”两句接不上，柏杨先生不了解全段的含意，恐怕也不了解《易经》《书经》上两句话的意思，于是索性把这两句话含糊不译。
024.一本不了解原著的译作（孙国栋）.txt	141	《通鉴》于叙事之外附有议论，不但有司马光的议论，亦采古人的议论。《柏杨版通鉴》当然加插不少柏杨先生的议论。发表议论，是人人固有的权利，不管是谠论、宏论、高论、妙论、谬论、怪论，都可让读者去评判，此文本可不加以讨论。但议论中有歪曲史实，误导读者的，则不得不稍加辨正。柏杨先生的议论就常常歪曲史实，现随手拈出两条以为例。
024.一本不了解原著的译作（孙国栋）.txt	143	在汉文帝前元十六年“令天下大酺”一条之后，柏杨先生加评论曰：
024.一本不了解原著的译作（孙国栋）.txt	145	“全国人民欢宴有一个专有名词‘大酺’——大吃大喝。汉政府法律，三个人无缘无故在一起饮酒，罚银四两，以后时日既久，专制制度日趋精密，就限制更严，人民不准穿某种衣服，不准住某种房子，不准有某种装饰，不准坐某种车子，限制人民自由，是中国传统政治中最阴暗的一面，这阴暗面一直未被发掘，以致人们相信古人自由自在，过的是伊甸园生活，甚至有人声称中国人自由太多。连吃肉饮酒都要政府下令特准。再请参考前一七三年禁止巨官随意逮捕的诏令，不禁为中国人垂泪。”（《柏杨版资治通鉴》九一八页）
024.一本不了解原著的译作（孙国栋）.txt	147	大酺是令人民欢宴饮宴，中国历代遇大庆典或大喜事，常举行大酺三天或五天，这是全国欢腾的大饮宴。有大酺之令并非说除了大酺之外吃肉饮酒需要政府特准。中国历史上人民固然不是过着伊甸园的生活，但吃肉饮酒的自由还是有的。除了荒年禁酿酒之外，其他时候饮酒吃肉是不禁的。殷代殷人就以嗜酒出名。周代农民饮酒食肉的生活见于《诗经·豳风·七月》之诗第六章“十月获稻，为此春酒，以介眉寿……”第八章“十月涤场，朋酒斯飨，曰杀羔羊……”不是农民饮酒食肉吗？战国时大都市兴起，临淄城七万户，“其民无不吹竽鼓瑟、弹琴击筑、六博蹋鞠”，赵国邯郸的歌女到各大城市演唱，难道这种生活不能饮酒食肉？
024.一本不了解原著的译作（孙国栋）.txt	149	请柏杨先生数一数，在九百卷《全唐诗》中有多少篇是描写平民饮酒欢宴的。杜甫失官流落，家贫，仍有旧醅可以邀邻翁对饮。市上“胡姬招素手，延客醉金樽”，是否先呈准地方官？即使在最专制的秦代，人民仍有饮酒食肉的自由。汉高祖微时，好酒及色，常从王媪赊酒喝，难道先得政府核准？至于食肉，岂止吃猪羊不禁，连狗肉亦可照吃无误，汉大将军樊哙在秦时就是在市上卖狗肉的，《汉书》颜师古注曰：“时人食狗，亦与羊豕同，故哙专屠以卖。”
024.一本不了解原著的译作（孙国栋）.txt	153	柏杨先生在这条议论中又提到公元前173年的诏令。公元前173年是汉文帝前元7年。文帝曾下一诏令：禁止列侯的太夫人（列侯之母）、夫人（列侯之妻）、诸侯王子及吏二千石（公卿二千石以上的官）不得擅征捕人民。柏杨先生在此处又加一段长议论曰：
024.一本不了解原著的译作（孙国栋）.txt	155	从刘恒先生（文帝）这项命令，可看出中国人即令生在太平盛世，也是万把钢刀悬在头顶，侯爵的母亲、侯爵的妻子、亲王的儿子以及大官，每一个人一高兴或一不高兴，都可以随便抓人，玩玩猫捉耗子游戏。要你的女儿，你拒绝，逮捕你；要你的房产，你拒绝，逮捕你。出门时你走避不及，逮捕你；在家时忽然想起你不顺眼，逮捕你。而且他们又可以征收捐税，穷人血汗钱，卖儿卖女钱只不过供他们吃一杯酒，如果你抵抗，如果你真缴纳不出，那就又回到原位置——逮捕。凌辱苦刑拷打，最后一具血淋淋的尸体抬回家门。这项命令有没有执行，是另外一个课题，而就在这项命令中并没有禁止侯爷和王爷对人民逮捕和征税，老娘老婆只要透过儿子和丈夫的手照样可以横扫世界。（《柏杨版资治通鉴》八八二页）
024.一本不了解原著的译作（孙国栋）.txt	157	可怕！汉文帝下一禁止王侯的亲属及大官不得擅自逮捕人民的诏令，岂非一项善政？而柏杨先生竟浮想联翩，描绘出一幅无法无天、血淋淋的地狱图来。柏杨先生应该读过《汉书·刑法志》。《汉书·刑法志》说：“（文帝）惩恶亡秦之政，议论务在宽厚，耻言人之过失，化行天下，告讦之俗易，吏安其官，民乐其业，蓄积岁增，户口寝息，风俗笃厚，禁网书阔……是以刑罚大省，至于断狱四百，有刑错之风。”又应该读过《汉书·文帝纪》。《文帝纪》赞亦说：“（文帝）专务以德化民，是以海内殷富，兴于礼义，断狱数百，几致刑错。”几致刑错就是全国几乎不必用刑罚。《刑法志》又载文帝时缇萦的故事。缇萦以一小女子，因父亲齐太仓令淳于公犯罪当刑，她竟能亲至长安，上书愿自没入为官婢以赎父罪。文帝悲怜其意，为之废肉刑。又《汉书·食货志》载，文帝十二年，除民田租之半；十三年更完全免除民田的租税。这些事，《通鉴》俱有节引，柏杨先生如果以《汉书》所记为不可信，《通鉴》中汉代部分的史料以采《汉书》为主，则《通鉴》亦为一不可信之书，柏杨先生不必译此不可信之书。倘柏杨先生以《汉书》为可信，则不应该说于太平盛世如文帝时人民头上有万把钢刀，描写出一幅无法无天、血淋淋的地狱图来歪曲史实、欺骗读者。这是违背学术的良心。中国几千年历史，其中固然会有暴君虐政，但如柏杨先生所描写，已及于“桀纣之暴”的程度，断不会发生在“文景之治”时。现代有些人，喜欢把一些事件，故意夸张其词，危言耸听，更垂涕而道，以为非如此不足以表示其心思独到、感觉敏锐、观察深刻和悲天悯人的高贵情怀。其实是蹂躏真理、哗众取宠、欺世盗名。不意这种风气，史学界竟不能免。
024.一本不了解原著的译作（孙国栋）.txt	159	《柏杨版通鉴》可议之处甚多，因限于篇幅，一时未能细论，异日当再提出以就教于高明。但是柏杨先生的精力、毅力是使人佩服的。甚愿柏杨先生能虚心地去了解司马光的思想，体会司马光修《通鉴》的感情与作意，再细心读《通鉴》，彻底求其文意，更本于学术良心，从头修正错译之处，补充漏义，删去浮词，则将是史学上一大贡献！
025.望文生义，错译连篇（陈启明）.txt	3	——柏杨版《资治通鉴》选评
025.望文生义，错译连篇（陈启明）.txt	5	读毕孙国栋先生的《一本不了解原著的译作——评<柏杨版资治通鉴>》（刊于《明报月刊》，八七年四月号）一文，感触良多，其中叫人印象最深刻的是文章结尾部分的一段文字：“现代有些人，喜欢把一些事件，故意夸张其词，危言耸听，更垂涕而道，以为非如此不足以表示其心思独到、感觉敏锐、观察深刻和悲天悯人的高贵情怀。其实是蹂躏真理、哗众取宠、欺世盗名。不意这种风气，史学界竟不能免。”（页六零）史学工作者若不知自爱，助长这种歪风，势将动摇传统史学所奠定的优良学风，更有甚者，历史学能否在学术界中立足也会出现疑问。
025.望文生义，错译连篇（陈启明）.txt	7	柏杨先生翻译《通鉴》，原可以造福史学界，因为当文字浅化后，即使普通大众也能欣赏到这本不朽的史学名著，国人对传统史学的认识也会因而增加。事实上，柏杨版《资治通鉴》的读者是不少的，最早出版的数册已经重印至第五版，可见其畅销程度。此外，大陆出版界最近也排印简体字版，在内地发行。一个台湾作家的作品能同时在海峡两岸刊行，在现阶段来说，实在不是易事，因此我们更应重视这部译著可能带来的影响。然而，这套作品却受到历史学家孙国栋先生严正的批评。孙先生所列举柏杨先生错译之处，只在第一册开始几百字，即有大错十余条之多，条条铁案如山，无可反辩，则这部译著的学术价值实在需要重新检讨；另一方面，这套书至今已出版约四十册，孙先生仅指出第一册下笔时的种种谬误，其余各册是否都如此错谬，实须做较全面的考究。笔者谨就自己比较熟识的西汉晚期及淝水之战一段史实，指出柏杨先生几处错译的地方，希望读者不致被柏杨版《资治通鉴》所误。
025.望文生义，错译连篇（陈启明）.txt	11	柏杨在序言中指出，“历史官职名称，奇异怪诞，往往匪夷所思”，为了方便读者，译文中的“官名则全用现代所了解的称谓，夹注原称，盖必须如此，才能确知它的权力关系”（页一四：除特别注明除外，均为柏杨版《资治通鉴》的页次，下同）。这种作法应可帮助读者了解历史，然而，柏杨对官名常望文生义不加细考，随意乱译，反而把其实际职掌混淆，误导了读者。在第九册《昏君辈出》中，错译的官名不少，例如：
025.望文生义，错译连篇（陈启明）.txt	15	《汉书·百官公卿表》云：“水衡都尉，武帝元鼎二年初置，掌上林苑。”上林苑是皇帝的御园，里面有皇宫、仓库等，水衡都尉的职责是管理这御园及负责巡逻警卫工作，根本与水利建设及维修扯不上任何关系。水衡都尉的现代译名可称为上林苑总管。
025.望文生义，错译连篇（陈启明）.txt	19	颜师古在《汉书·百官公卿表》的一条注解中谓：“大司农供军国之用。”说明大司农是负责统筹国家财政收入及支出的官员，其职掌与现代的财政部极相似。
025.望文生义，错译连篇（陈启明）.txt	23	《汉书·百官公卿表》云：“武帝元狩五年，初置司直，秩比二千石，掌佐丞相，举不法。”司直隶属丞相府，襄助丞相监察中央及地方官员是否按照法规办事，可称为丞相府监察科主任，只可算是丞相府的僚属，而非丞相的副贰。汉代的副丞相是御史大夫，即使是成帝实行三公制后，司直之上仍有中二千石及二千石官员，故司直不可能是副丞相。
025.望文生义，错译连篇（陈启明）.txt	27	《汉书·百官公卿表》云：“司隶校尉，……武帝征和四年初置。持节，从中都官徒千二百人，捕巫蛊，督大奸滑。后罢其兵。察三辅、三河、弘农。成帝元延四年省。绥和二年，哀帝复置，但为司隶，冠进贤冠，属大司空，比司直。”从这段文字中可见，司隶校尉只于武帝初置时为天子的特使，并曾短暂统兵，此后，其职责便是一个监察官员，这可以从他有明确的巡察范围、隶属大司空（前身是御史大夫）及职掌类似负责监察的司直等几方面得到有力的证据。故此，司隶校尉可译为京畿监察区首长。
025.望文生义，错译连篇（陈启明）.txt	31	《汉书·百官公卿表》云：“少府，秦官，掌山海池泽之税以给共养。”汉承秦制，山海池泽中的天然资源均被视为皇帝的私产，而负责征收有关税项的机关便是少府。由于皇室的财政都由少府掌理，因此他便同时肩负起照顾皇帝生活之责，方便财政收支上的管理。基于此，少府最根本的职责是掌理皇帝的财政收支，故翻译为皇室财政部似较适合。
025.望文生义，错译连篇（陈启明）.txt	49	在这段译文中，柏杨先生再一次显示出他对司马光思想精神的不了解，“为天牧养元元”的意思其实很简单，就是“代替皇天，照顾老百姓的生活”，司马光断不会教导天子对待百姓如牧养牛马一样的。“奴仆以及奴仆的奴仆”一句，可说是愈译愈叫人糊涂了，“苍头卢儿”可译为“任职宫内及宠臣家中的奴仆”。
025.望文生义，错译连篇（陈启明）.txt	55	柏杨在翻译的过程中，对一些不大熟识的问题，没有经过仔细推敲及查阅有关书籍，结果造成很多可以避免的错误。至于译者对司马光政治思想的漠视，则始终没有改变。
025.望文生义，错译连篇（陈启明）.txt	59	读毕柏杨版《资治通鉴》第二十六册《淝水之战》后，对有关淝水之战的论赞想提一些意见。史论一般来说可以容许较大程度的主观性，旁人原不宜置喙，但柏杨论断史事的角度及立论基础，均有可资商榷之处；现节录有关文字如下：
025.望文生义，错译连篇（陈启明）.txt	79	翻译任何一本作品，必须先对作者的思想及精神有深切体会，而翻译一本历史著作，对当时的历史更须有相当透彻的认识，否则很容易闹出笑话。然而，柏杨在翻译的过程中，固然无意探究司马光的怀抱，更令人遗憾的是，译者未能抱持严谨的治学态度，为求省事，强不知以为知，结果造成很多错译的例子。柏杨版《资治通鉴》至今已出版接近四十册，未译的篇幅尚有一半，柏杨若知错能改，柏杨版《资治通鉴》当可造福史学界。
026.再评《柏杨版资治通鉴》（孙国栋）.txt	1	再评《柏杨版资治通鉴》（孙国栋）
026.再评《柏杨版资治通鉴》（孙国栋）.txt	5	最近于朋友闲谈中，发觉青年人为《柏杨版资治通鉴》误导者不少，遂再执笔为文，以指出柏杨先生译宋神宗序的谬误。
026.再评《柏杨版资治通鉴》（孙国栋）.txt	7	1987年4月，我在《明报月刊》刊登《一本不了解原著的译作——评《柏杨版资治通鉴》一文，指出柏杨先生对《资治通鉴》的不了解及译文的错误，曾引起香港一些文化界朋友的注意。今年初，《明报》祁弹先生的专栏连续几次撰文提及；并建议组织“修柏会”以修正《柏杨版通鉴》。祁弹先生虽以怪论姿态出之，但却指出一个严肃的问题：“将来无数代中国人读古文的能力退化，不读《资治通鉴》则已，如要读，就多半会选读柏杨版而不再去读司马光原著。如让一部劣译，扼杀原著，将是中国史学界一大悲剧。”（见1988年2月10日《明报》美洲版）后来祁弹先生更戏拟了一份《修柏会会章草案》（八八年2月14日《明报》美洲版）。到一九八八年五月号的《明报月刊》刊出柏杨先生的信，亦赞成组织“修柏会”。其实《柏杨版通鉴》是无可修改的——因为错译虽可改、漏义虽可补、体例未善虽可斟酌、议论失当虽可讨论，但全书的风格则是无法改变的。司马光之修《通鉴》，态度是庄严的、行文是平实的、叙事是谨慎的，司马光的议论虽有可议之处，但他对中国史带有一番温情与敬意，都是极其真挚的。而柏杨先生的译本，态度是轻薄的、行文是浮夸的，对中国历史完全缺乏一种温情与敬意，而且时时透露一种轻蔑之意，与原作的精神完全背道而驰，这种译作是无法修正的。所以成立“修柏会”只是专栏作家开的玩笑而已，我亦只报之以一笑。
026.再评《柏杨版资治通鉴》（孙国栋）.txt	9	不意昨日一位年轻朋友来闲谈，偶然提及《史记》，说《史记》叙事，结束于鲁国发现麒麟之年，我立即纠正他的错误：鲁国获麟是孔子《春秋》绝笔之年，不是司马迁《史记》绝笔之年。青年朋友说《柏杨版通鉴》序是如此说的。我非常诧异，《史记》叙事至汉武帝时是极普通的小常识，柏杨先生何至于如此错误。于是检出《柏杨版通鉴》第一册（远流出版公司一九八六年三月五日版）所译的《宋神宗序》一阅，柏杨先生果然如此错译！《柏杨版资治通鉴》已出至第五版，而竟不知改正！去年我评《柏杨版通鉴》时，是从《通鉴》的正文开始，未有留意到他译的《神宗序》文。现在再对照《神宗序》的原文，柏杨先生错译之处，又岂只是“史记叙事至鲁国发现麒麟”一端而已！其余有问题的地方还真不少！我从事教学工作多年，眼看着青年人被如此误导，实觉心有不忍，于是把《神宗序》的译文，有问题之处，逐条列出，以供柏杨先生及《柏杨版通鉴》的读者参考。
026.再评《柏杨版资治通鉴》（孙国栋）.txt	15	这是宋神宗《资治通鉴序》的第一句，柏译有几处未妥当：
026.再评《柏杨版资治通鉴》（孙国栋）.txt	17	1.把“君子”译做“高级知识分子”不十分切当。古人称“君子”，指才德兼备而言，译为“高级知识分子”未尽此意。高级知识分子中无德无行之人实在太多了！
026.再评《柏杨版资治通鉴》（孙国栋）.txt	25	二、原文：《书》亦曰：“王、人求多闻，时惟建事。”
026.再评《柏杨版资治通鉴》（孙国栋）.txt	35	柏杨把“金匮”译为“皇家库房金柜”是大失原意。“石室金匮”一语出自《汉书·高帝纪》：“天下即定……与功臣刻符作誓、丹书铁卷，金匮石室，藏之宗庙。”颜师古注曰：“以金为匮，以石为室，重缄封之，保慎之义。”可见金匮是藏于宗庙，以保存最重要的公文书。故《汉书·司马迁传》说：“迁为太史令，紬史记石室金馈（匮）之书”，神宗的序文即引用此句。柏杨先生见有“金”字就误以为“皇家库房”与祖庙对称，不知“金匮”亦是藏于宗庙的。
