id	file	line_start	line_end	chapter	category	quote_text	source_or_origin	summary
LACMR-320	031.“宰白鸭”.txt	9	9	“宰白鸭”	元史文句	汝等已为大元民矣，今置吏以抚字汝辈，奚用金帛以求见！	《元史·许楫传》	许楫拒绝父老金帛求见。
LACMR-321	031.“宰白鸭”.txt	15	15	“宰白鸭”	笔记文句	富户杀人，出多金，与贫者代之抵死。	陈其元《庸闲斋笔记》	陈其元记宰白鸭顶凶之俗。
LACMR-322	031.“宰白鸭”.txt	15	15	“宰白鸭”	笔记文句	进退皆死，不如顺父母而死耳！	陈其元《庸闲斋笔记》	顶凶少年在酷刑与父母责骂中选择赴死。
LACMR-323	031.“宰白鸭”.txt	21	21	“宰白鸭”	乐府诗句	宰白鸭，鸭羽何褵褷。出生入死鸭不知，鸭不知，竟尔宰。	黄霁青《宰白鸭》	黄霁青悯顶凶者的乐府开篇。
LACMR-324	031.“宰白鸭”.txt	21	21	“宰白鸭”	乐府诗句	杀人者死无所冤，有口不肯波澜翻。	黄霁青《宰白鸭》	黄霁青写顶凶者有口不翻供。
LACMR-325	031.“宰白鸭”.txt	21	21	“宰白鸭”	乐府诗句	劝君牍尾慎画押，其中亦有能言鸭。	黄霁青《宰白鸭》	黄霁青劝审案者慎重画押。
LACMR-326	032.要清白，请长寿！.txt	5	5	要清白，请长寿！	史论格言	忠未易明，奸未易察	李敖论忠奸	李敖由正史奸臣传与小说提出忠奸难明。
LACMR-327	032.要清白，请长寿！.txt	9	9	要清白，请长寿！	辩诬文句	独以先臣受暧昧不根之谤，于今几七十载，虽忠义之心，昭昭乎天下，而山林之史，疑以传疑。	岳珂《吁天辩诬通叙》	岳珂为岳飞辩诬。
LACMR-328	032.要清白，请长寿！.txt	13	13	要清白，请长寿！	辩诬格言	天下之不可泯没者，惟其理之正也！	岳珂《吁天辩诬通叙》	岳珂论正理不可泯没。
LACMR-329	032.要清白，请长寿！.txt	13	13	要清白，请长寿！	辩诬格言	伸屈有时而不同，荣辱既久而自判。	岳珂《吁天辩诬通叙》	岳珂说明时间会判明伸屈荣辱。
LACMR-330	032.要清白，请长寿！.txt	13	13	要清白，请长寿！	辩诬格言	昔日之辱，未必不为今日之荣；今日之屈，未必不基后日之伸也。	岳珂《吁天辩诬通叙》	岳珂以时间说明屈辱可转为昭雪。
LACMR-331	033.“愿身成骨骨成灰”.txt	5	5	“愿身成骨骨成灰”	近代诗句	愿身成骨骨成灰	谭嗣同《感旧（怀）》	篇题取谭嗣同诗句。
LACMR-332	033.“愿身成骨骨成灰”.txt	5	5	“愿身成骨骨成灰”	近代诗	无端过去生中事，兜上朦胧业眼来。灯下髑髅谁一剑？尊前尸冢梦三槐。金裘喷血和天斗，云竹闻歌匝地哀。徐甲傥容心忏悔，愿身成骨骨成灰。	谭嗣同《感旧（怀）》	梁启超所引谭嗣同沉郁哀艳诗之一。
LACMR-333	033.“愿身成骨骨成灰”.txt	5	5	“愿身成骨骨成灰”	近代诗	死生流转不相值，天地翻时忽一逢。且喜无情成解脱，欲追前事已冥濛，桐花院落乌头白，芳草汀洲雁泪红。再世金缳弹指过，结空为色又俄空。	谭嗣同《感旧（怀）》	梁启超所引谭嗣同诗之二。
LACMR-334	033.“愿身成骨骨成灰”.txt	5	5	“愿身成骨骨成灰”	近代诗	柳花夙有何冤业？萍末（水）相遭乃尔奇。直到化泥方是聚，祗今堕水尚成离。焉能忍此而终古？亦与之为无町畦。我佛天亲魔眷属，一时撒手劫僧祇。	谭嗣同《感旧（怀）》	梁启超所引谭嗣同诗之三。
LACMR-335	033.“愿身成骨骨成灰”.txt	13	13	“愿身成骨骨成灰”	近代诗	同住莲华语四禅，空然一笑是横阗，唯红法雨偶生色，被黑罡吹风堕天，大患有身无相定，小言破道遣愁篇，年来嚼蜡成滋味，阑入楞严十种仙。	谭嗣同《感旧（怀）》其一	李敖补引梁启超未引的第一首。
LACMR-336	034.“不仅仅为了面包”.txt	7	7	“不仅仅为了面包”	圣经名句	人活着，不仅仅为了面包。	《马太福音》	李敖以圣经名句说明人不只为物质而活。
LACMR-337	034.“不仅仅为了面包”.txt	7	7	“不仅仅为了面包”	论语名句	无求生以害仁	《论语·卫灵公》	李敖以论语语类比不为面包而活。
LACMR-338	034.“不仅仅为了面包”.txt	7	7	“不仅仅为了面包”	古典志节语	平生之志，不在温饱	传统文人语	李敖举中国古代不以温饱为志的观念。
LACMR-339	034.“不仅仅为了面包”.txt	9	9	“不仅仅为了面包”	管子名句	君子使物，不为物使	《管子》	李敖以管子语说明人不受物役。
LACMR-340	034.“不仅仅为了面包”.txt	9	9	“不仅仅为了面包”	荀子名句	君子役物，小人役于物	《荀子》	李敖以荀子语说明君子不役于物。
LACMR-341	034.“不仅仅为了面包”.txt	11	11	“不仅仅为了面包”	文子名句	外与物化，而内不失情。	《文子》	李敖以《文子》语说明文天祥境界。
LACMR-342	034.“不仅仅为了面包”.txt	11	11	“不仅仅为了面包”	论语名句	于我如浮云	《论语·述而》	李敖以富贵于我如浮云说明弃物守志。
LACMR-343	034.“不仅仅为了面包”.txt	11	11	“不仅仅为了面包”	玄学格言	圣人之情，应物而无累于物	王弼语	王弼说明圣人应物而不累于物。
LACMR-344	035.“衣沾不足惜，但使愿无违”.txt	3	3	“衣沾不足惜，但使愿无违”	陶渊明典故	为五斗米折腰	陶渊明辞官故事	李敖写陶渊明不愿屈身为官。
LACMR-345	035.“衣沾不足惜，但使愿无违”.txt	5	5	“衣沾不足惜，但使愿无违”	陶诗名句	相对无杂言，但道桑麻长	陶渊明诗	李敖写陶渊明与老农相处的诗句。
LACMR-346	035.“衣沾不足惜，但使愿无违”.txt	7	7	“衣沾不足惜，但使愿无违”	古典典故	臣得其酒	陶渊明相关酒典	李敖戏说陶子未继承父亲。
LACMR-347	035.“衣沾不足惜，但使愿无违”.txt	7	7	“衣沾不足惜，但使愿无违”	陶渊明文句	匪贵前誉，孰重后歌	陶渊明《自祭文》	陶渊明死前表示不重生前后名声。
LACMR-348	035.“衣沾不足惜，但使愿无违”.txt	7	7	“衣沾不足惜，但使愿无违”	陶诗名句	千秋万岁后，谁知荣与辱？但恨在世时，饮酒不得足！	陶渊明《挽歌诗》	陶渊明旷达看荣辱与饮酒。
LACMR-349	035.“衣沾不足惜，但使愿无违”.txt	9	9	“衣沾不足惜，但使愿无违”	陶诗句	少时壮且厉	陶渊明诗	李敖形容陶渊明青年豪气。
LACMR-350	035.“衣沾不足惜，但使愿无违”.txt	9	9	“衣沾不足惜，但使愿无违”	陶诗句	猛志逸四海	陶渊明诗	李敖形容陶渊明青年豪气。
LACMR-351	035.“衣沾不足惜，但使愿无违”.txt	11	19	“衣沾不足惜，但使愿无违”	陶诗	种桑长江边，三年望当采。枝条始欲茂，忽值山河改。柯叶自摧折，根株浮沧海。春蚕既无食，寒衣欲谁待？本不值高原，今日复何悔？	陶渊明《拟古》	李敖最喜欢的陶渊明《拟古》之一。
LACMR-352	035.“衣沾不足惜，但使愿无违”.txt	25	25	“衣沾不足惜，但使愿无违”	逸民传文句	二君岂不见河边之树乎？仆御折其枝、风浪荡其根，此木岂与天地有仇怨？所居然也。	《逸民传》鬼谷子语	鬼谷子以河边之树说明所居之地决定遭遇。
LACMR-353	035.“衣沾不足惜，但使愿无违”.txt	25	25	“衣沾不足惜，但使愿无违”	逸民传文句	千秋万岁，不逢斧斤之患，岂与天地有骨肉？所居然也。	《逸民传》鬼谷子语	鬼谷子以崇岱松柏说明所居之地。
LACMR-354	035.“衣沾不足惜，但使愿无违”.txt	25	25	“衣沾不足惜，但使愿无违”	论语成语	求仁得仁	《论语·述而》	李敖以求仁得仁概括陶诗意态。
LACMR-355	035.“衣沾不足惜，但使愿无违”.txt	29	35	“衣沾不足惜，但使愿无违”	陶诗	种豆南山下，草盛豆苗稀。晨兴理荒秽，带月荷锄归。道狭草木长，夕露沾我衣。衣沾不足惜，但使愿无违。	陶渊明《归园田居》其三	篇题所取陶渊明名诗。
LACMR-356	035.“衣沾不足惜，但使愿无违”.txt	37	37	“衣沾不足惜，但使愿无违”	陶诗旧解	夕露沾衣，喻贫贱之来伤人也	陶渊明诗旧解	李敖引旧解后提出自己的解释。
LACMR-357	035.“衣沾不足惜，但使愿无违”.txt	39	39	“衣沾不足惜，但使愿无违”	古典处世语	贤者处世，天下无道则隐，有道则至。	檀道济语	檀道济劝陶渊明出仕。
LACMR-358	035.“衣沾不足惜，但使愿无违”.txt	39	39	“衣沾不足惜，但使愿无违”	陶渊明语	潜也何敢望贤，志不及也！	陶渊明答檀道济	陶渊明自谦而坚守隐逸。
LACMR-359	036.敲碎张杰的牌位.txt	5	5	敲碎张杰的牌位	史论文句	于残明碧血，刻意表章	刘光汉《全祖望传》相关	李敖引语概括全祖望表章明末志士的精神。
LACMR-360	036.敲碎张杰的牌位.txt	9	9	敲碎张杰的牌位	全祖望传文句	国家刑责，非君主所得私	刘光汉《全祖望传》	全祖望认为刑责不是君主私权。
LACMR-361	036.敲碎张杰的牌位.txt	9	9	敲碎张杰的牌位	全祖望传文句	史臣不立节烈传，所当立传者何人！	刘光汉《全祖望传》	全祖望质问史臣若不立节烈传还该立何人。
LACMR-362	036.敲碎张杰的牌位.txt	9	9	敲碎张杰的牌位	全祖望传文句	格言不立，甚于洪水猛兽之灾	刘光汉《全祖望传》	全祖望认为格言不立危害甚大。
LACMR-363	037.中国真人的没落.txt	5	5	中国真人的没落	汉书成语	孔席不暖，墨突不黔	班固语	班固形容孔墨奔走救世。
LACMR-364	037.中国真人的没落.txt	7	7	中国真人的没落	孟子名句	墨子兼爱，摩顶放踵，利天下为之	《孟子·尽心上》	孟子概括墨子兼爱救世。
LACMR-365	037.中国真人的没落.txt	7	7	中国真人的没落	墨家精神语	赴火蹈刃，死不旋踵	墨家相关成句	李敖以此写墨家舍身救世。
LACMR-366	037.中国真人的没落.txt	9	9	中国真人的没落	墨家生活语	短褐之衣，藜藿之羹，朝得之，则夕弗得	墨家相关文献	李敖写墨家门徒的苦行生活。
LACMR-367	038.地藏菩萨的本愿.txt	3	3	地藏菩萨的本愿	佛教格言	上求佛道，下化众生	菩萨行常语	李敖解释菩萨行。
LACMR-368	038.地藏菩萨的本愿.txt	7	7	地藏菩萨的本愿	佛经文句	若不先度罪苦、令是安乐、得至菩提，我终未愿成佛。	《地藏菩萨本愿经》	地藏菩萨本愿经中未度众生不愿成佛之愿。
LACMR-369	038.地藏菩萨的本愿.txt	11	11	地藏菩萨的本愿	佛教格言	地狱不空，誓不成佛	地藏菩萨本愿	李敖概括地藏精神。
LACMR-370	038.地藏菩萨的本愿.txt	11	11	地藏菩萨的本愿	佛教格言	我不入地狱，谁入地狱	地藏精神常语	李敖概括菩萨入世救苦精神。
LACMR-371	038.地藏菩萨的本愿.txt	15	15	地藏菩萨的本愿	现代格言	做事的人，我们要拥护、要崇拜。说便宜话的人，纵使其话说得十分漂亮，我们要鄙视。	蒋廷黻语	李敖引蒋廷黻语说明做事人生观。
LACMR-372	039.菩萨就只好打倒他.txt	3	3	菩萨就只好打倒他	佛教术语	欲界第六天之主	佛经魔王波旬说	李敖解释魔王波旬的身份。
LACMR-373	039.菩萨就只好打倒他.txt	3	3	菩萨就只好打倒他	佛教骈文	故魔王波旬，植愚根于旷始，积迷心于妄境，泛三染之洪波，入邪见之稠林。	释宝林《破魔露布文》	南朝佛教文献描写魔王波旬。
LACMR-374	039.菩萨就只好打倒他.txt	7	7	菩萨就只好打倒他	西域记文句	诱乱不遂，忧惶无赖。	《大唐西域记》	魔王怖菩萨故事中的波旬状态。
LACMR-375	039.菩萨就只好打倒他.txt	7	7	菩萨就只好打倒他	西域记文句	魔军怖骇，奔驰退散。	《大唐西域记》	菩萨以大慈定化兵仗为莲华。
LACMR-376	039.菩萨就只好打倒他.txt	21	21	菩萨就只好打倒他	佛经名句	如我此说，名为佛说；不如此说，即波旬说	《楞严经》	李敖注释波旬时引佛经语。
LACMR-377	039.菩萨就只好打倒他.txt	23	23	菩萨就只好打倒他	王安石诗句	周颙宅作阿兰若，娄约身归窣堵波。	王安石《与道原过西庄遂游宝乘诗》	李敖注释窣堵波时引王安石诗。
LACMR-378	040.敌友江湖.txt	3	3	敌友江湖	古话成语	渴不饮盗泉水	中国古话	李敖以古话说明敌我原则。
LACMR-379	040.敌友江湖.txt	3	3	敌友江湖	晋人名句	羊祜岂鸩人者！	陆抗语	陆抗信任正大光明的敌人羊祜。
LACMR-380	040.敌友江湖.txt	11	11	敌友江湖	近代趣语	陈贼打我，你贼不管，我贼若灭，你贼不远。	曹芥初《死虎余腥录》	郭坚求援信的十六字趣语。
LACMR-381	040.敌友江湖.txt	25	25	敌友江湖	古代义敌故事	我不能用你教的技术来对付你，但今天也不能不公事公办。	庾公之斯故事	庾公之斯敲掉箭头射太老师。
LACMR-382	040.敌友江湖.txt	25	25	敌友江湖	小说典故	华容道放了曹阿瞒	《三国演义》	李敖以关羽华容道放曹操比庾公之斯。
LACMR-383	041.“退敌学”举隅.txt	7	7	“退敌学”举隅	汉书文句	两主不相困。今得汉地，单于终非能居之。且汉主有神，单于察之。	《汉书·匈奴传》	阏氏劝冒顿解白登之围。
LACMR-384	041.“退敌学”举隅.txt	17	17	“退敌学”举隅	后汉书文句	但遣将于河上北向读《孝经》，贼自当消灭。	《后汉书·独行列传》	向栩提出北向读《孝经》即可退敌的怪法。
LACMR-385	041.“退敌学”举隅.txt	23	23	“退敌学”举隅	笔记文句	忽一老弁，急呼妓女上城。解其亵衣，以阴对之，而令燃炮。群见铅丸已堕地，忽跃而起，中其腹，一时兵民欢声雷动。	俞蛟《临清纪略》	清兵守城时以荒诞方式退敌的笔记材料。
LACMR-386	041.“退敌学”举隅.txt	29	29	“退敌学”举隅	笔记告白文句	特请金刀圣母、梨山老母，每日发疏三次，大功即可告成。	刘以桐《都门闻见录》	义和团告白中请神发疏破洋楼的原文。
LACMR-387	042.把敌人出版.txt	3	3	把敌人出版	新唐书文句	尝作《帝京篇》，当时以为绝唱	《新唐书》	李敖写骆宾王诗才。
LACMR-388	042.把敌人出版.txt	5	5	把敌人出版	檄文名句	一抔之土未干，六尺之孤安在	骆宾王《讨武曌檄》	武则天读骆宾王檄文时被触动的名句。
LACMR-389	042.把敌人出版.txt	5	5	把敌人出版	史传名句	宰相安得失此人！	武则天语	武则天读檄后惜才。
LACMR-390	042.把敌人出版.txt	7	7	把敌人出版	新唐书文句	宾王亡命，不知所之	《新唐书》	《新唐书》记骆宾王结局。
LACMR-391	042.把敌人出版.txt	11	11	把敌人出版	唐诗名句	无人信高洁，谁为表予心？	骆宾王《在狱咏蝉》	骆宾王狱中咏蝉诗句。
LACMR-392	042.把敌人出版.txt	15	15	把敌人出版	御批文句	揭大义而示正理，引春秋之法，斥偏安之非，旨正辞严，心实嘉之。	乾隆御批	乾隆称许多尔衮致史可法书。
LACMR-393	042.把敌人出版.txt	15	15	把敌人出版	御批文句	不必讳亦不可讳	乾隆御批	乾隆认为史可法答书不必讳。
LACMR-394	042.把敌人出版.txt	19	19	把敌人出版	笔记文句	致书察时明理，答书义严词正，不惟颉颃一时，洵足以传千古	昭梿《啸亭续录》	昭梿称多尔衮书与史可法答书皆可传千古。
LACMR-395	042.把敌人出版.txt	21	21	把敌人出版	谥文文句	砥行能坚，秉诚克裕，遭时坎坷，恒仗节以无挠；殉义从容，竟捐生而不悔。	乾隆敕赐史可法专谥文	乾隆表彰史可法忠节。
LACMR-396	042.把敌人出版.txt	25	25	把敌人出版	史料短语	不必角口。	史可法删答书语	邓之诚考史可法答多尔衮书时所引。
LACMR-397	043.小人·小人·打小人.txt	3	3	小人·小人·打小人	民俗术语	命犯小人	民间命理说法	李敖以信命者说法引出打小人。
LACMR-398	043.小人·小人·打小人.txt	3	3	小人·小人·打小人	俗语	路遇小人	民间说法	不信命者也承认人生会遇小人。
LACMR-399	043.小人·小人·打小人.txt	7	7	小人·小人·打小人	民俗仪式文句	狐狸精某某某今年三十三岁，七月十五日丑时生，晤知时头时尾，是真是假，住在呢个某某道某某号	香港打小人仪式	李敖记录打小人纸上写姓名住址的公式。
LACMR-400	043.小人·小人·打小人.txt	11	11	小人·小人·打小人	成语	兵来将挡，水来土掩	传统成语	李敖用来说明大丈夫式打小人。
LACMR-401	043.小人·小人·打小人.txt	11	11	小人·小人·打小人	俗语	你打我一拳，我踢你三脚	李敖论报复主义	李敖以通俗语概括强力反击。
LACMR-402	044.经典排名战.txt	11	11	经典排名战	周易占辞	吉	《周易》	李敖统计《周易》爻辞中吉的出现。
LACMR-403	044.经典排名战.txt	11	11	经典排名战	周易占辞	凶	《周易》	李敖统计《周易》爻辞中凶的出现。
LACMR-404	044.经典排名战.txt	11	11	经典排名战	周易占辞	无咎	《周易》	李敖统计《周易》爻辞中无咎的出现。
LACMR-405	044.经典排名战.txt	11	11	经典排名战	周易占辞	悔亡	《周易》	李敖统计《周易》爻辞中悔亡的出现。
LACMR-406	044.经典排名战.txt	19	19	经典排名战	易传名句	乾，健也	《周易·说卦传》	李敖解释说卦传时举乾健也。
LACMR-407	044.经典排名战.txt	19	19	经典排名战	易传名句	乾为马	《周易·说卦传》	李敖解释说卦传取象时举乾为马。
LACMR-408	044.经典排名战.txt	25	25	经典排名战	易学考辨	系辞而下非圣人之作者，以其言繁衍丛脞而乖戾也。	欧阳修《易童子问》	欧阳修怀疑十翼非圣人作。
LACMR-409	044.经典排名战.txt	25	25	经典排名战	易学考辨	筮人之占书也	欧阳修《易童子问》	欧阳修认为说卦、杂卦是筮人占书。
LACMR-410	044.经典排名战.txt	31	31	经典排名战	论语名句	获罪于天，无所祷也。	《论语·八佾》	李敖以论语孔子之天对比周易之天。
LACMR-411	044.经典排名战.txt	33	33	经典排名战	论语名句	予所否者，天厌之！天厌之！	《论语·雍也》	孔子对子路发誓之语。
LACMR-412	044.经典排名战.txt	35	35	经典排名战	论语名句	天生德于予，桓魋其如予何！	《论语·述而》	孔子自信天生德于己。
LACMR-413	044.经典排名战.txt	37	37	经典排名战	论语名句	天之将丧斯文也，后死者不得与于斯文也。天之未丧斯文也，匡人其如予何！	《论语·子罕》	孔子在匡人之难中以天命自信。
LACMR-414	044.经典排名战.txt	39	39	经典排名战	论语名句	吾谁欺，欺天乎？	《论语·子罕》	孔子以欺天说明自我诚实。
LACMR-415	044.经典排名战.txt	41	41	经典排名战	论语名句	噫！ 天丧予！天丧予！	《论语·先进》	孔子悼颜回之语。
LACMR-416	044.经典排名战.txt	43	43	经典排名战	论语名句	君子有三畏：畏天命，畏大人，畏圣人之言。	《论语·季氏》	孔子论君子三畏。
LACMR-417	044.经典排名战.txt	67	67	经典排名战	史记文句	读易，韦编三绝。曰：‘假我数年，若是，我于易则彬彬矣！’	《史记·孔子世家》	李敖考孔子晚年喜易说。
LACMR-418	044.经典排名战.txt	71	71	经典排名战	训诂格言	鲁读‘易’为‘亦’，今从古。	陆德明《经典释文》	李敖引陆德明说明学易可能误读。
LACMR-419	044.经典排名战.txt	77	77	经典排名战	论语名句	述而不作	《论语·述而》	李敖以孔子述而不作反驳六艺出孔子之手。
LACMR-420	044.经典排名战.txt	79	79	经典排名战	荀子名句	礼之敬文也，乐之中和也，诗书之博也，春秋之微也，在天地之间者毕矣。	《荀子》	李敖指出荀子论学不谈易。
LACMR-421	044.经典排名战.txt	89	89	经典排名战	庄子名句	诗”以道志，“书”以道事，“礼”以道行，“乐”以道和，“易”以道阴阳，“春秋”以道名分。	《庄子·天下》	庄子给六经分工排序。
LACMR-422	044.经典排名战.txt	93	93	经典排名战	春秋繁露文句	“诗”、“书”，序其志；“礼”“乐”，纯其美；“易”、“春秋”明其知。六学皆大，而各有所长。	董仲舒《春秋繁露》	董仲舒论六艺各有所长。
LACMR-423	044.经典排名战.txt	99	99	经典排名战	易传名句	八卦以通神明之德，以类万物之情	《周易·系辞》	李敖说明系辞传观象制器系统。
LACMR-424	044.经典排名战.txt	103	103	经典排名战	汉书文句	“乐”以和神，仁之表也；“诗”以正言，义之用也；“礼”以明体，明者著见，故无训也；“书”以广听，知之术也；《春秋》以断事，信之符也。	班固《汉书·艺文志》	班固论六艺之文。
LACMR-425	044.经典排名战.txt	103	103	经典排名战	汉书文句	“易”为之原	班固《汉书·艺文志》	班固称易为五常之原。
LACMR-426	044.经典排名战.txt	103	103	经典排名战	汉书引语	‘易’不可见，则乾坤或几乎息矣！	班固《汉书·艺文志》	班固引语说明易与乾坤终始。
LACMR-427	045.从犀牛看政治.txt	3	3	从犀牛看政治	诗论名句	救济人病，裨补时阙	白居易诗论	李敖概括白居易讽谕诗观。
LACMR-428	045.从犀牛看政治.txt	3	3	从犀牛看政治	诗论名句	欲开壅蔽达人情，先向歌诗求讽刺	白居易语	白居易主张以歌诗讽刺开蔽达人情。
LACMR-429	045.从犀牛看政治.txt	3	3	从犀牛看政治	唐人评语	权豪贵近者相目色厉，执政柄者扼腕，握军要者切齿	白居易讽谕诗反响	白居易讽谕诗发表后权贵反应。
LACMR-430	045.从犀牛看政治.txt	5	5	从犀牛看政治	文学成语	老妪能解	白居易典故	白居易诗歌通俗易懂的典故。
LACMR-431	045.从犀牛看政治.txt	11	39	从犀牛看政治	唐诗	驯犀驯犀通天犀，躯貌骇人角骇鸡①。海蛮闻有明天子，驱犀乘传来万里。一朝得谒大明宫，欢乎拜舞自论功：五年驯养始堪献，六译语言方得通。上嘉人兽俱来远，蛮馆四方犀入苑。秣以瑶刍锁以金，故乡迢递君门深。海鸟不知钟鼓乐，池鱼空结江湖心。驯犀生处南方热，秋无白露冬无雪。一入上林三四年，又逢今岁苦寒月。饮冰卧霰苦蜷跼，角骨冻伤鳞甲缩。驯犀死，蛮儿啼，向阙再拜颜色低。奏乞生归本国去，恐身冻死似驯犀。君不见，建中初，驯象生还放林邑；君不见，贞元末，驯犀冻死蛮儿泣。所嗟建中异贞元，象生犀死何足言？	白居易《驯犀》	白居易讽谕诗《驯犀》全文。
LACMR-432	045.从犀牛看政治.txt	47	47	从犀牛看政治	旧唐书文句	十月癸酉，环王国献犀牛，上令见于太庙。十二年十二月己未，大雪平地二尺，竹柏多死。环王国所献犀牛，甚珍爱之，是冬亦死。	《旧唐书·德宗纪》	白居易《驯犀》的史实背景。
LACMR-433	045.从犀牛看政治.txt	51	51	从犀牛看政治	唐诗句	尧民不自知有尧，但见安闲聊击壤。前观驯象后观犀，理国其如指诸掌	元稹和白居易《驯犀》诗	元稹和诗中发挥无为主义的句子。
LACMR-434	045.从犀牛看政治.txt	55	55	从犀牛看政治	博物文句	通天犀角有一赤理如线，有自本彻末。以角盛米，置群鸡中，鸡欲啄之，未至数寸，即惊退却，故南人或名通天犀为骇鸡犀。	《抱朴子》	李敖注释白居易通天犀、角骇鸡。
