priority	kind	score	tag	file	line	text	same_line_export_ids	context
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	63	英雄与英雄崇拜		但是，从卡莱尔（Thomas Carivle）出现以后，他的“英雄与英雄崇拜”言论，为一般的“英雄”定义，做了不少的修正。在卡莱尔眼中，不但神明、帝王等可以成为“英雄”，就是先知、教士、诗人、文人也不失为是“英雄”。到了今天的20世纪，“英雄”的定义已需要更新的修正。一般什么神明、帝王，早该踢出“英雄”的行列，而该代以美人、戏子、电影明星、TVA的设计者、沙克疫苗的发明者、太空人、潜水人、试飞人……他们这些，才是新时代的“英雄”，他们比旧时代的所谓“英雄”要高明一万倍、伟大一万倍。旧时代的所谓“英雄”们，他们要整天砍别人脑袋、切别人指头，才能成为“英雄”，然后发动大量的文警，制造宣传，使人们对他们“爱戴”、“崇拜”，误以为他们是“英雄”。但是新时代的“英雄”们，他们却不这样，他们直指人们的内心深处，使人们从心底发出对他们的爱戴崇拜，不再砍杀流血，也不需要断头台。他们只凭他们的智慧、好心、灵巧和美丽，再加上对人无害的成名欲望，交织...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	大众传播		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	大众交道		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	党八股		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	电影明星		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	唤起民众		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	清一色思想的药丸		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	挑逗		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	挑逗大众		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	吸引		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	71	中国小姐		我上面这种议论，实际上有我的推理根据。凡是稍懂群众心理的人，都可知道“唤起民众”的方法，绝不是硬朝他们喂“党八股”跟“清一色思想的药丸”。我们必须引起他们的兴味，然后施以正规教育和机会教育。我们必须深通“大众传播”——居浩然先生译为“大众交道”——的一切原理和技术，借助于一切有效的工具（如文字、书籍、传单、壁报、杂志、报纸、演说、广播、电视、电影、幻灯、画展、博览会、交通设备等），普遍的、深入浅出的，展开思想上的明示或暗示工作，用来变化群众的思路与气质，一齐走向现代化的道路。在这种“唤起民众”的大目标下，我们必须放弃学院派的枯燥论文，放弃书呆子的愚笨面孔，放弃一本正经的不通文字，转而走向“挑逗大众”的路线、吸引大众的路线。使他们放弃孔夫子孟夫子程夫子朱夫子，放弃释迦基督黄三太二郎神，放弃牛克思马克思猪克思羊克思，转而对我们着迷，为我们沉醉。这样子的“挑逗”和“吸引”，有时候，学院里或深山里的思想家们，必须向“中国小姐”或“电影明...
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	73	黑人牙膏		在目前的世界趋势里，真正能“唤起民众”的人，大部分都是学者和思想家以外的人物，这些人物出面来鼓吹学者和思想家的意见，所收的效果，要在比例上大得多。马龙白兰度出面主张废止死刑、查尔赫斯顿出面主张黑白平等、法兰克辛纳屈出面关切总统选举……这些举动，都容易引起天下风从的效果，都比什么专家什么学者的呼吁来得灵。大事如此，小事又何独不然？一个“黑人牙膏”，牙医师的千言万语郑重推荐，远赶不上“凌波小姐也爱用黑人牙膏”一句话；而“黑人牙膏”再加上“乐蒂小姐也爱用”，效果也就更周全——至少看过《梁山伯与祝英台》的影迷，此生再也不敢反对“黑人牙膏”了！
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	73	唤起民众		在目前的世界趋势里，真正能“唤起民众”的人，大部分都是学者和思想家以外的人物，这些人物出面来鼓吹学者和思想家的意见，所收的效果，要在比例上大得多。马龙白兰度出面主张废止死刑、查尔赫斯顿出面主张黑白平等、法兰克辛纳屈出面关切总统选举……这些举动，都容易引起天下风从的效果，都比什么专家什么学者的呼吁来得灵。大事如此，小事又何独不然？一个“黑人牙膏”，牙医师的千言万语郑重推荐，远赶不上“凌波小姐也爱用黑人牙膏”一句话；而“黑人牙膏”再加上“乐蒂小姐也爱用”，效果也就更周全——至少看过《梁山伯与祝英台》的影迷，此生再也不敢反对“黑人牙膏”了！
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	73	乐蒂小姐也爱用		在目前的世界趋势里，真正能“唤起民众”的人，大部分都是学者和思想家以外的人物，这些人物出面来鼓吹学者和思想家的意见，所收的效果，要在比例上大得多。马龙白兰度出面主张废止死刑、查尔赫斯顿出面主张黑白平等、法兰克辛纳屈出面关切总统选举……这些举动，都容易引起天下风从的效果，都比什么专家什么学者的呼吁来得灵。大事如此，小事又何独不然？一个“黑人牙膏”，牙医师的千言万语郑重推荐，远赶不上“凌波小姐也爱用黑人牙膏”一句话；而“黑人牙膏”再加上“乐蒂小姐也爱用”，效果也就更周全——至少看过《梁山伯与祝英台》的影迷，此生再也不敢反对“黑人牙膏”了！
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	73	凌波小姐也爱用黑人牙膏		在目前的世界趋势里，真正能“唤起民众”的人，大部分都是学者和思想家以外的人物，这些人物出面来鼓吹学者和思想家的意见，所收的效果，要在比例上大得多。马龙白兰度出面主张废止死刑、查尔赫斯顿出面主张黑白平等、法兰克辛纳屈出面关切总统选举……这些举动，都容易引起天下风从的效果，都比什么专家什么学者的呼吁来得灵。大事如此，小事又何独不然？一个“黑人牙膏”，牙医师的千言万语郑重推荐，远赶不上“凌波小姐也爱用黑人牙膏”一句话；而“黑人牙膏”再加上“乐蒂小姐也爱用”，效果也就更周全——至少看过《梁山伯与祝英台》的影迷，此生再也不敢反对“黑人牙膏”了！
10	keyword_signal_line_uncovered	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	115	查“文化太保”李敖，最近老毛病复发，又乱写文章，妖言惑众。自闹之不足，又公然鼓动良家妇女做“女叛徒”，且美其名曰“美人计”。似此张狂，实胆大妄为，不知人间法理为何物。着通令有关机关，对此人言行严密注意。稍有异动，即行检举。庶保治安，以维法纪。		查“文化太保”李敖，最近老毛病复发，又乱写文章，妖言惑众。自闹之不足，又公然鼓动良家妇女做“女叛徒”，且美其名曰“美人计”。似此张狂，实胆大妄为，不知人间法理为何物。着通令有关机关，对此人言行严密注意。稍有异动，即行检举。庶保治安，以维法纪。
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	115	美人计		查“文化太保”李敖，最近老毛病复发，又乱写文章，妖言惑众。自闹之不足，又公然鼓动良家妇女做“女叛徒”，且美其名曰“美人计”。似此张狂，实胆大妄为，不知人间法理为何物。着通令有关机关，对此人言行严密注意。稍有异动，即行检举。庶保治安，以维法纪。
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	115	女叛徒		查“文化太保”李敖，最近老毛病复发，又乱写文章，妖言惑众。自闹之不足，又公然鼓动良家妇女做“女叛徒”，且美其名曰“美人计”。似此张狂，实胆大妄为，不知人间法理为何物。着通令有关机关，对此人言行严密注意。稍有异动，即行检举。庶保治安，以维法纪。
10	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	115	文化太保		查“文化太保”李敖，最近老毛病复发，又乱写文章，妖言惑众。自闹之不足，又公然鼓动良家妇女做“女叛徒”，且美其名曰“美人计”。似此张狂，实胆大妄为，不知人间法理为何物。着通令有关机关，对此人言行严密注意。稍有异动，即行检举。庶保治安，以维法纪。
10	keyword_signal_line_uncovered	0	literary-check	002.开场白——“浪子”回头.txt	11	67年前，章太炎先生到台湾，主持比《台湾日报》多“日新”的报——《台湾日日新报》，曾有两句诗说：		67年前，章太炎先生到台湾，主持比《台湾日报》多“日新”的报——《台湾日日新报》，曾有两句诗说：
10	plausible_candidate_not_exported	0	literary-check	002.开场白——“浪子”回头.txt	11	日新		67年前，章太炎先生到台湾，主持比《台湾日报》多“日新”的报——《台湾日日新报》，曾有两句诗说：
10	keyword_signal_line_uncovered	0	literary-check	003.破题——从《人间喜剧》说起.txt	3	《开场白——“浪子”回头》里提到的巴黎浪子，最早出现在巴尔扎克的《人间喜剧》（La Comedie Humaine）里。在这套《人间喜剧》最后完稿后90多年，美国的萨洛扬又出现了他的新的《人间喜剧》（The Human Come by）。这两出喜剧，虽然在同一书名下亮相，可是它们所代表的时代意义，却相差得很多。		《开场白——“浪子”回头》里提到的巴黎浪子，最早出现在巴尔扎克的《人间喜剧》（La Comedie Humaine）里。在这套《人间喜剧》最后完稿后90多年，美国的萨洛扬又出现了他的新的《人间喜剧》（The Human Come by）。这两出喜剧，虽然在同一书名下亮相，可是它们所代表的时代意义，却相差得很多。
10	plausible_candidate_not_exported	0	literary-check	003.破题——从《人间喜剧》说起.txt	3	浪子		《开场白——“浪子”回头》里提到的巴黎浪子，最早出现在巴尔扎克的《人间喜剧》（La Comedie Humaine）里。在这套《人间喜剧》最后完稿后90多年，美国的萨洛扬又出现了他的新的《人间喜剧》（The Human Come by）。这两出喜剧，虽然在同一书名下亮相，可是它们所代表的时代意义，却相差得很多。
10	plausible_candidate_not_exported	0	literary-check	008.不仅仅是做“好人”.txt	9	好人		这几段话，可说是对“好人”的一个指针。所谓“好人自命清高”、所谓“好人笼着手”、所谓“好人袖手”等等态度，都是要不得的态度，甚至可说是乡愿的态度。单单“做好人是不够的，需要做奋斗的好人”。——这是好人或以好人自许的人，必须认清的一个大动向。
10	plausible_candidate_not_exported	0	literary-check	008.不仅仅是做“好人”.txt	9	好人笼着手		这几段话，可说是对“好人”的一个指针。所谓“好人自命清高”、所谓“好人笼着手”、所谓“好人袖手”等等态度，都是要不得的态度，甚至可说是乡愿的态度。单单“做好人是不够的，需要做奋斗的好人”。——这是好人或以好人自许的人，必须认清的一个大动向。
10	plausible_candidate_not_exported	0	literary-check	008.不仅仅是做“好人”.txt	9	好人袖手		这几段话，可说是对“好人”的一个指针。所谓“好人自命清高”、所谓“好人笼着手”、所谓“好人袖手”等等态度，都是要不得的态度，甚至可说是乡愿的态度。单单“做好人是不够的，需要做奋斗的好人”。——这是好人或以好人自许的人，必须认清的一个大动向。
10	plausible_candidate_not_exported	0	literary-check	008.不仅仅是做“好人”.txt	9	好人自命清高		这几段话，可说是对“好人”的一个指针。所谓“好人自命清高”、所谓“好人笼着手”、所谓“好人袖手”等等态度，都是要不得的态度，甚至可说是乡愿的态度。单单“做好人是不够的，需要做奋斗的好人”。——这是好人或以好人自许的人，必须认清的一个大动向。
10	keyword_signal_line_uncovered	0	literary-check	008.不仅仅是做“好人”.txt	9	这几段话，可说是对“好人”的一个指针。所谓“好人自命清高”、所谓“好人笼着手”、所谓“好人袖手”等等态度，都是要不得的态度，甚至可说是乡愿的态度。单单“做好人是不够的，需要做奋斗的好人”。——这是好人或以好人自许的人，必须认清的一个大动向。		这几段话，可说是对“好人”的一个指针。所谓“好人自命清高”、所谓“好人笼着手”、所谓“好人袖手”等等态度，都是要不得的态度，甚至可说是乡愿的态度。单单“做好人是不够的，需要做奋斗的好人”。——这是好人或以好人自许的人，必须认清的一个大动向。
10	plausible_candidate_not_exported	0	literary-check	008.不仅仅是做“好人”.txt	9	做好人是不够的，需要做奋斗的好人		这几段话，可说是对“好人”的一个指针。所谓“好人自命清高”、所谓“好人笼着手”、所谓“好人袖手”等等态度，都是要不得的态度，甚至可说是乡愿的态度。单单“做好人是不够的，需要做奋斗的好人”。——这是好人或以好人自许的人，必须认清的一个大动向。
10	keyword_signal_line_uncovered	0	literary-check	009.大奶奶运动史.txt	7	不论在中国在外国，女人都经过一段束胸的历史，都在装饰上，未曾大力强调过大奶奶的可爱。在中国，女人们胸部的解放是在民国以后的事，提倡风气的有被称为“性学博士”的张竞生，以及我们那位全世界见到女人乳房次数最少的“哲学博士”胡适。他们两位虽然都鼓吹“大奶奶主义”，但是后者曾被前者痛斥过一次，理由是胡适之对女人乳房的知识太差，所以闹了笑话。		不论在中国在外国，女人都经过一段束胸的历史，都在装饰上，未曾大力强调过大奶奶的可爱。在中国，女人们胸部的解放是在民国以后的事，提倡风气的有被称为“性学博士”的张竞生，以及我们那位全世界见到女人乳房次数最少的“哲学博士”胡适。他们两位虽然都鼓吹“大奶奶主义”，但是后者曾被前者痛斥过一次，理由是胡适之对女人乳房的知识太差，所以闹了笑话。
10	plausible_candidate_not_exported	0	literary-check	009.大奶奶运动史.txt	7	大奶奶主义		不论在中国在外国，女人都经过一段束胸的历史，都在装饰上，未曾大力强调过大奶奶的可爱。在中国，女人们胸部的解放是在民国以后的事，提倡风气的有被称为“性学博士”的张竞生，以及我们那位全世界见到女人乳房次数最少的“哲学博士”胡适。他们两位虽然都鼓吹“大奶奶主义”，但是后者曾被前者痛斥过一次，理由是胡适之对女人乳房的知识太差，所以闹了笑话。
10	plausible_candidate_not_exported	0	literary-check	009.大奶奶运动史.txt	7	性学博士		不论在中国在外国，女人都经过一段束胸的历史，都在装饰上，未曾大力强调过大奶奶的可爱。在中国，女人们胸部的解放是在民国以后的事，提倡风气的有被称为“性学博士”的张竞生，以及我们那位全世界见到女人乳房次数最少的“哲学博士”胡适。他们两位虽然都鼓吹“大奶奶主义”，但是后者曾被前者痛斥过一次，理由是胡适之对女人乳房的知识太差，所以闹了笑话。
10	plausible_candidate_not_exported	0	literary-check	009.大奶奶运动史.txt	7	哲学博士		不论在中国在外国，女人都经过一段束胸的历史，都在装饰上，未曾大力强调过大奶奶的可爱。在中国，女人们胸部的解放是在民国以后的事，提倡风气的有被称为“性学博士”的张竞生，以及我们那位全世界见到女人乳房次数最少的“哲学博士”胡适。他们两位虽然都鼓吹“大奶奶主义”，但是后者曾被前者痛斥过一次，理由是胡适之对女人乳房的知识太差，所以闹了笑话。
10	plausible_candidate_not_exported	0	literary-check	009.大奶奶运动史.txt	11	惩治大奶奶条例		由于时代的进步，女人们对乳房的保养与美化也愈来愈积极，从钢丝胸罩到隆乳按摩，再到所谓乳房真空扩大器，名堂百出，唯大是尚。乳房的自由已经发展到如日中天，宪法里所列举的种种自由（如言论自由等等），没有任何一条的发展能够凌大奶奶而上之，也没有任何一个机关敢订立一种“惩治大奶奶条例”来控制大奶奶，或散发剪刀来剪我们可爱的大奶奶。这是时代的进步，也是自由中国的自由，我们千万不要忘记。
10	keyword_signal_line_uncovered	0	literary-check	009.大奶奶运动史.txt	11	由于时代的进步，女人们对乳房的保养与美化也愈来愈积极，从钢丝胸罩到隆乳按摩，再到所谓乳房真空扩大器，名堂百出，唯大是尚。乳房的自由已经发展到如日中天，宪法里所列举的种种自由（如言论自由等等），没有任何一条的发展能够凌大奶奶而上之，也没有任何一个机关敢订立一种“惩治大奶奶条例”来控制大奶奶，或散发剪刀来剪我们可爱的大奶奶。这是时代的进步，也是自由中国的自由，我...		由于时代的进步，女人们对乳房的保养与美化也愈来愈积极，从钢丝胸罩到隆乳按摩，再到所谓乳房真空扩大器，名堂百出，唯大是尚。乳房的自由已经发展到如日中天，宪法里所列举的种种自由（如言论自由等等），没有任何一条的发展能够凌大奶奶而上之，也没有任何一个机关敢订立一种“惩治大奶奶条例”来控制大奶奶，或散发剪刀来剪我们可爱的大奶奶。这是时代的进步，也是自由中国的自由，我...
10	keyword_signal_line_uncovered	0	literary-check	011.“赤子之心”？.txt	3	在习惯上，我们常常运用的一些词汇和论证，一经推敲起来，便问题横生。		在习惯上，我们常常运用的一些词汇和论证，一经推敲起来，便问题横生。
10	keyword_signal_line_uncovered	0	literary-check	011.“赤子之心”？.txt	5	最大的问题是，我们中国的许多词句，语意非常含混，不像西方文字那样不含糊（unambiguous），那样不能做两三样的解释。所以中国的文章不是科学的文章，用中文来写纯科学的论述，许多时候都会无法表达。		最大的问题是，我们中国的许多词句，语意非常含混，不像西方文字那样不含糊（unambiguous），那样不能做两三样的解释。所以中国的文章不是科学的文章，用中文来写纯科学的论述，许多时候都会无法表达。
10	keyword_signal_line_uncovered	0	literary-check	011.“赤子之心”？.txt	7	中文的最大本领，乃在于善做莫名其妙浑浑噩噩的玄学魔术，把一些不知所云的抽象名词排列组合起来，表达一种混沌的思想。这种混沌的思想，稍一经过科学的论证，便要矛盾狂泻，一塌糊涂。		中文的最大本领，乃在于善做莫名其妙浑浑噩噩的玄学魔术，把一些不知所云的抽象名词排列组合起来，表达一种混沌的思想。这种混沌的思想，稍一经过科学的论证，便要矛盾狂泻，一塌糊涂。
10	plausible_candidate_not_exported	0	literary-check	012.没良心.txt	11	良心		因此，当一个人用“凭良心”做标准来做人处世的时候，他一定该当心，该仔细检讨检讨这个“良心”是什么？检讨以后，他自然会发现这个抽象名词所代表的意义，实在非常含混、非常模糊不清。如果他稍有方法学的训练，他会很容易就发现，所谓“良心”，只是传统标准的反射而已；所谓“受良心驱使”、“受良心责备”等等，也只不过是受传统标准的驱使和责备罢了！
10	plausible_candidate_not_exported	0	literary-check	012.没良心.txt	11	凭良心		因此，当一个人用“凭良心”做标准来做人处世的时候，他一定该当心，该仔细检讨检讨这个“良心”是什么？检讨以后，他自然会发现这个抽象名词所代表的意义，实在非常含混、非常模糊不清。如果他稍有方法学的训练，他会很容易就发现，所谓“良心”，只是传统标准的反射而已；所谓“受良心驱使”、“受良心责备”等等，也只不过是受传统标准的驱使和责备罢了！
10	plausible_candidate_not_exported	0	literary-check	012.没良心.txt	11	受良心驱使		因此，当一个人用“凭良心”做标准来做人处世的时候，他一定该当心，该仔细检讨检讨这个“良心”是什么？检讨以后，他自然会发现这个抽象名词所代表的意义，实在非常含混、非常模糊不清。如果他稍有方法学的训练，他会很容易就发现，所谓“良心”，只是传统标准的反射而已；所谓“受良心驱使”、“受良心责备”等等，也只不过是受传统标准的驱使和责备罢了！
10	plausible_candidate_not_exported	0	literary-check	012.没良心.txt	11	受良心责备		因此，当一个人用“凭良心”做标准来做人处世的时候，他一定该当心，该仔细检讨检讨这个“良心”是什么？检讨以后，他自然会发现这个抽象名词所代表的意义，实在非常含混、非常模糊不清。如果他稍有方法学的训练，他会很容易就发现，所谓“良心”，只是传统标准的反射而已；所谓“受良心驱使”、“受良心责备”等等，也只不过是受传统标准的驱使和责备罢了！
