file	line	quote	context
022.王作荣真的不懂法律？.txt	17	无法无天	赖忠星推事对吴天惠的无罪判决，在法律上是自成一判的。高新武检察官说假如本案是一个平常的司法黄牛被揭发的案件，可能判有罪。其实这只能证明其他黄牛的被滥判，不能证明本案的错判。至于高新武指摘赖忠星“孤立于社会共同认知的经验法则之下”，国民党无知文人高阳之流也同此鼓吹，则更属荒唐。在法国大革命的“恐怖时代”里，全法国的杀人纪录，大约有一万人。这一万人中，谁是坏蛋，谁是好人，大家根本分不清了，但这一无法无天，却没“孤立于社会共同认知的经验法则之下”！整个社会都中风狂走，以“共同认知的经验法则”，去杀尽坏人、杀尽坏人，杀尽比
023.有名归己、有罪归人.txt	3	一应俱全	我母亲生了八个子女，羁旅西东，遍布海峡三岸。信仰上，自共产党到天主教徒，一应俱全。老太太周游台湾、美国、大陆之间，一路被人喊妈不绝。人说英国是“日不落”之国，李老太者，“母不落”之老太也！
023.有名归己、有罪归人.txt	7	少年十五二十时	我在“少年十五二十时”的时候，看到我家大妹妹和小妹妹吵架。大妹妹是天主教徒，小妹妹不是。一次吵架过后，大妹妹跪下来祈祷，请圣母赦免她的罪，小妹妹在旁边看到，气起来了，说：“这怎么行？你吵完架，一祈祷，就没罪了！而我没有圣母，这下子罪都跑到我一个人身上了！”
023.有名归己、有罪归人.txt	9	背黑锅	我家大妹妹小妹妹这个故事，其实推而广之，人间大事玄理，也作如是观。以陶百川为例。九一八事变，东北人张学良要抗日的时候，南方人蒋介石下密令不准他抵抗。当时全国大哗，学生民众尤不满意，纷纷示威、请愿，要求政府抗日。不料北方学生南下请愿团的北京大学代表，到上海后，国民党竟用绑票手段对付他们，主持绑票作业的，不是别人，就是后来做了杀人不眨眼的军法处长的今天“国之大佬”陶百川！支援他的不是别人，就是那时上海市长今天“国之大大姥”张群！陶百川绑票学生事件，惹出了大丑闻，当年12月11日，署名“敬”的写信给胡适，说：“顷知北大代
023.有名归己、有罪归人.txt	13	独善其身	国民党老头子心态如此，国民党少壮派又何独不然？以这一次新竹地方法院检察官与推事们的集体大秀为例，我感到最不可思议的，是这些检推执法者们，他们在法院执法，年资从八年以下，为时不可谓不久；案件有一万件以上，为案不可谓不多，而他们的考绩，也都斐然可观。在这么长的时间里、在这么多的案情里、在其他法官同行眼里，他们又何尝不是八年来司法黑暗的共犯？高新武检察官说，他“咬牙切齿、苟延残喘、忍气吞声的度过这八年”，试问他何必这样委屈？如今他走下台来，与被告立于平等地位了，试问他在过去八年间，为何坐在台上不自我革新一番？为何要等八年
023.有名归己、有罪归人.txt	13	忍气吞声	国民党老头子心态如此，国民党少壮派又何独不然？以这一次新竹地方法院检察官与推事们的集体大秀为例，我感到最不可思议的，是这些检推执法者们，他们在法院执法，年资从八年以下，为时不可谓不久；案件有一万件以上，为案不可谓不多，而他们的考绩，也都斐然可观。在这么长的时间里、在这么多的案情里、在其他法官同行眼里，他们又何尝不是八年来司法黑暗的共犯？高新武检察官说，他“咬牙切齿、苟延残喘、忍气吞声的度过这八年”，试问他何必这样委屈？如今他走下台来，与被告立于平等地位了，试问他在过去八年间，为何坐在台上不自我革新一番？为何要等八年
024.有种就去革命.txt	5	一厢情愿	这一社论，前面所说别上条陈的部分，是正确的，王作荣老师文章的副标题“敬向李总统及有关官员建议”，的确不当。事实上，《新新闻》这种反对上条陈的思路，还是由李敖开先河的。我早在五年前（1984年5月30日），就发表《别为盗贼上条陈》，强烈反对这种思路。我指出：“如果这种当局根本是不可与言的，那么同它说话，就统统是废话。国民党是一个不可与言的集团，我们对它的警告也好、劝告也好，它都是不可能改变的，改变就不是国民党了。大家以为舆论可以影响国民党，这完全错误，国民党根本不看你的、也不听你的，国民党的压力团体在美国参议院、众议
024.有种就去革命.txt	23	借题发挥	但是现在却走到歧路上了，变成了一个近于野蛮的非理性的社会。对于维持一个和谐、稳定的社会和可以运作的政治环境所必需的道德、伦理、正义、法律、体制、纪律，都尽情的破坏，肆意的蹂躏，使这个社会充满了抢夺、砍杀、诈骗、说谎、歪曲、耍赖，人与人之间互不尊重，互相猜忌，互相仇恨，政治运作逐渐失控，经济发展逐渐受到阻碍。与吕坤形容明朝将亡时的社会状况完全符合：“今也在朝，小臣藐大臣；在边，军士轻主帅；在家，子妇蔑父母；在学校，弟子慢师，后进凌先进；在乡里，卑幼轧尊长。惟贪肆是恣，不知礼法为何物。”四十年的经济发展、教育普及及民主
024.有种就去革命.txt	27	深恶痛绝	（二）马赫俊案。约自1840年鸦片战争至政府建都南京为止，少数外籍传教士的传教方式是一方面以小惠在传教地招募一批“吃教的”做爪牙，另一方面则以其帝国主义的祖国为后盾，在地方作威作福，狂妄自大，蔑视地方官员，侵压善良人民，干预中国内政。等到官民不堪凌辱，杀教士、焚教堂，遂酿成教案。其结果千篇一律，由中国政府轻则惩罚自己官民，赔钱道歉；重则兵戎相见，丧权辱国。我们这一代人都目睹耳闻，深恶痛绝。
024.有种就去革命.txt	27	作威作福	（二）马赫俊案。约自1840年鸦片战争至政府建都南京为止，少数外籍传教士的传教方式是一方面以小惠在传教地招募一批“吃教的”做爪牙，另一方面则以其帝国主义的祖国为后盾，在地方作威作福，狂妄自大，蔑视地方官员，侵压善良人民，干预中国内政。等到官民不堪凌辱，杀教士、焚教堂，遂酿成教案。其结果千篇一律，由中国政府轻则惩罚自己官民，赔钱道歉；重则兵戎相见，丧权辱国。我们这一代人都目睹耳闻，深恶痛绝。
025.司法现形记.txt	5	口口声声	国民党口口声声骂北洋军阀、北洋政府，认为北洋官僚是《官场现形记》中的人物，其实北洋官僚之有所不为，比国民党还规矩得多，至少他们演不出“司法现形记”。而国民党呢，却祸延司法如儿戏，丑态毕露，连《官场现形记》中的人物，还望尘莫及呢！
025.司法现形记.txt	5	有所不为	国民党口口声声骂北洋军阀、北洋政府，认为北洋官僚是《官场现形记》中的人物，其实北洋官僚之有所不为，比国民党还规矩得多，至少他们演不出“司法现形记”。而国民党呢，却祸延司法如儿戏，丑态毕露，连《官场现形记》中的人物，还望尘莫及呢！
025.司法现形记.txt	9	口口声声	司法秀本来是从检察官高新武大作拘提秀开始的，高新武丢下手上几百件待办案件、几十名被押人犯不管，却伪称一视同仁、伪称以“平常心”去先办吴天惠案，并且公然违反侦查不公开的规定，大事张扬，其为作秀心态，已昭然若揭。接着是推事谢启大等四人大作辞职秀，口口声声为林洋港“清君侧”，最后，在林洋港一阵马杀鸡之下，个个又乖乖做小鸡鸡，不辞职了，还群相赞誉林院长是司法改革的最佳人选，殊不知林洋港正是祸害司法的元凶也！
025.司法现形记.txt	9	一视同仁	司法秀本来是从检察官高新武大作拘提秀开始的，高新武丢下手上几百件待办案件、几十名被押人犯不管，却伪称一视同仁、伪称以“平常心”去先办吴天惠案，并且公然违反侦查不公开的规定，大事张扬，其为作秀心态，已昭然若揭。接着是推事谢启大等四人大作辞职秀，口口声声为林洋港“清君侧”，最后，在林洋港一阵马杀鸡之下，个个又乖乖做小鸡鸡，不辞职了，还群相赞誉林院长是司法改革的最佳人选，殊不知林洋港正是祸害司法的元凶也！
025.司法现形记.txt	17	出淤泥而不染	岂止拿法律来伺候大总统，我看在大总统以下，被伺候的各级官吏，总而言之、统而言之，也不在少。例如谢启大等四推事表演辞职秀，但查查八年来他们四个人的考绩：林敏泽去年办民事案，上诉维持率是百分之百；孙天麒办民事案，上诉维持率是93% ；谢启大办民事执行案，上诉维持率是百分之百；袁从桢办刑事案，上诉维持率是81.69%。他们均为“优秀”司法官，为司法院所公开承认，试问如司法光明，他们又何必闹？如司法黑暗，他们难道没份？4月30日《自由时报》上林敏泽公然说影响审判独立的因素有六：一、政策；二、考绩；三、办案成绩；四、送阅制；
026.李光耀又告诽谤赞.txt	9	含沙射影	李光耀是英国剑桥大学法科双料第一名，他有最好的法学素养，又有最佳的法庭斗志。二十四年来，他虽贵为一国元首，可是从不放过无理与恶声。小人们对他的诽谤，他一律不放过，他绝不让文棍猖獗、小子横行，他一定要诉诸法律，把含沙射影之言，追究个水落石出，并绳小人们于法。
026.李光耀又告诽谤赞.txt	9	水落石出	李光耀是英国剑桥大学法科双料第一名，他有最好的法学素养，又有最佳的法庭斗志。二十四年来，他虽贵为一国元首，可是从不放过无理与恶声。小人们对他的诽谤，他一律不放过，他绝不让文棍猖獗、小子横行，他一定要诉诸法律，把含沙射影之言，追究个水落石出，并绳小人们于法。
026.李光耀又告诽谤赞.txt	19	故态复萌	又如五年前再告小左派李绍祖诽谤，李绍祖故态复萌，又诽谤他涉嫌贪污，他坚持要告，告到对方公开道歉。
026.李光耀又告诽谤赞.txt	23	灰头土脸	又如两年前告马来西亚《星报》总编辑、星报出版有限公司诽谤，该报诽谤他人格有问题，他坚持要告，告到对方灰头土脸。
027.用重典的相对条件.txt	3	乌托邦	中国书里有一部45806字的《周礼》，它是中国政制书中最细密的一本，不过，虽名为“周公之礼”，实际却是汉朝人集大成的。这部书，是中国政制的乌托邦，它提出了不少理想，一直影响中国的人心。
027.用重典的相对条件.txt	5	治乱世，用重典	《周礼》卷九《秋官司寇》中，有这样一段：“大司寇之职，掌建邦之三典，以佐王刑邦国、诘四方。一曰：刑新国，用轻典；二曰：刑平国，用中典；三曰：刑乱国，用重典。”翻成今天的意思是说：司法大臣或法务大臣，掌理建立国家的三大法制，辅助皇帝对各邦国的司法统治并督察四方。第一是对新建的邦国用轻刑；第二是对承平的邦国用适度的刑；第三是对混乱的邦国用重刑。要大刑伺候，才能拨乱反正。这种思想，深入人心以后，流变而成“治乱世，用重典”的中国思想。
027.用重典的相对条件.txt	11	昙花一现	建文帝看出“刑乱国之典，非百世通行之道也”，这种见解，其实正是古今法学家都深信的理论。任何用重典的招数，都只有它昙花一现的效果，纵以明太祖的淫威，只要重典所向，与人民实利相违，收效也就有其限度，但是流弊反倒是“弊愈无穷”的。
028.所谓《台湾地区戒严时期出版物管制办法》.txt	27	无法无天	如今在所谓《台湾地区戒严时期出版物管制办法》肆虐一二十年后，在解严时期，身为司法体系的高等法院法官，若还不能认清这一所谓管制办法的无法无天，反倒靠它来做抵触《宪法》或法律的依据，这种法官，也就太“歧路亡法”了！
029.黑牛案案里案外.txt	7	黄狗偷食，黑狗当灾	这段问答使我们了解到：黑牛自己，并没有做那么多的案，“是别人冒用我的名字干的”。这是很有趣味的一个现象。人在江湖，有了名气，就会发生银行上“同业堆花”式的现象，结果黄狗偷食，黑狗当灾；李鬼作案，李逵背黑锅，不该算在他头上的，也天下之罪皆归之了。
029.黑牛案案里案外.txt	7	背黑锅	这段问答使我们了解到：黑牛自己，并没有做那么多的案，“是别人冒用我的名字干的”。这是很有趣味的一个现象。人在江湖，有了名气，就会发生银行上“同业堆花”式的现象，结果黄狗偷食，黑狗当灾；李鬼作案，李逵背黑锅，不该算在他头上的，也天下之罪皆归之了。
029.黑牛案案里案外.txt	15	信口胡说	这件疑案有趣的是，叶姓少年精神状态有异，信口胡说他被郭正雄割伤，但在郭正雄那边，为什么要揽罪上身？为什么要在警察面前对谎话予以配合，这不是怪事吗？
029.黑牛案案里案外.txt	17	敷衍塞责	其实，对警察办案习惯略有所知的人，就知道见怪不怪。警察手里，没破获的案子总有一大把，抓到一个嫌犯，做警察的，就习惯性的把手中悬案一个个往嫌犯头上套，以刑求逼嫌犯一并承认。当然有时不靠刑求，而靠谈判的。例如游荣佳案，就发生这种妙事。1983年9月24日，苏秋镇曾在立法院质询说：“游荣佳‘自首’抢劫世华银行，制作笔录时，被讯问人与讯问人取得一致‘共识’，既然自首罪必降一等，无死刑之理由，刑警要求游某好人做到底，连同松山基地抢枪案也一并‘自首’承认结案，唯经查证结果，该枪非彼枪，该物非此物，号码不同，业经台湾警备总司令部
029.黑牛案案里案外.txt	17	假戏真做	其实，对警察办案习惯略有所知的人，就知道见怪不怪。警察手里，没破获的案子总有一大把，抓到一个嫌犯，做警察的，就习惯性的把手中悬案一个个往嫌犯头上套，以刑求逼嫌犯一并承认。当然有时不靠刑求，而靠谈判的。例如游荣佳案，就发生这种妙事。1983年9月24日，苏秋镇曾在立法院质询说：“游荣佳‘自首’抢劫世华银行，制作笔录时，被讯问人与讯问人取得一致‘共识’，既然自首罪必降一等，无死刑之理由，刑警要求游某好人做到底，连同松山基地抢枪案也一并‘自首’承认结案，唯经查证结果，该枪非彼枪，该物非此物，号码不同，业经台湾警备总司令部
029.黑牛案案里案外.txt	17	见怪不怪	其实，对警察办案习惯略有所知的人，就知道见怪不怪。警察手里，没破获的案子总有一大把，抓到一个嫌犯，做警察的，就习惯性的把手中悬案一个个往嫌犯头上套，以刑求逼嫌犯一并承认。当然有时不靠刑求，而靠谈判的。例如游荣佳案，就发生这种妙事。1983年9月24日，苏秋镇曾在立法院质询说：“游荣佳‘自首’抢劫世华银行，制作笔录时，被讯问人与讯问人取得一致‘共识’，既然自首罪必降一等，无死刑之理由，刑警要求游某好人做到底，连同松山基地抢枪案也一并‘自首’承认结案，唯经查证结果，该枪非彼枪，该物非此物，号码不同，业经台湾警备总司令部
029.黑牛案案里案外.txt	21	一针见血	从黑牛案的案里与案外，我们看到了固然人在江湖、身不由己，天下之罪皆归之；纵人离江湖，在警察局也照样身不由己，也要天下之罪皆归之。这一现象，告诉了我们，一个犯人犯的罪，似乎比实际上要少一点，即便他一网兜收，全部供认不讳，其中内情，也不无妙趣可寻。苏秋镇老兄说“假破案，真报结”，实乃一针见血的名言。
030.《求是报》社致新闻局长邵玉铭函.txt	21	临奶欢喜，不知有汉	我们写这封信，并不是反对贵党第一党报登裸照，正相反的，我们是赞成登裸照的，我们始终相信，一代尤物，把她的裸体流传古今，雅俗共赏，亦大佳事，人人都愿意看，看了皆大欢喜，又假道学个什么？可叹的是假道学的是你们，你们订了“三点不露”的标准，自己又不能遵守，因此特写此信，请局长先生明告取舍，俾使小民知所进止，在未蒙明告惩办《中央日报》前，吾侪小民，自当援例刊出着蝉透之衫、露峰起之奶的裸女照片，以为跟进。临奶欢喜，不知有汉，草草修书，即颂
030.《求是报》社致新闻局长邵玉铭函.txt	21	皆大欢喜	我们写这封信，并不是反对贵党第一党报登裸照，正相反的，我们是赞成登裸照的，我们始终相信，一代尤物，把她的裸体流传古今，雅俗共赏，亦大佳事，人人都愿意看，看了皆大欢喜，又假道学个什么？可叹的是假道学的是你们，你们订了“三点不露”的标准，自己又不能遵守，因此特写此信，请局长先生明告取舍，俾使小民知所进止，在未蒙明告惩办《中央日报》前，吾侪小民，自当援例刊出着蝉透之衫、露峰起之奶的裸女照片，以为跟进。临奶欢喜，不知有汉，草草修书，即颂
030.《求是报》社致新闻局长邵玉铭函.txt	21	雅俗共赏	我们写这封信，并不是反对贵党第一党报登裸照，正相反的，我们是赞成登裸照的，我们始终相信，一代尤物，把她的裸体流传古今，雅俗共赏，亦大佳事，人人都愿意看，看了皆大欢喜，又假道学个什么？可叹的是假道学的是你们，你们订了“三点不露”的标准，自己又不能遵守，因此特写此信，请局长先生明告取舍，俾使小民知所进止，在未蒙明告惩办《中央日报》前，吾侪小民，自当援例刊出着蝉透之衫、露峰起之奶的裸女照片，以为跟进。临奶欢喜，不知有汉，草草修书，即颂
031.国民党如何跑了犯人也跑了法律.txt	3	口口声声	国民党口口声声打倒军阀，其实国民党还不如军阀，军阀乱来，还名列劣等，但国民党却等而下之。在司法方面，试举一例以明之。
031.国民党如何跑了犯人也跑了法律.txt	7	上穷碧落下黄泉	犯人逃掉了，为国民党的，一定通缉，但是妙就妙在有些通缉犯真回来投案的时候，国民党却拒而不纳。例如国民党通缉许信良，许信良你通缉、我报到，买了飞机票，就要来台湾。可是国民党却千方百计不让他入境，包括给航空公司压力，拒绝搭载他。许信良北起日本，南到菲律宾，在台湾头顶上绕着飞，一意要空降；国民党却全力来防他，上穷碧落下黄泉，一律堵得凶。国民党堵许信良不稀奇，稀奇的是它的理由。当时曲学阿世的法务部长施启扬说：国安法施行细则第12条第3款明文规定“涉有内乱、外患罪重大嫌疑者，得依法不许可入境。”要入境，得先办入境手续。许信良
031.国民党如何跑了犯人也跑了法律.txt	7	曲学阿世	犯人逃掉了，为国民党的，一定通缉，但是妙就妙在有些通缉犯真回来投案的时候，国民党却拒而不纳。例如国民党通缉许信良，许信良你通缉、我报到，买了飞机票，就要来台湾。可是国民党却千方百计不让他入境，包括给航空公司压力，拒绝搭载他。许信良北起日本，南到菲律宾，在台湾头顶上绕着飞，一意要空降；国民党却全力来防他，上穷碧落下黄泉，一律堵得凶。国民党堵许信良不稀奇，稀奇的是它的理由。当时曲学阿世的法务部长施启扬说：国安法施行细则第12条第3款明文规定“涉有内乱、外患罪重大嫌疑者，得依法不许可入境。”要入境，得先办入境手续。许信良
