source_file	line	flag	text
054.踏脚石与马铃薯.txt	5		　　你开始学植物（plant），你要爸爸写一点植物给你。好，你看，植物来了，这是什么花？这是五月花（Mayflower），这是美国麻州的州花（state flower of Massachusetts）。麻州就是美国东边那个有小挂衣钩的小州，州虽小，资格却很老，1620年——哥伦布（Columbus）发现美洲后128年，一条叫Mayflower的船，到了这挂衣钩的Provincetown的地方，这船上有102个Pilgrims（都是清教徒Pilgrims），有老有少有男有女（有的还有仆人），他们是从英国Plymouth港上船的，走了65天，到了挂衣钩（这钩叫Cape Cod），但到了这里的102个人不是完全上船那102个，因为死了一个，又生了一个，这天是1620年November 21，到了December 21，他们到了西边的陆地，因为他们是从Plymouth来的，所以就把这地方叫做Plymouth（你记得前年9月23爸爸给你信上提到的美国对英国饮水思源，英国有一个Plymouth，美国来它六个吗？）到了这地方，102个人又变了，死了3个，又生了1个，一共只有99了。传说他们踩了一块踏脚石（stepping-stone），现在这块石头是美国国宝。 
054.踏脚石与马铃薯.txt	11		　　美国白人有的很神气，总是炫耀他们Mayflower来的老祖宗，认为他们最老资格，但忘了在白人到美洲前，早有黄种人印地安（Indian）人在那儿了。美国历史上最有名的牛仔哲学家（the cowboy philosopher），最会表演挥鞭子、说笑话的Will Rogers（1935年爸爸出世后三个多月，他坐飞机失事死了）说过一句挖苦这些美国白人的话： 
054.踏脚石与马铃薯.txt	17		　　可见一个人不要老吹自己的祖宗，要自己有本领才好。Thomas Overbury用植物中的马铃薯（potato）做过一个比喻，他说自己乏善可陈老是吹他有名的祖宗的家伙，就像马铃薯——属于他的好东西都在地底下（祖宗都死了，埋在地底下）。The man who has not anything to boast of but his illustrious ancestors is like a potato-the only good belonging to him is under ground.（Sir Thomas Overbury：Characters） 
054.踏脚石与马铃薯.txt	19		　　小文你说，这个比喻好不好玩？ 
055.我讨厌日本.txt	21		　　五、日本人和德国人是全世界最不会把简单的事弄简单的人，他们常常弄得复杂，日本人写的书多犯这个毛病。日本的小说，没有一本是能看的。日本文字的啰嗦，使他们在二次世界大战的通讯方面，吃了大亏。 
055.我讨厌日本.txt	29		　　九、日本画和电影，在表情上，男人都是夸张过度的凶相，女人都是“爱哭面”，台湾的歌仔戏一路哭到底，大概受了日本的影响，台湾被日本统治了半个世纪，所以很日本味，很多台湾人说了一口好日本话，但有的不行，日本人考台湾人日语，要他们分别： 
055.我讨厌日本.txt	45		　　十四、英文成语： 
055.我讨厌日本.txt	51		　　Sayonara！（Japanese good-bye）美国小说家James A. Michener的一本小说就用这字做书名。 
055.我讨厌日本.txt	53	risk	　　请姥姥给你讲中文成语“指鹿为马”的故事。日本人后来偷去这个故事，成了一句日本骂人语——“马鹿野郎”（拔个牙路），意思是人连马和鹿都分不清，是个混蛋的家伙。日本人最喜欢骂“马鹿野郎”，有次首相吉田茂在国会里骂出来了，结果丢了首相宝座。 
055.我讨厌日本.txt	55		　　中国东北人说日本，发音是一本；湖北人说日本，发音是二本。 
056.从达芬奇到蒲公英.txt	1		从达芬奇到蒲公英
056.从达芬奇到蒲公英.txt	5		　　五百年前，Italy（意大利）有一个天才，名叫列奥纳多达芬奇（Leonardo Da Vinci），他的爸爸和妈妈没结婚，他的爸爸是律师。Leonardo从小就会画，十三岁，他爸爸把他送到一个大画家那儿学画，大画家叫Andrea Del Verrocchio，比他大十七岁，但他慢慢画得比他老师还要棒。他的老师画了一幅《基督受洗图》（Baptism of Christ），其中一个天使（one of the angels）和背景（the background）让他来画，大家看了，都说这天使是画里最好的部分（The angel was the best part of the painting）。后来他老师“气”得不画画了，改行搞雕刻（sculpture）了。用中国成语，这叫“青出于蓝而胜于蓝”（Green comes from blue but excels blue）。
056.从达芬奇到蒲公英.txt	9		　　Leonardo画了许多有名的画，这个要笑又不笑的女人叫Mona Lisa。这种似笑非笑，变成一种神秘的象征（the symbol of mystery）。Leonardo自己说：“Paint the face in such a way that it will be easy to understand what is going on in the mind. ”但大家都猜来猜去，不知道她到底笑什么。Leonardo还画过一幅 The Last Supper，画基督死前同学生们一块儿吃晚饭，也很有名，但这画已经褪色了，并且在战争中受了损害。
056.从达芬奇到蒲公英.txt	21		　　诗人 Helen Gray Cone（1859-1934）写过一首 The Dandelions的诗，最后四句是：
057.瞎子可以摸出象来.txt	5		　　感官（senses）一般说有五种（Most people speak of the five senses：sight——眼，视觉；hearing——耳，听觉；smell——鼻，嗅觉；taste——舌，味觉；feeling——皮肤，触觉），事实上不只五种，人类有十一种。 
057.瞎子可以摸出象来.txt	7		　　还有一种叫“第六感”的“直觉”（sixth sense，an unusual power of perception；intuition；a power of perception beyond the five senses）。很多人信这第六种，但它没有科学的根据。这就是说，“第六感”有迷信的（superstitious）味儿。 
057.瞎子可以摸出象来.txt	9		　　爸爸在去年3月22日信上告诉过你蜻蜓（dragonfly）有最好的眼睛，它可以看到十八英尺远的一只小蚊子（gnat）。另外鹰（eagle）也有极好的眼睛，可以看到半里以外的小兔子，中国诗人描写说“草枯鹰眼疾”，就是夸它的目光犀利。一只小鹰的眼力就比人类好八倍，可见人类真是“目光如豆”（short-sighted）。人类不但不能“鸟瞰”（a bird's eye view）事物，还常常不肯“正视”（face），常常“视而不见”（look but do not see）他所“目睹”（see with one's own eyes）的，所以常常是“打马虎眼”（pretend not to see或to overlook）。所以人常常是睁着眼睛的瞎子，尤其在love的时候，因为大诗人Chaucer说love is blind.。 
057.瞎子可以摸出象来.txt	11		　　瞎了一只眼，叫“独眼龙”（one-eyed person），独眼龙如果运气好，还可以做国王，“In the land of the blind, the one-eyed is king．”（在盲人之国，独眼龙就是王。）这是一句好玩的英文谚语，这才真是中文谚语里头的“别具只眼”呢！（英文eye for eye大概是独眼龙发明的，中文的意思是以眼还眼，一报还一报，报复，一拳来一脚去。） 
057.瞎子可以摸出象来.txt	17		　　现在谈“触觉”。触觉瞎子最灵，中国有一个笑话说“盲人摸象”，因为象太大了，盲人们each touching merely a small part of the elephant's body，结果每个人说出的象的形状都不一样。其实这是时间不够的缘故。如果时间够，瞎子一定可以摸出象的模样来。 
057.瞎子可以摸出象来.txt	21		　　美国的海伦凯勒（Helen Keller），她克服了聋、哑、瞎的困难，她的故事极动人，你可请老师讲给你听。触觉当然不限于手，皮肤都有这种感觉。山鹬（woodcock）鸟能用嘴放在地上，凭触觉确定出地下的蚯蚓在哪儿动，你说多厉害！这种触觉多精细啊！植物中含羞草（sensitive plant）也有这种感觉，你说怪不怪？ 
057.瞎子可以摸出象来.txt	29		　　嗅觉会疲劳，所以刚闻的时候最觉得臭或香，闻久了就不觉得了，中文成语叫“久而不闻其臭”，并且还要做“逐臭之夫”，因为“臭味相投”啊！ 
057.瞎子可以摸出象来.txt	35		　　一般说味有五种，就是“五味”：酸（sour）、甜（sweet）、苦（bitter）、辣（hot）、咸（salty），没有味道，中国成语是“味同嚼蜡”（tastes like chewing candle）。还有—句叫“索然无味”（uninteresting，tasteless）。“鸡肋”（chicken's ribs）的意思是“弃之可惜，食之无味”，有点进退两难的矛盾。 
057.瞎子可以摸出象来.txt	43		　　中文有“装聋作哑”（pretend to be deaf and dumb），所以有时候对声音会故意“听而不闻”（I hear, but I don't listen），有时候人要故意听别人说什么，于是就plant “bug”，这是不对的，所以Nixon下台了。所以中国古人希望的“顺风耳”，实行起来，要有限度才好。 
057.瞎子可以摸出象来.txt	47		　　更奇怪的就是小瞎子蝙蝠（bat）了，英文说全瞎像蝙蝠一样瞎（as blind as a bat），但蝙蝠的声觉，却比人类的雷达（radar，可问老师是什么）还高明，它凭声波抓小虫来吃，它根本用不着眼睛！ 
057.瞎子可以摸出象来.txt	49		　　鲨鱼（shark）也是个听音专家，浑身是“耳”（佛经上说“通身是眼”，它却“通身是耳”），正常的声音它听而不闻，但声音中一有异动，哪怕300码（一码yard是三呎，呎就是英尺foot）外，它也不会“充耳不闻”（turn a deaf ear to），它立刻游过去，准备大吃特吃一顿。 
058.彼得·潘·潘彼得.txt	5		　　上月23号，给你信上提到的Leonardo Da Vinci画的那幅《最后的晚餐》（The Last Supper），爸爸把它贴在下面。画的意思是耶稣（Jesus）说One of you shall betray me.（你们之中有一个要出卖我了），于是大家纷纷问他Is it I？（是我吗？） 
058.彼得·潘·潘彼得.txt	7		　　画上有Jesus的十二个徒弟，但并不是“十二使徒”Twelve Apostles-the twelve disciples and associates of Jesus（Peter, James, John, Andrew, Thomas, James the Less, Jude, Philip, Bartholomew, Matthew, Simon, and Judas）, Who were chosen as His Apostles.画上说明（The Last Supper, as painted by Leonardo Da Vinci, shows Jesus and the twelve apostles, left to right：Bartholomew, James the Less, Andrew, Judas, Peter, John, Thomas, James, Philip, Matthew Thaddeus, and Simon.）说是the twelve apostles，是不妥的，因为十二使徒里的Judas（犹大），并不是画里那个Judas，但一般人总以为画里那个Judas是十二使徒之一，这是一般人看书没有爸爸仔细的缘故。 
058.彼得·潘·潘彼得.txt	9		　　坐在画里Judas旁的白胡子老头叫彼得（Peter），Jesus死后，Peter是头牌的使徒。他原来是打鱼的，Jesus招他做徒弟，说做了Jesus徒弟就“得人如得鱼一样”（I will make you fishers of men.）。于是Peter就跟Jesus传道了。Jesus死后十五年，Peter因传教被关在牢里，但传说天使帮他越狱，天使来的时候，看守他的兵也睡了，锁着他的两条铁链也开了。可见天使的本领真大，不但会催眠术（hypnotism），还是锁匠（locksmith），也许锁就是Peter自己开的，因为Jesus早就说给Peter“天国的钥匙”（I will give to thee the keys of the kingdom of heaven.），这keys既然能开天门，开个铁链上的锁自然不在话下。 
058.彼得·潘·潘彼得.txt	13		　　谈完了Peter，再谈Pan（潘）。Pan是牧羊神，是希腊神话里半人半羊的神，怪吓人的，所以英文panic一个字，便是被他“吓”出来的，如说They fall into a panic.就是“他们大感恐慌”。 
058.彼得·潘·潘彼得.txt	21		　　Peter Pan是谁？Peter Pan是一个童话里的小男孩，他不肯长大（refuses to grow up），下面是他的履历： 
058.彼得·潘·潘彼得.txt	29		　　Peter Pan这书你学校里一定有。中文也有译本，叫《潘彼德》，重庆南路商务印书馆可以买到。译者梁实秋，现在有七十五六岁了，他是三姑三姑父在师范大学时的文学院院长，他给爸爸写的一本书《胡适评传》写过书评，说“李敖先生收集材料的本领很大”。 
058.彼得·潘·潘彼得.txt	35	risk	　　有人用middel name，反而不用前面的，美国前总统Nixon的太太叫Thelma Patricia（Pat）Ryan只用middle name。1952年大选的时候，政敌Nixon说收了slush fund（红包），A fund or sum of money set aside for political purposes, to use to buy influence or votes, or to use in bribery.说他太太Pat有貂皮大衣（mink coat），于是Nixon上了电视，称呼他太太就用Pat这middle name：He discussed his personal finances in detail, showing that he had not profited personally from the fund. He said that “Pat doesn't have a mink coat. But she does have a respectable Republican cloth coat.”And he vowed to keep Checkers, a cocker spaniel that had been a gift to his daughters. After the program, Republicans hailed Nixon as a hero. Eisenhower put his arm around Nixon when they next met and declared：“You're my boy.”Eisenhower and Nixon went on to defeat their Democratic opponents.他说他只收了人家送他的一条cocker spaniel（这是一种短腿、长毛、大耳朵下垂的小猎犬），“不论他们说什么，我们也把它留下来。”（Regardless of what they say about it, we're going to keep it.）当然一条小狗不能算是slush fund，所以Nixon当选了。 
059.记印度阿三.txt	5		　　古时候，有人有一种特技，能够一只脚站很久，他向斯巴达（Sparta，在今天Greece）人说：“我不信你们有这本事。”（I do not believe you can do as much.）但斯巴达人回他一句，这有什么了不起，“每条鹅都能。”（True, but every goose can.） 
059.记印度阿三.txt	9		　　这些无聊的特技，都是印度人的本事。这一套本事，最像样的部分就叫“瑜伽”（yoga 1.[in Hindu religious philosophy] a system of ascetic practice, abstract meditation, and mental concentration, used as a method of attaining union with the supreme spirit. 2. a system of exercises or rigid physical positions for achieving serenity and well-being.），信瑜伽的就叫yogi，印度人很多都信。去年10月19日爸爸给你信上提到的现在印度总理甘地夫人的爸爸（坐过十年半牢的），每天早起就要拿大顶，据说这样可relax himself（Nehru's wife died in 1936 and his only daughter is his official hostess. He likes playing with his two grandsons. Every morning he starts his day by standing on his head to relax himself.）。中国古话说，救老百姓是“解民倒悬”，如果老百姓都这样以“倒悬”为乐，那还解个屁！（上次信上谈到Peter要求倒钉十字架以表示他对他老师耶稣的敬意，大概Peter也是一个yogi！） 
059.记印度阿三.txt	21		　　印度教（Hinduism）（The religious[Polytheistic] and social systems of the Hindus, developed from Brahmanism, and embodying animistic beliefs. The caste system is the chief characteristic.印度多神教，为婆罗门教的变相，并信灵魂造生命之说，社会阶级制度是它主要特点）虽然对牛客气，对人却极不客气。印度教把人分四种阶级（caste），每一阶级干什么，永远干什么（从爷爷的爷爷到孙子的孙子）。四阶级中，第三级是农人商人（甘地就属于这一级，甘地坐过近六年五个月的牢，爸爸在去年10月19日信上跟你谈过），第四级是奴隶、仆人。另有一种不入级的叫“不能碰的”（Untouchables），连做奴隶、仆人都不准，甚至不准他们工作，只准讨饭（even forbidden to work, and can only beg），讨饭还不准在给钱的人的身边讨，要躲得远远的，钱由给钱的人丢在地下，Untouchables再去捡，直接给是不行的，这叫“授受不亲”！ 
059.记印度阿三.txt	23		　　Untouchables的影子碰到了上面说的四阶级都不行！被影子碰到了就得赶快洗澡！ 
059.记印度阿三.txt	29		　　你看过《西游记》吗？西游记里唐僧、孙悟空、猪八戒去西天取经，就是去印度，印度是佛教（Buddhism）的发源地，佛教的教主是释迦牟尼（Sakyamuni），比耶稣大560岁，比孔夫子大12岁。佛教很奇怪，它在印度传了一千年，传丢了——印度自己没了，却跑到别人家里去了，印度的邻居（像中国）和邻居的邻居（像日本），都到处是佛教徒，可是印度今天自己的佛教徒，只不过三四百万（两百多个人里头，才有一个信佛的），你说怪不怪？ 
059.记印度阿三.txt	55		　　India ink就是中国的墨汁。India paper就是中国的圣经纸。这两样东西明明是中国的却用上印度名字。 
060.萨摩亚与自挽诗.txt	1		萨摩亚与自挽诗
060.萨摩亚与自挽诗.txt	31		　　中国古话说“画地为牢”（to draw a circle on the ground for a prison, as was done in the “good old days”）、说“夜不闭户”（There's no need to close doors at night.）……这些世界大同的标准，西萨摩亚人都做到了。 
060.萨摩亚与自挽诗.txt	35		　　《金银岛》（Treasure Island）的作者斯蒂文森（R. L. Stevenson）九十年前死在西萨摩亚。只活了四十四岁（他的太太比他大十一岁），死前他写了一首《安魂曲》（Requiem）。（Requiem-1. A Mass for the repose of a departed soul or souls, 安魂祭（安去世灵魂的弥撒祭）。2. A setting of the Mass for the dead, 安魂曲（即死者弥撒祭时所奏之曲）的一段乐谱。Also, a piece of like character for other words, 又指吊歌、挽歌。3. Any grand musical service of hymn in honor of the dead, 对于死者表示敬意的严肃音乐演奏或壮丽的圣歌。）中国的文学家陶渊明也写过《自祭文》。爸爸把它翻译给你看： 
060.萨摩亚与自挽诗.txt	55		　　自挽诗 
060.萨摩亚与自挽诗.txt	65		　　请刻这首诗，在我坟场： 
060.萨摩亚与自挽诗.txt	73		　　画片上小狗背后刻的诗，就是上面这首。 
060.萨摩亚与自挽诗.txt	75		　　《金银岛》是一本写海盗的小说，你一定要看一看。写得非常好。英文的学校图书馆一定有，中文的翻译有开明书店的《宝岛》和东方出版社的两种带注音的《金银岛》。
061.素食种种.txt	5		　　英文里有四句诗： 
061.素食种种.txt	29		　　很多名人是吃素的，这种人叫vegetarian，18世纪法国大哲学家、思想家卢梭（Rousseau）是吃素的、19到20世纪的俄国文学家托尔斯泰（Leo Tolstoy）是吃素的、19到20世纪的英国文学家萧伯纳（George Bernard Shaw）是吃素的、爸爸一再跟你提到过的印度甘地（Gandhi）也是吃素的。吃素的人比较长寿，Shaw活了九十四、Tolstoy活了八十二、Gandhi活了七十八（被刺的）、Rousseau活了六十六（传说被害），由此可见，蛋白质光吃植物性的好像也够了。 
061.素食种种.txt	55		　　六、水（water）——水占人体重的60%—65%。有人说女人是水做的，男人是泥做的，其实男女都是水做的。 
062.专门吃大鱼.txt	5		　　中文俗谚：“大鱼吃小鱼，小鱼吃虾米。”
062.专门吃大鱼.txt	21		　　你请姥姥每周来看爸爸的时候，顺便从家里书架上取两本中文书带来，以翻译小说、章回小说、历史最理想，或什么书都可以（不要买）。
063.“海外人鱼”.txt	5		　　安徒生（Andersen）的童话你看了吗？童话里的《丑小鸭》（The Ugly Duckling）、《国王的新衣》（The Emperor’s New Clothes），你都记得吗？安徒生是丹麦（Danmark）人，1875年死的，今年正好是一百年。他童话里的小美人鱼（The Little Mermaid），被丹麦人做成铜像，放在首都哥本哈根（Copenhagen）的港口。 
063.“海外人鱼”.txt	7		　　美人鱼并不是安徒生创造的，美人鱼是神话里的人儿，很早很早就有了。不谋而合的是，中国也有，中国小说《镜花缘》里说的“海外人鱼”——“上身宛似妇人，下身仍是鱼形”，就是她。 
064.他们六个.txt	7		　　第一个是亚里士多德（Aristotle），活了六十二岁。 
064.他们六个.txt	15		    亚里士多德：Aristotle Plato's greatest pupil
064.他们六个.txt	27		　　第二个科学家——伽利略（Galileo），活了七十八岁。Galileo was the first great experimenter and the father of modern astronomy. He was also an outstanding mathematician. Galileo说Aristotle认为重东西先落地，不对，他跑上比萨斜塔（the Leaning Tower of Pisa），拿两个不同重量的球实验，结果证明Aristotle错了。——但别人都错的时候，他一个人对没有用，他被大学赶走了。 
064.他们六个.txt	29		　　Galileo又印了一本书，说太阳不动，动的是地球，于是，惹起公愤，虽然他对了。——但别人都错的时候，他一个人对没有用，他被抓到“宗教裁判所”，宗教法庭（Inquisition）。Inquisition动不动就把人烧死，因为Galileo是大学者，又太老了（七十岁），又有点后台（有贵人保护），又“认错”，于是“优待”，改判为“终身软禁”（permanent house arrest）。House arrest, a form of arrest in which a person is confined under guard in his own house：Authorities insisted no one had been jailed but said some strikers were under house arrest.（Tuscaloosa News） 
064.他们六个.txt	31		　　他“认错”以后，偷偷在一个朋友耳边说：“但它（地球）还在动啊！”Yet it does move！（E pur si muove！） 
064.他们六个.txt	33		　　他被关在家里，大诗人John Milton（当时三十岁）到Italy旅行，到Galileo家里拜访，Galileo已经瞎了，真巧，十四年后，Milton也瞎了。 
064.他们六个.txt	43		　　中文有句成语叫“周而复始”（to repeat the cycle all over again）。血在人身体里就是周而复始的。发现这一现象很不容易。 
064.他们六个.txt	61		　　第五个科学家——牛顿（Isaac Newton），活了八十五岁。 
064.他们六个.txt	65		　　Galileo死在年头，Newton生在年尾。他们都没结婚，但Galileo有两个女儿一个儿子。Galileo的一些观察是错的，他虽然把球从斜塔朝下丢，但并没发现落体的真正速度，也没成立定律（law），直到Newton出来，才完成了这一解释。牛顿是个“遗腹子”（an infant born after the death of its father；a posthumous child），从小妈妈不在身边，跟姥姥长大，他从小就喜欢科学。 
064.他们六个.txt	73		　　Newton的成绩，英国诗人Alexander Pope有两句诗描写得最好： 
064.他们六个.txt	83		　　Newton虽然有那么大的成绩，但他很谦虚（humble），他说： 
064.他们六个.txt	89		　　第六个科学家——爱因斯坦（Albert Einstein），活了七十六岁。 
064.他们六个.txt	91	risk	　　爱因斯坦是German（德国人），又变成了Swiss（瑞士人），又变成了German，又变成了American（美国人），但他的blood是Jew（犹太人）。他帮助Jews复国，但成立Israel（以色列）的时候，他拒绝做总统，结果由他的朋友，会六国语言的Weizmann做了。 
064.他们六个.txt	93		　　Einstein的新学说是“相对论”（the Theory of Relativity），使Newton的学说一部分动摇。 
065.从鸭嘴兽到水獭.txt	5		　　一个半世纪前，科学家刚听说有一种下蛋的哺乳动物（egg-laying mammal），他们都不相信，说胡扯（a hoax），没想到世界上真有这么一种动物，就是“鸭嘴兽”（platypus）。鸭嘴兽只在澳洲（Australia）东海岸才有，澳洲也叫澳大利亚，是世界上最小的洲，也是一个国家。 
065.从鸭嘴兽到水獭.txt	17	risk	　　美国有俗语“袋鼠法庭”kangaroo court, U.S. Informal. an unauthorized or unofficial court, usually self constituted, as a mock court by prisoners in a jail or a frontier court：…shot down over North Korea in 1952 and condemned to prison by a Red kangaroo court.（Newsweek），类似中文所说的“私设公堂”。以前在Kansas州，法官巡回各地办案，由这跑到那，很像袋鼠跳来跳去，所以叫袋鼠法庭。（Kangaroo court：A kangaroo court is an illegal mock or sham court, usually one set up by inmates of a prison to levy fines and punishment on other inmates who violate the “code”. Such organizations, usually very informal in nature, exist in most large prisons and are even encouraged by some wardens as a useful device for maintaining order. The name probably originated at the time when Australia, land of the kangaroo, was the penal colony for the British Empire. The term has occasionally-and inaccurately-been applied to the kind of roadside justice of the peace court which exists only to collect fines from motorists caught in speed traps.） 
065.从鸭嘴兽到水獭.txt	59		　　澳洲“得天独厚”to be particularly favored by nature （said of a land rich in natural resources or a gifted person）却是从不公平来的。澳洲有“白澳政策”，限制有色人种到他们那儿去。但白种人又少，所以将来问题一定很多，不是铁蒺藜（barbed-wire fence）拦得住的。澳洲人自己也说：“We've got a big, empty country here, and we have to fill it up. You Know,‘populate or perish’.” 
065.从鸭嘴兽到水獭.txt	75		　　水獭还是一个会用工具的家伙（a tool user），它吃蛤蜊（clam），会朝石头上敲，你说它多聪明！ 
066.“那么让他们吃饼嘛！”.txt	5		　　法文有一个字叫“顾而媚”（gourmet），就是讲究吃的人（a connoisseur in eating and drinking，善于判别饮食美恶之人；an epicure，美食者），很像中文中的“老饕”，但老饕有一点挖苦的意味。法国的“烹饪”被当做一种艺术（Cooking is considered an art by the French. They are world famous for their salads, sauces, and soups. Almost every region, city, and restaurant of France has its own food specialty. These specialties include truffles（mushroomikel plants）in the Guyenne region, snails in Burgundy, sausages in Arles and Lyou, omelets in Mont St. Michel, and pressed duck in Paris.），一个笑话说美国人嚼口香糖去饭店，法国饭店老板（patron，注意英文patron和法文patron意思不同）拒绝伺候他——阁下嘴含“橡皮”，安能品味！ 
066.“那么让他们吃饼嘛！”.txt	7	risk	　　法国人因为讲究吃，所以foods的花样也多，cheeses就有两百多种做法。法国的党（party）也多，十个以上（美国英国只有两党），法国英雄戴高乐（Charles de Gaulle）说有两百多种cheese花样的国家岂能只有一个党？（How can one conceive of a one-party system in a country that has over two hundred varieties of cheese.）戴高乐也坐过牢，后来当了法国总统。 
066.“那么让他们吃饼嘛！”.txt	9	risk	　　戴高乐的一个老上司叫贝当（Pétain），第一次世界大战时防守凡尔登（Verdun），曾说：“他们过不来！”（They shall not pass!）成为抗德英雄。但是二十四年后，在第二次世界大战的时候，他竟同德国人合作了，那时他已八十四岁。到了八十九岁，被判死刑。戴高乐给他减为无期徒刑（life imprisonment）。他真能活，活到九十五岁才死在牢里！他大概是全世界年纪最大的囚犯了。 
066.“那么让他们吃饼嘛！”.txt	15		　　还有一个能活的，是法国在第一次世界大战时的总理克里蒙梭（George Clemenceau），活了八十八岁。死的时候叫护士走开，他说他不要死在女人面前！他要人把他的棺材立起来，他说他死也要站着死！他的外号叫“老虎”（The Tiger），这个人有多历害，可想而知。 
066.“那么让他们吃饼嘛！”.txt	21	risk	　　法国大革命的时候，皇帝和皇后（皇帝是路易十六Louis ⅩⅥ，皇后是玛丽安托瓦内特Marie Antoinette）正在凡尔赛宫。当时老百姓吵着要面包，手下报告说巴黎大乱，“因为他们没有面包。”（Because they have no bread.）皇后说：“那么让他们吃饼嘛！”（Then let them eat cake.）中国也有这种不知道民间疾苦的笑话，在玛丽安托瓦内特说这话前一千五百年，中国大乱，手下向皇帝（晋惠帝）报告老百姓没饭吃了，皇帝奇怪，反问：“他们为什么不吃肉啊？”（“何不食肉糜？”）（糜congee；porridge；rice gruel）后来玛丽安托瓦内特死在断头台（guillotine）上。断头台是一个医生发明的。 
066.“那么让他们吃饼嘛！”.txt	25	risk	　　在玛丽安托瓦内特才九岁的时候，一个四十三岁的名女人死在凡尔赛宫，她是路易十六的爷爷路易十五Louis XV的情妇（mistress），她影响了法国政治二十年，名字是蓬巴杜夫人（Madame de Pompadour）。她对文学、艺术很赞助（to patronize），被她赞助的人中，有一个叫伏尔泰（Voltaire）。伏尔泰是philosopher（哲学家）、poet（诗人）、historian（历史家）、novelist（小说家）、dramatist（戏剧家）、satirist（讽刺家）。他因为写文章惹祸，在Bastille监狱住过，他的文字极有影响力，影响到French Revolution——在他死后第十一年，French Revolution发生，捣毁Bastille了。 
066.“那么让他们吃饼嘛！”.txt	27		　　伏尔泰写文章惹祸太多，他虽生在巴黎，可是在外面二十八年，无法回老家。他很会做生意，赚了钱，在法国靠瑞士日内瓦（Geneva）边上，造了住宅，法国抓他，他就逃到瑞士；瑞士抓他，他就逃到法国，他说哲学家该在地下有两三个洞以防走狗抓他们（Philosophers should always have two or three holes under ground against the dogs hunting them.）。中国古话说“狡兔三窟”（A wily rabbit has three burrows.），他真是狡哲三窟啊！ 
066.“那么让他们吃饼嘛！”.txt	37		　　再写四个有French的词念给你： 
067.嘴含一根草.txt	17		　　你说我很坏，
067.嘴含一根草.txt	19		　　我说你不好。
068.我的本领就是臭.txt	5		　　中文成语：“各人自扫门前雪（Everybody minds his own business.），休管他人瓦上霜（the frost on neighbor's roof-none of one's business.）。”用英文来说，就是Let every man skin his own skunk.（让每个人剥他自己的臭鼬的皮）。 
069.飞上枝头看飞枝.txt	19	risk	　　现代的飞枝人虽然怕台湾警察，胆子很小，但他们以前胆子可不小，他们是吃人肉的（cannibals——A human being that eats human flesh吃人肉的人；by extension, any animal that eats its own kind，广义来说，吃同类的动物），还是猎头的（head-hunters. head-hunting, n. The custom, characteristic esp. of heathen Malayan peoples, of decapitating enemies and preserving their heads as trophies. 奉异教的马来民族所特有的斩敌人头留作战胜纪念品的习俗）。 
069.飞上枝头看飞枝.txt	33		　　（后记）这封信中所引有关吴凤的英文解说，当然是从“神话”立论的。事实上，吴凤是因背约、骂人、与曹族格斗下被杀的。详见连横《吴凤列传》。 
070.古国神游.txt	25		　　金字塔前面的狮身人面像，叫Sphinx（the “Strangler”）。最有名的Sphinx故事是叫人猜谜语的故事。 
070.古国神游.txt	29		　　法老们不用金字塔以后，开始在地底下挖坟。1922年，考古学家Howard Carter（an English archaeologist, specialized in excavating ancient Egyptian tombs）挖到了小法老Tutankhamen的坟——3300年前的宝贝全部出土。小法老十八岁就死了，装在金棺材里，棺材盖是用金子做的小法老的全身雕像。坟共有四个房间，在chiff中挖成的，里面宝贝多极了，琳琅满目。（Good gems fill the eyes, a vast array of beautiful and fine things.）小法老Tutankhamen的名字，在3300年后，名闻全世界。Will Rogers（爸爸跟你谈过的美国牛仔哲学家，印地安祖先）甚至把Tutankhamen这个名词（noun）当动词（verb）来用。他说： 
071.“古希腊的辉煌”.txt	5		　　爱伦坡（Edgar Allan Poe，1809-1849）是West Point（西点军校）开除的，但后来西点拍他马屁，给他立了铜像。你在西点时注意到了吗？他是美国文学家，活到爸爸这个年纪（四十岁）就死了，他最会写神秘和侦探小说，他是给神秘和侦探小说开山的人。他也是诗人，他十四岁写了一首有名的诗——《给海伦》（To Helen），诗里最有名的句子是： 
071.“古希腊的辉煌”.txt	25		　　比方说Poe这首诗里提到hyacinth就是希腊的美少年Hyacinthus。用铁饼（discus）误杀Hyacinthus的，就是太阳神阿波罗（Apollo）。 
071.“古希腊的辉煌”.txt	27		　　Apollo无所不在，到处插一脚，他虽然是神，可是也参加人的纠纷。前面Poe的诗给Helen，她惹出Trojan war、她是天仙化人（as beautiful as an angel from heaven；a stunning beauty）因为她本是Apollo的爸爸Zeus（Jupiter）的私生女。Trojan war就是后来《木马屠城记》的故事。Troy城是个倒霉的城，前后一千八百年间，被毁九次，Helen那次只是第六次。考古家希勒曼（H. Schliemann）不知道Troy城有这么多，他挖过了头，挖到了木马屠城记以前的城——更早一千年的城。 
071.“古希腊的辉煌”.txt	29		　　在《木马屠城记》中，Apollo是帮守城的一边。Apollo的Priest叫Laocoon，他警告说木马有问题，不要信Greeks。即使他们带礼物来，但Laocoon和他儿子共三个被两条海蛇咬死了，结果他的警告没人信，最后木马拖进城来，半夜里，Greeks都从肚子里跳出来了。 
